序號,車站,出口,公車名稱
1,BL01_頂埔,出口2,571善息寺-南天母廣場
2,BL01_頂埔,出口2,705-西門
3,BL01_頂埔,出口2,706-西門
4,BL01_頂埔,出口2,707-松山機場
5,BL01_頂埔,出口2,812-捷運永寧站
6,BL01_頂埔,出口2,北大社區_捷運頂埔站-捷運頂埔站
7,BL01_頂埔,出口2,藍45-捷運永寧站
8,BL01_頂埔,出口2,藍46-捷運頂埔站
9,BL01_頂埔,出口3,9103-捷運頂埔站
10,BL01_頂埔,出口4,571善息寺-善息寺
11,BL01_頂埔,出口4,705-三峽
12,BL01_頂埔,出口4,706-三峽
13,BL01_頂埔,出口4,707-三峽
14,BL01_頂埔,出口4,812-三峽
15,BL01_頂埔,出口4,9103-大溪總站
16,BL01_頂埔,出口4,藍45-成福
17,BL01_頂埔,出口4,藍46-二鬮
18,BL02_永寧,出口1,916-三峽
19,BL02_永寧,出口1,917-鶯歌
20,BL02_永寧,出口1,922-三峽北大社區
21,BL02_永寧,出口2,571善息寺-南天母廣場
22,BL02_永寧,出口2,571善息寺-善息寺
23,BL02_永寧,出口2,573信義國小-信義國小
24,BL02_永寧,出口2,573信義國小-南天母廣場
25,BL02_永寧,出口2,574信義國小-信義國小
26,BL02_永寧,出口2,574信義國小-南天母廣場
27,BL02_永寧,出口2,575承天路-南天母廣場
28,BL02_永寧,出口2,575承天路-捷運永寧站
29,BL02_永寧,出口2,承天路_南天母廣場-土城區公所
30,BL02_永寧,出口2,承天路_南天母廣場-南天母廣場
31,BL02_永寧,出口2,藍17-捷運永寧站
32,BL02_永寧,出口2,藍43延-三峽
33,BL02_永寧,出口2,藍44延-樹林
34,BL02_永寧,出口3,NULL
35,BL02_永寧,出口3,1851-板橋客運站
36,BL02_永寧,出口3,5611-新庄子
37,BL02_永寧,出口3,705-西門
38,BL02_永寧,出口3,706-西門
39,BL02_永寧,出口3,707-松山機場
40,BL02_永寧,出口3,7301-大雅站
41,BL02_永寧,出口3,805捷運永寧站-五股
42,BL02_永寧,出口3,812-捷運永寧站
43,BL02_永寧,出口3,916-捷運永寧站
44,BL02_永寧,出口3,917-捷運永寧站
45,BL02_永寧,出口3,922-捷運永寧站
46,BL02_永寧,出口3,三峽_捷運永寧站-捷運永寧站
47,BL02_永寧,出口3,捷運頂溪站_捷運永寧站-捷運頂溪站
48,BL02_永寧,出口3,藍17-五福新村
49,BL02_永寧,出口3,藍43-三峽
50,BL02_永寧,出口3,藍44-樹林
51,BL02_永寧,出口3,藍45-捷運永寧站
52,BL02_永寧,出口4,705-三峽
53,BL02_永寧,出口4,706-三峽
54,BL02_永寧,出口4,707-三峽
55,BL02_永寧,出口4,805捷運永寧站-土城
56,BL02_永寧,出口4,812-三峽
57,BL02_永寧,出口4,捷運頂溪站_捷運永寧站-捷運永寧站
58,BL02_永寧,出口4,藍43延-捷運永寧站
59,BL02_永寧,出口4,藍43-捷運永寧站
60,BL02_永寧,出口4,藍44延-南天母廣場
61,BL02_永寧,出口4,藍44-捷運永寧站
62,BL02_永寧,出口4,藍45-成福
63,BL03_土城,出口1,706-三峽
64,BL03_土城,出口1,847區繞駛土城醫院-樹林
65,BL03_土城,出口1,捷運頂溪站_捷運永寧站-捷運永寧站
66,BL03_土城,出口1,藍17-捷運永寧站
67,BL03_土城,出口1,藍40-土城
68,BL03_土城,出口2,570山中湖-山中湖
69,BL03_土城,出口2,570山中湖-南天母廣場
70,BL03_土城,出口2,572金城路口-金城路口
71,BL03_土城,出口2,572金城路口-南天母廣場
72,BL03_土城,出口2,承天路_南天母廣場-土城區公所
73,BL03_土城,出口3,706-西門
74,BL03_土城,出口3,847區繞駛土城醫院-捷運亞東醫院站
75,BL03_土城,出口3,捷運頂溪站_捷運永寧站-捷運頂溪站
76,BL03_土城,出口3,藍17-五福新村
77,BL03_土城,出口3,藍40-華克山莊
78,BL04_海山,出口3,573信義國小-信義國小
79,BL04_海山,出口3,573信義國小-南天母廣場
80,BL04_海山,出口3,656-宏國德霖科技大學
81,BL04_海山,出口3,656-捷運臺大醫院站
82,BL04_海山,出口3,8132-台東轉運站
83,BL04_海山,出口3,8135-台東轉運站
84,BL04_海山,出口3,8136-台東轉運站
85,BL04_海山,出口3,8156-大溪
86,BL04_海山,出口3,8157-尚武
87,BL04_海山,出口3,985萬大樹林先導公車-捷運龍山寺站
88,BL04_海山,出口3,985萬大樹林先導公車-新莊
89,BL04_海山,出口3,土城金城路_樹林大安路-樹人家商
90,BL04_海山,出口3,藍41延和-捷運永安市場站
91,BL04_海山,出口3,藍41延和-捷運海山站
92,BL04_海山,出口3,藍41-捷運永安市場站
93,BL04_海山,出口3,藍41-捷運海山站
94,BL05_亞東醫院,出口2,51-南雅站
95,BL05_亞東醫院,出口2,712-龍壽里
96,BL05_亞東醫院,出口2,805捷運永寧站-土城
97,BL05_亞東醫院,出口2,843-樹林
98,BL05_亞東醫院,出口2,847區-樹林
99,BL05_亞東醫院,出口2,847區繞駛土城醫院-樹林
100,BL05_亞東醫院,出口2,847-樹林
101,BL05_亞東醫院,出口2,848台北區監理所-臺北區監理所
102,BL05_亞東醫院,出口2,889-三峽
103,BL05_亞東醫院,出口2,99民安站-板橋
104,BL05_亞東醫院,出口2,F501樹林藝文綜合行政大樓-樹林
105,BL05_亞東醫院,出口2,藍37-龍壽里
106,BL05_亞東醫院,出口2,藍38-東昇公園
107,BL05_亞東醫院,出口3,51-永和
108,BL05_亞東醫院,出口3,585-浮洲地區
109,BL05_亞東醫院,出口3,585-捷運府中站
110,BL05_亞東醫院,出口3,712-捷運亞東醫院站
111,BL05_亞東醫院,出口3,805捷運永寧站-五股
112,BL05_亞東醫院,出口3,843-板橋(捷運府中站)
113,BL05_亞東醫院,出口3,847-板橋
114,BL05_亞東醫院,出口3,847區-捷運亞東醫院站
115,BL05_亞東醫院,出口3,847區繞駛土城醫院-捷運亞東醫院站
116,BL05_亞東醫院,出口3,848台北區監理所-新北板橋公車站
117,BL05_亞東醫院,出口3,889-捷運亞東醫院站
118,BL05_亞東醫院,出口3,99民安站-新莊
119,BL05_亞東醫院,出口3,F501樹林藝文綜合行政大樓-板橋
120,BL05_亞東醫院,出口3,藍32-南雅站
121,BL05_亞東醫院,出口3,藍37-捷運板橋站
122,BL05_亞東醫院,出口3,藍38-新北板橋公車站
123,BL06_府中,出口1,1851-板橋客運站
124,BL06_府中,出口1,234-板橋
125,BL06_府中,出口1,245-宏國德霖科技大學
126,BL06_府中,出口1,265夜間公車-土城
127,BL06_府中,出口1,265區(三重)-重慶國中
128,BL06_府中,出口1,265經中央路-土城
129,BL06_府中,出口1,265經明德路-土城
130,BL06_府中,出口1,656-宏國德霖科技大學
131,BL06_府中,出口1,657-宏國德霖科技大學
132,BL06_府中,出口1,657延-宏國德霖科技大學
133,BL06_府中,出口1,705-三峽
134,BL06_府中,出口1,847-樹林
135,BL06_府中,出口2,1070-南雅站
136,BL06_府中,出口2,1820-臺北轉運站
137,BL06_府中,出口2,1821-臺北轉運站
138,BL06_府中,出口2,57-板橋
139,BL06_府中,出口2,667-板橋
140,BL06_府中,出口2,796木柵站-板橋
141,BL06_府中,出口2,805捷運永寧站-土城
142,BL06_府中,出口2,805捷運永寧站-五股
143,BL06_府中,出口2,810-迴龍
144,BL06_府中,出口2,824-新北板橋公車站
145,BL06_府中,出口2,824-歡仔園
146,BL06_府中,出口2,848台北區監理所-臺北區監理所
147,BL06_府中,出口2,9089-桃園後火車站
148,BL06_府中,出口2,9089-捷運古亭站(和平)
149,BL06_府中,出口2,932-三峽北大社區
150,BL06_府中,出口2,948-林口
151,BL06_府中,出口2,948-新北板橋公車站
152,BL06_府中,出口2,952新北板橋公車站-板橋
153,BL06_府中,出口2,952新北板橋公車站-南崁
154,BL06_府中,出口2,99民安站-板橋
155,BL06_府中,出口2,F501樹林藝文綜合行政大樓-樹林
156,BL06_府中,出口2,三峽_捷運台大醫院站-三峽
157,BL06_府中,出口2,三峽_捷運台大醫院站-捷運臺大醫院站
158,BL06_府中,出口2,藍32-南雅站
159,BL06_府中,出口2,藍37-捷運板橋站
160,BL06_府中,出口2,藍37-龍壽里
161,BL06_府中,出口2,藍38-東昇公園
162,BL06_府中,出口2,藍38-新北板橋公車站
163,BL06_府中,出口2,鶯歌火車站_中正紀念堂-中正紀念堂
164,BL06_府中,出口3,264-捷運蘆洲站
165,BL06_府中,出口3,307西藏往板橋前站-撫遠街
166,BL06_府中,出口3,307莒光往板橋前站-撫遠街
167,BL06_府中,出口3,310往板橋-士林
168,BL06_府中,出口3,51-永和
169,BL06_府中,出口3,51-南雅站
170,BL06_府中,出口3,577-捷運府中站
171,BL06_府中,出口3,585-捷運府中站
172,BL06_府中,出口3,701-西門
173,BL06_府中,出口3,702-新北板橋公車站
174,BL06_府中,出口3,786-板橋
175,BL06_府中,出口3,793-動物園
176,BL06_府中,出口3,806板橋後站-板橋
177,BL06_府中,出口3,806板橋後站-蘆洲
178,BL06_府中,出口3,810-土城
179,BL06_府中,出口3,843-板橋(捷運府中站)
180,BL06_府中,出口3,848台北區監理所-新北板橋公車站
181,BL06_府中,出口3,857-板橋
182,BL06_府中,出口3,910-捷運府中站
183,BL06_府中,出口3,920A-捷運府中站
184,BL06_府中,出口3,920副-捷運府中站
185,BL06_府中,出口3,920-捷運府中站
186,BL06_府中,出口3,930延-大崎腳
187,BL06_府中,出口3,930-青潭
188,BL06_府中,出口3,932-新北板橋公車站
189,BL06_府中,出口3,932繞-新北板橋公車站
190,BL06_府中,出口3,940-捷運府中站
191,BL06_府中,出口3,965捷運府中站(府中路)-板橋
192,BL06_府中,出口3,965捷運府中站(府中路)-金瓜石
193,BL06_府中,出口3,99民安站-新莊
194,BL06_府中,出口3,F501樹林藝文綜合行政大樓-板橋
195,BL06_府中,出口3,三峽_捷運府中站-捷運府中站
196,BL06_府中,出口3,內科21往內科-內科
197,BL06_府中,出口3,林口_板橋-捷運府中站
198,BL06_府中,出口3,林口_捷運府中站-捷運府中站
199,BL07_板橋,出口1,1070-南雅站
200,BL07_板橋,出口1,1070-國家新城
201,BL07_板橋,出口1,264-板橋
202,BL07_板橋,出口1,264-捷運蘆洲站
203,BL07_板橋,出口1,310往板橋-士林
204,BL07_板橋,出口1,310往板橋-板橋
205,BL07_板橋,出口1,656-宏國德霖科技大學
206,BL07_板橋,出口1,656-捷運臺大醫院站
207,BL07_板橋,出口1,701-西門
208,BL07_板橋,出口1,701-迴龍
209,BL07_板橋,出口1,702-新北板橋公車站
210,BL07_板橋,出口1,786-板橋
211,BL07_板橋,出口1,793-動物園
212,BL07_板橋,出口1,793-樹林
213,BL07_板橋,出口1,806板橋後站-板橋
214,BL07_板橋,出口1,806板橋後站-蘆洲
215,BL07_板橋,出口1,824-新北板橋公車站
216,BL07_板橋,出口1,857-板橋
217,BL07_板橋,出口1,910-三峽
218,BL07_板橋,出口1,918區-板橋
219,BL07_板橋,出口1,920A-捷運府中站
220,BL07_板橋,出口1,920副-捷運府中站
221,BL07_板橋,出口1,920-捷運府中站
222,BL07_板橋,出口1,930延-大崎腳
223,BL07_板橋,出口1,930延-板橋
224,BL07_板橋,出口1,930-板橋
225,BL07_板橋,出口1,930-青潭
226,BL07_板橋,出口1,F501樹林藝文綜合行政大樓-板橋
227,BL07_板橋,出口1,林口_板橋-捷運府中站
228,BL07_板橋,出口1,藍37-捷運板橋站
229,BL07_板橋,出口1,藍38-新北板橋公車站
230,BL07_板橋,出口2,234-西門
231,BL07_板橋,出口2,234-板橋
232,BL07_板橋,出口2,245-宏國德霖科技大學
233,BL07_板橋,出口2,245-捷運臺大醫院站
234,BL07_板橋,出口2,265經中央路-土城
235,BL07_板橋,出口2,265經中央路-行政院
236,BL07_板橋,出口2,265經明德路-土城
237,BL07_板橋,出口2,265經明德路-行政院
238,BL07_板橋,出口2,307西藏往板橋前站-板橋
239,BL07_板橋,出口2,307西藏往板橋前站-撫遠街
240,BL07_板橋,出口2,307莒光往板橋前站-板橋
241,BL07_板橋,出口2,307莒光往板橋前站-撫遠街
242,BL07_板橋,出口2,577-板橋後站
243,BL07_板橋,出口2,577-捷運府中站
244,BL07_板橋,出口2,651假日-板橋
245,BL07_板橋,出口2,651假日-臺北市政府
246,BL07_板橋,出口2,667-板橋
247,BL07_板橋,出口2,667-臺北車站
248,BL07_板橋,出口2,702-三峽
249,BL07_板橋,出口2,705-三峽
250,BL07_板橋,出口2,705-西門
251,BL07_板橋,出口2,786-華亞園區
252,BL07_板橋,出口2,805捷運永寧站-土城
253,BL07_板橋,出口2,805捷運永寧站-五股
254,BL07_板橋,出口2,810-土城
255,BL07_板橋,出口2,810-迴龍
256,BL07_板橋,出口2,824-歡仔園
257,BL07_板橋,出口2,847-板橋
258,BL07_板橋,出口2,848台北區監理所-新北板橋公車站
259,BL07_板橋,出口2,857-淡海
260,BL07_板橋,出口2,897-景文科技大學
261,BL07_板橋,出口2,920A-林口(去程不繞龜山)
262,BL07_板橋,出口2,920-林口
263,BL07_板橋,出口2,920副-林口轉運站
264,BL07_板橋,出口2,932-新北板橋公車站
265,BL07_板橋,出口2,932繞-新北板橋公車站
266,BL07_板橋,出口2,947-淡水
267,BL07_板橋,出口2,948-新北板橋公車站
268,BL07_板橋,出口2,952新北板橋公車站-板橋
269,BL07_板橋,出口2,952新北板橋公車站-南崁
270,BL07_板橋,出口2,963-八里
271,BL07_板橋,出口2,965捷運府中站(府中路)-板橋
272,BL07_板橋,出口2,965捷運府中站(府中路)-金瓜石
273,BL07_板橋,出口2,982-新店
274,BL07_板橋,出口2,982-新莊
275,BL07_板橋,出口2,99民安站-板橋
276,BL07_板橋,出口2,99民安站-新莊
277,BL07_板橋,出口2,F501樹林藝文綜合行政大樓-樹林
278,BL07_板橋,出口2,三峽_捷運台大醫院站-三峽
279,BL07_板橋,出口2,中和_新北板橋公車站-新北板橋公車站
280,BL07_板橋,出口2,內科21往內科-內科
281,BL07_板橋,出口2,內科21往內科-板橋
282,BL07_板橋,出口2,淡水新市鎮_板橋-板橋
283,BL07_板橋,出口2,藍32-南雅站
284,BL07_板橋,出口2,藍32-聯合醫院(板橋院區)
285,BL07_板橋,出口2,藍33-新北板橋公車站
286,BL07_板橋,出口2,藍37-龍壽里
287,BL07_板橋,出口2,藍38-東昇公園
288,BL07_板橋,出口3,1820-臺北轉運站
289,BL07_板橋,出口3,1821-臺北轉運站
290,BL07_板橋,出口3,1851-板橋客運站
291,BL07_板橋,出口3,1852-板橋客運站
292,BL07_板橋,出口3,9089-桃園後火車站
293,BL07_板橋,出口3,9089-捷運古亭站(和平)
294,BL07_板橋,出口3,918區-泰山
295,BL07_板橋,出口3,林口_捷運府中站-捷運府中站
296,BL07_板橋,出口3,藍33-五福新村
297,BL08_新埔,出口1,1070-南雅站
298,BL08_新埔,出口1,806板橋後站-板橋
299,BL08_新埔,出口1,813(暫停營運)-中和
300,BL08_新埔,出口1,813區-中和
301,BL08_新埔,出口1,918區-板橋
302,BL08_新埔,出口1,920A-捷運府中站
303,BL08_新埔,出口1,920副-捷運府中站
304,BL08_新埔,出口1,920-捷運府中站
305,BL08_新埔,出口1,930延-板橋
306,BL08_新埔,出口1,930-板橋
307,BL08_新埔,出口1,982-新店
308,BL08_新埔,出口1,99民安站-板橋
309,BL08_新埔,出口1,林口_板橋-捷運府中站
310,BL08_新埔,出口1,林口_捷運府中站-捷運府中站
311,BL08_新埔,出口1,淡水新市鎮_板橋-板橋
312,BL08_新埔,出口1,藍35-捷運新埔站
313,BL08_新埔,出口2,805捷運永寧站-土城
314,BL08_新埔,出口2,910-三峽
315,BL08_新埔,出口2,918-新店
316,BL08_新埔,出口2,930延-大崎腳
317,BL08_新埔,出口2,930-青潭
318,BL08_新埔,出口2,933-三重
319,BL08_新埔,出口2,933-動物園
320,BL08_新埔,出口2,947-板橋
321,BL08_新埔,出口2,947-淡水
322,BL08_新埔,出口2,963-八里
323,BL08_新埔,出口2,963-板橋
324,BL08_新埔,出口2,橘5-板橋
325,BL08_新埔,出口2,橘5-捷運景安站
326,BL08_新埔,出口2,藍17-捷運永寧站
327,BL08_新埔,出口2,藍18中和站-中和
328,BL08_新埔,出口4,245-捷運臺大醫院站
329,BL08_新埔,出口4,264-捷運蘆洲站
330,BL08_新埔,出口4,310往板橋-士林
331,BL08_新埔,出口4,656-捷運臺大醫院站
332,BL08_新埔,出口4,657延-華江橋
333,BL08_新埔,出口4,657-華江橋
334,BL08_新埔,出口4,701-西門
335,BL08_新埔,出口4,793-動物園
336,BL08_新埔,出口4,藍17-五福新村
337,BL08_新埔,出口4,藍33-五福新村
338,BL08_新埔,出口5,1070-國家新城
339,BL08_新埔,出口5,245-宏國德霖科技大學
340,BL08_新埔,出口5,264-板橋
341,BL08_新埔,出口5,310往板橋-板橋
342,BL08_新埔,出口5,656-宏國德霖科技大學
343,BL08_新埔,出口5,657-宏國德霖科技大學
344,BL08_新埔,出口5,657延-宏國德霖科技大學
345,BL08_新埔,出口5,701-迴龍
346,BL08_新埔,出口5,7506-嘉義市轉運中心
347,BL08_新埔,出口5,793-樹林
348,BL08_新埔,出口5,802-三峽
349,BL08_新埔,出口5,802區-捷運新埔站
350,BL08_新埔,出口5,802區-新莊
351,BL08_新埔,出口5,802-捷運新埔站
352,BL08_新埔,出口5,805捷運永寧站-五股
353,BL08_新埔,出口5,806板橋後站-蘆洲
354,BL08_新埔,出口5,813(暫停營運)-五股
355,BL08_新埔,出口5,813區-行政院新莊聯合辦公大樓
356,BL08_新埔,出口5,842-捷運新埔站
357,BL08_新埔,出口5,842-新莊
358,BL08_新埔,出口5,845-捷運新埔站
359,BL08_新埔,出口5,845-新莊
360,BL08_新埔,出口5,857-板橋
361,BL08_新埔,出口5,857-淡海
362,BL08_新埔,出口5,918-泰山
363,BL08_新埔,出口5,918區-泰山
364,BL08_新埔,出口5,920A-林口(去程不繞龜山)
365,BL08_新埔,出口5,920-林口
366,BL08_新埔,出口5,920副-林口轉運站
367,BL08_新埔,出口5,982直達捷運大坪林站-行政院新莊聯合辦公大樓
368,BL08_新埔,出口5,982直達捷運大坪林站-捷運大坪林站
369,BL08_新埔,出口5,982直達新埔線捷運新埔站-行政院新莊聯合辦公大樓
370,BL08_新埔,出口5,982直達新埔線捷運新埔站-捷運新埔站
371,BL08_新埔,出口5,982區-捷運新埔站
372,BL08_新埔,出口5,982區-新莊
373,BL08_新埔,出口5,982-新莊
374,BL08_新埔,出口5,99民安站-新莊
375,BL08_新埔,出口5,藍18中和站-新莊
376,BL08_新埔,出口5,藍33-新北板橋公車站
377,BL09_江子翠,出口3,793-動物園
378,BL09_江子翠,出口3,藍33-五福新村
379,BL09_江子翠,出口4,793-樹林
380,BL09_江子翠,出口4,藍33-新北板橋公車站
381,BL09_江子翠,出口5,231-宏國德霖科技大學
382,BL09_江子翠,出口5,231-捷運西門站
383,BL09_江子翠,出口5,245-宏國德霖科技大學
384,BL09_江子翠,出口5,245-捷運臺大醫院站
385,BL09_江子翠,出口5,264-板橋
386,BL09_江子翠,出口5,264-捷運蘆洲站
387,BL09_江子翠,出口5,310往板橋-士林
388,BL09_江子翠,出口5,310往板橋-板橋
389,BL09_江子翠,出口5,656-宏國德霖科技大學
390,BL09_江子翠,出口5,656-捷運臺大醫院站
391,BL09_江子翠,出口5,657-宏國德霖科技大學
392,BL09_江子翠,出口5,657延-宏國德霖科技大學
393,BL09_江子翠,出口5,657延-華江橋
394,BL09_江子翠,出口5,657-華江橋
395,BL09_江子翠,出口5,701-西門
396,BL09_江子翠,出口5,701-迴龍
397,BL09_江子翠,出口5,藍17-五福新村
398,BL09_江子翠,出口5,藍17-捷運永寧站
399,BL09_江子翠,出口5,藍31-五福新村
400,BL09_江子翠,出口5,藍31-板橋後站
401,BL10_龍山寺,出口1,1-萬華
402,BL10_龍山寺,出口1,231-宏國德霖科技大學
403,BL10_龍山寺,出口1,231-捷運西門站
404,BL10_龍山寺,出口1,234-板橋
405,BL10_龍山寺,出口1,245-宏國德霖科技大學
406,BL10_龍山寺,出口1,264-板橋
407,BL10_龍山寺,出口1,264-捷運蘆洲站
408,BL10_龍山寺,出口1,265夜間公車-土城
409,BL10_龍山寺,出口1,265區(三重)-重慶國中
410,BL10_龍山寺,出口1,265經中央路-土城
411,BL10_龍山寺,出口1,265經明德路-土城
412,BL10_龍山寺,出口1,310往板橋-板橋
413,BL10_龍山寺,出口1,38區-寶興街
414,BL10_龍山寺,出口1,38-環南市場
415,BL10_龍山寺,出口1,49-建國北路
416,BL10_龍山寺,出口1,568-萬華
417,BL10_龍山寺,出口1,656-宏國德霖科技大學
418,BL10_龍山寺,出口1,658-西門
419,BL10_龍山寺,出口1,658-板橋
420,BL10_龍山寺,出口1,673-東園
421,BL10_龍山寺,出口1,701-西門
422,BL10_龍山寺,出口1,701-迴龍
423,BL10_龍山寺,出口1,705-三峽
424,BL10_龍山寺,出口1,907通勤0610-萬華
425,BL10_龍山寺,出口1,907-萬華
426,BL10_龍山寺,出口1,仁愛幹線(板橋發車)-五福新村
427,BL10_龍山寺,出口1,綠17-華中河濱公園
428,BL10_龍山寺,出口1,臺北觀光巴士紅線-台北101
429,BL10_龍山寺,出口2,1-松仁路
430,BL10_龍山寺,出口2,201-捷運龍山寺站
431,BL10_龍山寺,出口2,234-西門
432,BL10_龍山寺,出口2,245-捷運臺大醫院站
433,BL10_龍山寺,出口2,265夜間公車-行政院
434,BL10_龍山寺,出口2,265區(三重)-行政院
435,BL10_龍山寺,出口2,265經中央路-行政院
436,BL10_龍山寺,出口2,265經明德路-行政院
437,BL10_龍山寺,出口2,310往板橋-士林
438,BL10_龍山寺,出口2,38-大安國宅
439,BL10_龍山寺,出口2,38區-捷運龍山寺站
440,BL10_龍山寺,出口2,568-捷運麟光站
441,BL10_龍山寺,出口2,651假日-板橋
442,BL10_龍山寺,出口2,651假日-臺北市政府
443,BL10_龍山寺,出口2,656-捷運臺大醫院站
444,BL10_龍山寺,出口2,673-大鵬新城
445,BL10_龍山寺,出口2,705-西門
446,BL10_龍山寺,出口2,907-崇義高中
447,BL10_龍山寺,出口2,907通勤0610-崇義高中
448,BL10_龍山寺,出口2,985萬大樹林先導公車-捷運龍山寺站
449,BL10_龍山寺,出口2,仁愛幹線(板橋發車)-南港花園社區
450,BL10_龍山寺,出口2,綠17-大稻埕碼頭
451,BL10_龍山寺,出口2,藍28-景明街口
452,BL10_龍山寺,出口3,201-中和
453,BL10_龍山寺,出口3,202區-臺北科技大學
454,BL10_龍山寺,出口3,202區-錦繡
455,BL10_龍山寺,出口3,205-中華科技大學
456,BL10_龍山寺,出口3,242-西門
457,BL10_龍山寺,出口3,49-東園
458,BL10_龍山寺,出口3,624-西門
459,BL10_龍山寺,出口3,624綠野香坡-西門
460,BL10_龍山寺,出口3,62-三重
461,BL10_龍山寺,出口3,62-東園
462,BL10_龍山寺,出口3,985萬大樹林先導公車-新莊
463,BL10_龍山寺,出口3,9-萬華
464,BL10_龍山寺,出口3,重慶幹線-天母
465,BL10_龍山寺,出口3,重慶幹線-東園
466,BL10_龍山寺,出口3,藍28-東園
467,BL10_龍山寺,出口3,藍29-東園
468,BL10_龍山寺,出口3,藍29-聯合醫院中興院區
469,BL11_西門,出口1,18-捷運麟光站
470,BL11_西門,出口1,18-捷運麟光站
471,BL11_西門,出口1,18-捷運麟光站
472,BL11_西門,出口1,235-國父紀念館
473,BL11_西門,出口1,235-國父紀念館
474,BL11_西門,出口1,235-國父紀念館
475,BL11_西門,出口1,257路-南港花園社區
476,BL11_西門,出口1,257路-南港花園社區
477,BL11_西門,出口1,257路-南港花園社區
478,BL11_西門,出口1,621-捷運台大醫院站
479,BL11_西門,出口1,621-捷運台大醫院站
480,BL11_西門,出口1,621-捷運台大醫院站
481,BL11_西門,出口1,640-捷運台大醫院站
482,BL11_西門,出口1,640-捷運台大醫院站
483,BL11_西門,出口1,640-捷運台大醫院站
484,BL11_西門,出口1,758(五股發車)-麟光
485,BL11_西門,出口1,758(五股發車)-麟光
486,BL11_西門,出口1,758(五股發車)-麟光
487,BL11_西門,出口1,783-臺北
488,BL11_西門,出口1,783-臺北
489,BL11_西門,出口1,783-臺北
490,BL11_西門,出口2,NULL
491,BL11_西門,出口2,NULL
492,BL11_西門,出口2,NULL
493,BL11_西門,出口2,12-民生社區
494,BL11_西門,出口2,12-民生社區
495,BL11_西門,出口2,12-民生社區
496,BL11_西門,出口2,1820-臺北轉運站
497,BL11_西門,出口2,1820-臺北轉運站
498,BL11_西門,出口2,1820-臺北轉運站
499,BL11_西門,出口2,1821-臺北轉運站
500,BL11_西門,出口2,1821-臺北轉運站
501,BL11_西門,出口2,1821-臺北轉運站
502,BL11_西門,出口2,202區-臺北科技大學
503,BL11_西門,出口2,202區-臺北科技大學
504,BL11_西門,出口2,202區-臺北科技大學
505,BL11_西門,出口2,202-捷運國父紀念館站
506,BL11_西門,出口2,202-捷運國父紀念館站
507,BL11_西門,出口2,202-捷運國父紀念館站
508,BL11_西門,出口2,205-中華科技大學
509,BL11_西門,出口2,205-中華科技大學
510,BL11_西門,出口2,205-中華科技大學
511,BL11_西門,出口2,206-天母
512,BL11_西門,出口2,206-天母
513,BL11_西門,出口2,206-天母
514,BL11_西門,出口2,206預-天母
515,BL11_西門,出口2,206預-天母
516,BL11_西門,出口2,206預-天母
517,BL11_西門,出口2,20-永春高中
518,BL11_西門,出口2,20-永春高中
519,BL11_西門,出口2,20-永春高中
520,BL11_西門,出口2,20-青年公園
521,BL11_西門,出口2,20-青年公園
522,BL11_西門,出口2,20-青年公園
523,BL11_西門,出口2,212夜-舊莊
524,BL11_西門,出口2,212夜-舊莊
525,BL11_西門,出口2,212夜-舊莊
526,BL11_西門,出口2,212直-舊莊
527,BL11_西門,出口2,212直-舊莊
528,BL11_西門,出口2,212直-舊莊
529,BL11_西門,出口2,212-舊莊
530,BL11_西門,出口2,212-舊莊
531,BL11_西門,出口2,212-舊莊
532,BL11_西門,出口2,218直-新北投
533,BL11_西門,出口2,218直-新北投
534,BL11_西門,出口2,218直-新北投
535,BL11_西門,出口2,218直-萬華
536,BL11_西門,出口2,218直-萬華
537,BL11_西門,出口2,218直-萬華
538,BL11_西門,出口2,218-新北投
539,BL11_西門,出口2,218-新北投
540,BL11_西門,出口2,218-新北投
541,BL11_西門,出口2,218-萬華
542,BL11_西門,出口2,218-萬華
543,BL11_西門,出口2,218-萬華
544,BL11_西門,出口2,223-關渡
545,BL11_西門,出口2,223-關渡
546,BL11_西門,出口2,223-關渡
547,BL11_西門,出口2,231-宏國德霖科技大學
548,BL11_西門,出口2,231-宏國德霖科技大學
549,BL11_西門,出口2,231-宏國德霖科技大學
550,BL11_西門,出口2,232-捷運善導寺站
551,BL11_西門,出口2,232-捷運善導寺站
552,BL11_西門,出口2,232-捷運善導寺站
553,BL11_西門,出口2,234-板橋
554,BL11_西門,出口2,234-板橋
555,BL11_西門,出口2,234-板橋
556,BL11_西門,出口2,243-西門
557,BL11_西門,出口2,243-西門
558,BL11_西門,出口2,243-西門
559,BL11_西門,出口2,245-捷運臺大醫院站
560,BL11_西門,出口2,245-捷運臺大醫院站
561,BL11_西門,出口2,245-捷運臺大醫院站
562,BL11_西門,出口2,246-普濟堂
563,BL11_西門,出口2,246-普濟堂
564,BL11_西門,出口2,246-普濟堂
565,BL11_西門,出口2,250-北士科
566,BL11_西門,出口2,250-北士科
567,BL11_西門,出口2,250-北士科
568,BL11_西門,出口2,252-臺北車站
569,BL11_西門,出口2,252-臺北車站
570,BL11_西門,出口2,252-臺北車站
571,BL11_西門,出口2,260往東園-陽明山
572,BL11_西門,出口2,260往東園-陽明山
573,BL11_西門,出口2,260往東園-陽明山
574,BL11_西門,出口2,265夜間公車-土城
575,BL11_西門,出口2,265夜間公車-土城
