序號,車站,出口,公車名稱
3998,G08_台電大樓,出口1,673-東園
3999,G08_台電大樓,出口1,943三峽-三峽
4000,G08_台電大樓,出口1,943三峽-臺北大學(臺北校區)
4001,G08_台電大樓,出口1,棕12-客家文化主題公園
4002,G08_台電大樓,出口1,棕22-青年路
4003,G08_台電大樓,出口2,1-松仁路
4004,G08_台電大樓,出口2,208-中和
4005,G08_台電大樓,出口2,208直-中和
4006,G08_台電大樓,出口2,251-深坑
4007,G08_台電大樓,出口2,252-富德
4008,G08_台電大樓,出口2,254-大鵬新城
4009,G08_台電大樓,出口2,278區-捷運景美站
4010,G08_台電大樓,出口2,278經三總-捷運景美站
4011,G08_台電大樓,出口2,606-萬芳社區
4012,G08_台電大樓,出口2,644-青潭
4013,G08_台電大樓,出口2,648-錦繡山莊
4014,G08_台電大樓,出口2,660-深坑
4015,G08_台電大樓,出口2,849屈尺社區-烏來
4016,G08_台電大樓,出口2,849-烏來
4017,G08_台電大樓,出口2,復興幹線-建國北路
4018,G08_台電大樓,出口2,復興幹線-景美
4019,G08_台電大樓,出口2,棕12-景美
4020,G08_台電大樓,出口2,棕22-景美
4021,G08_台電大樓,出口2,藍28-景明街口
4022,G08_台電大樓,出口2,羅斯福路幹線-捷運動物園站
4023,G08_台電大樓,出口3,1-萬華
4024,G08_台電大樓,出口3,208-大直
4025,G08_台電大樓,出口3,251-臺北車站
4026,G08_台電大樓,出口3,252-臺北車站
4027,G08_台電大樓,出口3,278區-新益里
4028,G08_台電大樓,出口3,278經三總-捷運內湖站
4029,G08_台電大樓,出口3,606-榮總
4030,G08_台電大樓,出口3,644-博愛路
4031,G08_台電大樓,出口3,648-臺北車站
4032,G08_台電大樓,出口3,660-圓環
4033,G08_台電大樓,出口3,672-民生社區
4034,G08_台電大樓,出口3,849屈尺社區-臺北
4035,G08_台電大樓,出口3,849-臺北
4036,G08_台電大樓,出口3,949-捷運古亭站
4037,G08_台電大樓,出口3,藍28-東園
4038,G08_台電大樓,出口3,羅斯福路幹線-臺北車站
4039,G08_台電大樓,出口4,297-中和站
4040,G08_台電大樓,出口4,297-成功中學
4041,G08_台電大樓,出口4,297預-中和站
4042,G08_台電大樓,出口4,297預-成功中學
4043,G08_台電大樓,出口5,通勤7去程半-師大
4044,G09_古亭,出口3,254-大鵬新城
4045,G09_古亭,出口3,254-大鵬新城
4046,G09_古亭,出口3,254-大鵬新城
4047,G09_古亭,出口3,278區-捷運景美站
4048,G09_古亭,出口3,278區-捷運景美站
4049,G09_古亭,出口3,278區-捷運景美站
4050,G09_古亭,出口3,278區-新益里
4051,G09_古亭,出口3,278區-新益里
4052,G09_古亭,出口3,278區-新益里
4053,G09_古亭,出口3,278經三總-捷運內湖站
4054,G09_古亭,出口3,278經三總-捷運內湖站
4055,G09_古亭,出口3,278經三總-捷運內湖站
4056,G09_古亭,出口3,278經三總-捷運景美站
4057,G09_古亭,出口3,278經三總-捷運景美站
4058,G09_古亭,出口3,278經三總-捷運景美站
4059,G09_古亭,出口3,606-萬芳社區
4060,G09_古亭,出口3,606-萬芳社區
4061,G09_古亭,出口3,606-萬芳社區
4062,G09_古亭,出口3,672-民生社區
4063,G09_古亭,出口3,672-民生社區
4064,G09_古亭,出口3,672-民生社區
4065,G09_古亭,出口3,949-捷運古亭站
4066,G09_古亭,出口3,949-捷運古亭站
4067,G09_古亭,出口3,949-捷運古亭站
4068,G09_古亭,出口3,通勤22-政大附中
4069,G09_古亭,出口3,通勤22-政大附中
4070,G09_古亭,出口3,通勤22-政大附中
4071,G09_古亭,出口3,復興幹線-景美
4072,G09_古亭,出口3,復興幹線-景美
4073,G09_古亭,出口3,復興幹線-景美
4074,G09_古亭,出口4,214-內湖
4075,G09_古亭,出口4,214-內湖
4076,G09_古亭,出口4,214-內湖
4077,G09_古亭,出口4,214直-松山機場
4078,G09_古亭,出口4,214直-松山機場
4079,G09_古亭,出口4,214直-松山機場
4080,G09_古亭,出口4,606-榮總
4081,G09_古亭,出口4,606-榮總
4082,G09_古亭,出口4,606-榮總
4083,G09_古亭,出口4,內科2往內科-內湖科技園區
4084,G09_古亭,出口4,內科2往內科-內湖科技園區
4085,G09_古亭,出口4,內科2往內科-內湖科技園區
4086,G09_古亭,出口4,內科3往內科-內湖科技園區
4087,G09_古亭,出口4,內科3往內科-內湖科技園區
4088,G09_古亭,出口4,內科3往內科-內湖科技園區
4089,G09_古亭,出口5,18-萬華
4090,G09_古亭,出口5,18-萬華
4091,G09_古亭,出口5,18-萬華
4092,G09_古亭,出口5,235-新莊
4093,G09_古亭,出口5,235-新莊
4094,G09_古亭,出口5,235-新莊
4095,G09_古亭,出口5,237不經政大校區-捷運東門站
4096,G09_古亭,出口5,237不經政大校區-捷運東門站
4097,G09_古亭,出口5,237不經政大校區-捷運東門站
4098,G09_古亭,出口5,295副-臺北車站
4099,G09_古亭,出口5,295副-臺北車站
4100,G09_古亭,出口5,295副-臺北車站
4101,G09_古亭,出口5,295路-臺北車站
4102,G09_古亭,出口5,295路-臺北車站
4103,G09_古亭,出口5,295路-臺北車站
4104,G09_古亭,出口5,568-萬華
4105,G09_古亭,出口5,568-萬華
4106,G09_古亭,出口5,568-萬華
4107,G09_古亭,出口5,663-新莊
4108,G09_古亭,出口5,663-新莊
4109,G09_古亭,出口5,663-新莊
4110,G09_古亭,出口5,907通勤0610-萬華
4111,G09_古亭,出口5,907通勤0610-萬華
4112,G09_古亭,出口5,907通勤0610-萬華
4113,G09_古亭,出口5,907-萬華
4114,G09_古亭,出口5,907-萬華
4115,G09_古亭,出口5,907-萬華
4116,G09_古亭,出口5,9089-桃園後火車站
4117,G09_古亭,出口5,9089-桃園後火車站
4118,G09_古亭,出口5,9089-桃園後火車站
4119,G09_古亭,出口5,9089-捷運古亭站(和平)
4120,G09_古亭,出口5,9089-捷運古亭站(和平)
4121,G09_古亭,出口5,9089-捷運古亭站(和平)
4122,G09_古亭,出口5,內科3往內科-土城駕訓中心
4123,G09_古亭,出口5,內科3往內科-土城駕訓中心
4124,G09_古亭,出口5,內科3往內科-土城駕訓中心
4125,G09_古亭,出口5,和平幹線-衡陽路
4126,G09_古亭,出口5,和平幹線-衡陽路
4127,G09_古亭,出口5,和平幹線-衡陽路
4128,G09_古亭,出口5,通勤24-臺北車站
4129,G09_古亭,出口5,通勤24-臺北車站
4130,G09_古亭,出口5,通勤24-臺北車站
4131,G09_古亭,出口7,18-捷運麟光站
4132,G09_古亭,出口7,18-捷運麟光站
4133,G09_古亭,出口7,18-捷運麟光站
4134,G09_古亭,出口7,1-松仁路
4135,G09_古亭,出口7,1-松仁路
4136,G09_古亭,出口7,1-松仁路
4137,G09_古亭,出口7,208-中和
4138,G09_古亭,出口7,208-中和
4139,G09_古亭,出口7,208-中和
4140,G09_古亭,出口7,208直-中和
4141,G09_古亭,出口7,208直-中和
4142,G09_古亭,出口7,208直-中和
4143,G09_古亭,出口7,235-國父紀念館
4144,G09_古亭,出口7,235-國父紀念館
4145,G09_古亭,出口7,235-國父紀念館
4146,G09_古亭,出口7,251-深坑
4147,G09_古亭,出口7,251-深坑
4148,G09_古亭,出口7,251-深坑
4149,G09_古亭,出口7,252-富德
4150,G09_古亭,出口7,252-富德
4151,G09_古亭,出口7,252-富德
4152,G09_古亭,出口7,295副-富德
4153,G09_古亭,出口7,295副-富德
4154,G09_古亭,出口7,295副-富德
4155,G09_古亭,出口7,295路-富德
4156,G09_古亭,出口7,295路-富德
4157,G09_古亭,出口7,295路-富德
4158,G09_古亭,出口7,297-中和站
4159,G09_古亭,出口7,297-中和站
4160,G09_古亭,出口7,297-中和站
4161,G09_古亭,出口7,297預-中和站
4162,G09_古亭,出口7,297預-中和站
4163,G09_古亭,出口7,297預-中和站
4164,G09_古亭,出口7,644-青潭
4165,G09_古亭,出口7,644-青潭
4166,G09_古亭,出口7,644-青潭
4167,G09_古亭,出口7,648-錦繡山莊
4168,G09_古亭,出口7,648-錦繡山莊
4169,G09_古亭,出口7,648-錦繡山莊
4170,G09_古亭,出口7,660-深坑
4171,G09_古亭,出口7,660-深坑
4172,G09_古亭,出口7,660-深坑
4173,G09_古亭,出口7,663-國父紀念館
4174,G09_古亭,出口7,663-國父紀念館
4175,G09_古亭,出口7,663-國父紀念館
4176,G09_古亭,出口7,849屈尺社區-烏來
4177,G09_古亭,出口7,849屈尺社區-烏來
4178,G09_古亭,出口7,849屈尺社區-烏來
4179,G09_古亭,出口7,849-烏來
4180,G09_古亭,出口7,849-烏來
4181,G09_古亭,出口7,849-烏來
4182,G09_古亭,出口7,和平幹線-萬芳社區
4183,G09_古亭,出口7,和平幹線-萬芳社區
4184,G09_古亭,出口7,和平幹線-萬芳社區
4185,G09_古亭,出口7,羅斯福路幹線-捷運動物園站
4186,G09_古亭,出口7,羅斯福路幹線-捷運動物園站
4187,G09_古亭,出口7,羅斯福路幹線-捷運動物園站
4188,G09_古亭,出口8,214-中和
4189,G09_古亭,出口8,214-中和
4190,G09_古亭,出口8,214-中和
4191,G09_古亭,出口8,214直-中和
4192,G09_古亭,出口8,214直-中和
4193,G09_古亭,出口8,214直-中和
4194,G09_古亭,出口8,241-中和
4195,G09_古亭,出口8,241-中和
4196,G09_古亭,出口8,241-中和
4197,G09_古亭,出口8,243-中和
4198,G09_古亭,出口8,243-中和
4199,G09_古亭,出口8,243-中和
4200,G09_古亭,出口8,568-捷運麟光站
4201,G09_古亭,出口8,568-捷運麟光站
4202,G09_古亭,出口8,568-捷運麟光站
4203,G09_古亭,出口8,670-華夏科技大學
4204,G09_古亭,出口8,670-華夏科技大學
4205,G09_古亭,出口8,670-華夏科技大學
4206,G09_古亭,出口8,706-三峽
4207,G09_古亭,出口8,706-三峽
4208,G09_古亭,出口8,706-三峽
4209,G09_古亭,出口8,907-崇義高中
4210,G09_古亭,出口8,907-崇義高中
4211,G09_古亭,出口8,907-崇義高中
4212,G09_古亭,出口8,907通勤0610-崇義高中
4213,G09_古亭,出口8,907通勤0610-崇義高中
4214,G09_古亭,出口8,907通勤0610-崇義高中
4215,G09_古亭,出口8,內科2往內科-中和高中
4216,G09_古亭,出口8,內科2往內科-中和高中
4217,G09_古亭,出口8,內科2往內科-中和高中
4218,G09_古亭,出口8,藍28-景明街口
4219,G09_古亭,出口8,藍28-景明街口
4220,G09_古亭,出口8,藍28-景明街口
4221,G09_古亭,出口9,1-萬華
4222,G09_古亭,出口9,1-萬華
4223,G09_古亭,出口9,1-萬華
4224,G09_古亭,出口9,208-大直
4225,G09_古亭,出口9,208-大直
4226,G09_古亭,出口9,208-大直
4227,G09_古亭,出口9,251-臺北車站
4228,G09_古亭,出口9,251-臺北車站
4229,G09_古亭,出口9,251-臺北車站
4230,G09_古亭,出口9,252-臺北車站
4231,G09_古亭,出口9,252-臺北車站
4232,G09_古亭,出口9,252-臺北車站
4233,G09_古亭,出口9,297-成功中學
4234,G09_古亭,出口9,297-成功中學
4235,G09_古亭,出口9,297-成功中學
4236,G09_古亭,出口9,297預-成功中學
4237,G09_古亭,出口9,297預-成功中學
4238,G09_古亭,出口9,297預-成功中學
4239,G09_古亭,出口9,644-博愛路
4240,G09_古亭,出口9,644-博愛路
4241,G09_古亭,出口9,644-博愛路
4242,G09_古亭,出口9,648-臺北車站
4243,G09_古亭,出口9,648-臺北車站
4244,G09_古亭,出口9,648-臺北車站
4245,G09_古亭,出口9,660-圓環
4246,G09_古亭,出口9,660-圓環
4247,G09_古亭,出口9,660-圓環
4248,G09_古亭,出口9,849屈尺社區-臺北
4249,G09_古亭,出口9,849屈尺社區-臺北
4250,G09_古亭,出口9,849屈尺社區-臺北
4251,G09_古亭,出口9,849-臺北
4252,G09_古亭,出口9,849-臺北
4253,G09_古亭,出口9,849-臺北
4254,G09_古亭,出口9,藍28-東園
4255,G09_古亭,出口9,藍28-東園
4256,G09_古亭,出口9,藍28-東園
4257,G09_古亭,出口9,羅斯福路幹線-臺北車站
4258,G09_古亭,出口9,羅斯福路幹線-臺北車站
4259,G09_古亭,出口9,羅斯福路幹線-臺北車站
4260,G10_中正紀念堂,出口3,18-萬華
4261,G10_中正紀念堂,出口3,18-萬華
4262,G10_中正紀念堂,出口3,18-萬華
4263,G10_中正紀念堂,出口3,208-大直
4264,G10_中正紀念堂,出口3,208-大直
4265,G10_中正紀念堂,出口3,208-大直
4266,G10_中正紀念堂,出口3,248-民生社區
4267,G10_中正紀念堂,出口3,248-民生社區
4268,G10_中正紀念堂,出口3,248-民生社區
4269,G10_中正紀念堂,出口3,248-錦繡
4270,G10_中正紀念堂,出口3,248-錦繡
4271,G10_中正紀念堂,出口3,248-錦繡
4272,G10_中正紀念堂,出口3,251-臺北車站
4273,G10_中正紀念堂,出口3,251-臺北車站
4274,G10_中正紀念堂,出口3,251-臺北車站
4275,G10_中正紀念堂,出口3,252-臺北車站
4276,G10_中正紀念堂,出口3,252-臺北車站
4277,G10_中正紀念堂,出口3,252-臺北車站
4278,G10_中正紀念堂,出口3,295副-富德
4279,G10_中正紀念堂,出口3,295副-富德
4280,G10_中正紀念堂,出口3,295副-富德
4281,G10_中正紀念堂,出口3,295路-富德
4282,G10_中正紀念堂,出口3,295路-富德
4283,G10_中正紀念堂,出口3,295路-富德
4284,G10_中正紀念堂,出口3,644-博愛路
4285,G10_中正紀念堂,出口3,644-博愛路
4286,G10_中正紀念堂,出口3,644-博愛路
4287,G10_中正紀念堂,出口3,660-圓環
4288,G10_中正紀念堂,出口3,660-圓環
4289,G10_中正紀念堂,出口3,660-圓環
4290,G10_中正紀念堂,出口3,9089-桃園後火車站
4291,G10_中正紀念堂,出口3,9089-桃園後火車站
4292,G10_中正紀念堂,出口3,9089-桃園後火車站
4293,G10_中正紀念堂,出口3,9089-捷運古亭站(和平)
4294,G10_中正紀念堂,出口3,9089-捷運古亭站(和平)
4295,G10_中正紀念堂,出口3,9089-捷運古亭站(和平)
4296,G10_中正紀念堂,出口3,和平幹線-萬芳社區
4297,G10_中正紀念堂,出口3,和平幹線-萬芳社區
4298,G10_中正紀念堂,出口3,和平幹線-萬芳社區
4299,G10_中正紀念堂,出口3,和平幹線-衡陽路
4300,G10_中正紀念堂,出口3,和平幹線-衡陽路
4301,G10_中正紀念堂,出口3,和平幹線-衡陽路
4302,G10_中正紀念堂,出口3,羅斯福路幹線-臺北車站
4303,G10_中正紀念堂,出口3,羅斯福路幹線-臺北車站
4304,G10_中正紀念堂,出口3,羅斯福路幹線-臺北車站
4305,G10_中正紀念堂,出口4,251-深坑
4306,G10_中正紀念堂,出口4,251-深坑
4307,G10_中正紀念堂,出口4,251-深坑
4308,G10_中正紀念堂,出口4,252-富德
4309,G10_中正紀念堂,出口4,252-富德
4310,G10_中正紀念堂,出口4,252-富德
4311,G10_中正紀念堂,出口4,644-青潭
4312,G10_中正紀念堂,出口4,644-青潭
4313,G10_中正紀念堂,出口4,644-青潭
4314,G10_中正紀念堂,出口4,660-深坑
4315,G10_中正紀念堂,出口4,660-深坑
4316,G10_中正紀念堂,出口4,660-深坑
4317,G10_中正紀念堂,出口4,羅斯福路幹線-捷運動物園站
4318,G10_中正紀念堂,出口4,羅斯福路幹線-捷運動物園站
4319,G10_中正紀念堂,出口4,羅斯福路幹線-捷運動物園站
4320,G10_中正紀念堂,出口6,18-捷運麟光站
4321,G10_中正紀念堂,出口6,18-捷運麟光站
4322,G10_中正紀念堂,出口6,18-捷運麟光站
4323,G10_中正紀念堂,出口6,227-永和
4324,G10_中正紀念堂,出口6,227-永和
4325,G10_中正紀念堂,出口6,227-永和
4326,G10_中正紀念堂,出口6,604狗狗公車(停駛)-臺北車站
4327,G10_中正紀念堂,出口6,604狗狗公車(停駛)-臺北車站
4328,G10_中正紀念堂,出口6,604狗狗公車(停駛)-臺北車站
4329,G10_中正紀念堂,出口6,648-臺北車站
4330,G10_中正紀念堂,出口6,648-臺北車站
4331,G10_中正紀念堂,出口6,648-臺北車站
4332,G10_中正紀念堂,出口6,648-錦繡山莊
4333,G10_中正紀念堂,出口6,648-錦繡山莊
4334,G10_中正紀念堂,出口6,648-錦繡山莊
4335,G10_中正紀念堂,出口6,662-一女中
4336,G10_中正紀念堂,出口6,662-一女中
4337,G10_中正紀念堂,出口6,662-一女中
4338,G10_中正紀念堂,出口6,662-三重
4339,G10_中正紀念堂,出口6,662-三重
4340,G10_中正紀念堂,出口6,662-三重
4341,G10_中正紀念堂,出口6,849屈尺社區-烏來
4342,G10_中正紀念堂,出口6,849屈尺社區-烏來
4343,G10_中正紀念堂,出口6,849屈尺社區-烏來
4344,G10_中正紀念堂,出口6,849屈尺社區-臺北
4345,G10_中正紀念堂,出口6,849屈尺社區-臺北
4346,G10_中正紀念堂,出口6,849屈尺社區-臺北
4347,G10_中正紀念堂,出口6,849-烏來
4348,G10_中正紀念堂,出口6,849-烏來
4349,G10_中正紀念堂,出口6,849-烏來
4350,G10_中正紀念堂,出口6,849-臺北
4351,G10_中正紀念堂,出口6,849-臺北
4352,G10_中正紀念堂,出口6,849-臺北
4353,G10_中正紀念堂,出口6,鶯歌火車站_中正紀念堂-中正紀念堂
4354,G10_中正紀念堂,出口6,鶯歌火車站_中正紀念堂-中正紀念堂
4355,G10_中正紀念堂,出口6,鶯歌火車站_中正紀念堂-中正紀念堂
4356,G10_中正紀念堂,出口7,204-東園
4357,G10_中正紀念堂,出口7,204-東園
4358,G10_中正紀念堂,出口7,204-東園
4359,G10_中正紀念堂,出口7,204-麥帥新城
4360,G10_中正紀念堂,出口7,204-麥帥新城
4361,G10_中正紀念堂,出口7,204-麥帥新城
4362,G10_中正紀念堂,出口7,227-三重
4363,G10_中正紀念堂,出口7,227-三重
4364,G10_中正紀念堂,出口7,227-三重
4365,G10_中正紀念堂,出口7,235-國父紀念館
4366,G10_中正紀念堂,出口7,235-國父紀念館
4367,G10_中正紀念堂,出口7,235-國父紀念館
4368,G10_中正紀念堂,出口7,235-新莊
4369,G10_中正紀念堂,出口7,235-新莊
4370,G10_中正紀念堂,出口7,235-新莊
4371,G10_中正紀念堂,出口7,241-中和
4372,G10_中正紀念堂,出口7,241-中和
4373,G10_中正紀念堂,出口7,241-中和
4374,G10_中正紀念堂,出口7,241-博愛路
4375,G10_中正紀念堂,出口7,241-博愛路
4376,G10_中正紀念堂,出口7,241-博愛路
4377,G10_中正紀念堂,出口7,243-中和
4378,G10_中正紀念堂,出口7,243-中和
4379,G10_中正紀念堂,出口7,243-中和
4380,G10_中正紀念堂,出口7,295副-臺北車站
4381,G10_中正紀念堂,出口7,295副-臺北車站
4382,G10_中正紀念堂,出口7,295副-臺北車站
4383,G10_中正紀念堂,出口7,295路-臺北車站
4384,G10_中正紀念堂,出口7,295路-臺北車站
4385,G10_中正紀念堂,出口7,295路-臺北車站
4386,G10_中正紀念堂,出口7,38-大安國宅
4387,G10_中正紀念堂,出口7,38-大安國宅
4388,G10_中正紀念堂,出口7,38-大安國宅
4389,G10_中正紀念堂,出口7,5-中和
4390,G10_中正紀念堂,出口7,5-中和
4391,G10_中正紀念堂,出口7,5-中和
4392,G10_中正紀念堂,出口7,5-行天宮
4393,G10_中正紀念堂,出口7,5-行天宮
4394,G10_中正紀念堂,出口7,5-行天宮
4395,G10_中正紀念堂,出口7,630(欣欣)-東湖
4396,G10_中正紀念堂,出口7,630(欣欣)-東湖
4397,G10_中正紀念堂,出口7,630(欣欣)-東湖
4398,G10_中正紀念堂,出口7,630(欣欣)-東園
4399,G10_中正紀念堂,出口7,630(欣欣)-東園
4400,G10_中正紀念堂,出口7,630(欣欣)-東園
4401,G10_中正紀念堂,出口7,663-國父紀念館
4402,G10_中正紀念堂,出口7,663-國父紀念館
4403,G10_中正紀念堂,出口7,663-國父紀念館
4404,G10_中正紀念堂,出口7,663-新莊
4405,G10_中正紀念堂,出口7,663-新莊
4406,G10_中正紀念堂,出口7,663-新莊
4407,G10_中正紀念堂,出口7,706-三峽
4408,G10_中正紀念堂,出口7,706-三峽
4409,G10_中正紀念堂,出口7,706-三峽
4410,G11_小南門,出口1,300-小南門
4411,G11_小南門,出口4,243-西門
4412,G11_小南門,出口4,252-富德
4413,G11_小南門,出口4,252-臺北車站
4414,G11_小南門,出口4,262去程半-宏國德霖科技大學
4415,G11_小南門,出口4,262區-中和
4416,G11_小南門,出口4,304承德-永和
4417,G11_小南門,出口4,304承德-故宮博物院
4418,G11_小南門,出口4,304重慶-永和
4419,G11_小南門,出口4,304重慶-故宮博物院
4420,G11_小南門,出口4,38-大安國宅
4421,G11_小南門,出口4,604狗狗公車(停駛)-臺北車站
4422,G11_小南門,出口4,644-博愛路
4423,G11_小南門,出口4,660-深坑
4424,G11_小南門,出口4,660-圓環
4425,G11_小南門,出口4,706-西門
4426,G11_小南門,出口4,9089-桃園後火車站
4427,G11_小南門,出口4,9089-捷運古亭站(和平)
4428,G12_西門,出口1,18-捷運麟光站
4429,G12_西門,出口1,18-捷運麟光站
4430,G12_西門,出口1,18-捷運麟光站
4431,G12_西門,出口1,235-國父紀念館
4432,G12_西門,出口1,235-國父紀念館
4433,G12_西門,出口1,235-國父紀念館
4434,G12_西門,出口1,257路-南港花園社區
4435,G12_西門,出口1,257路-南港花園社區
4436,G12_西門,出口1,257路-南港花園社區
4437,G12_西門,出口1,621-捷運台大醫院站
4438,G12_西門,出口1,621-捷運台大醫院站
4439,G12_西門,出口1,621-捷運台大醫院站
4440,G12_西門,出口1,640-捷運台大醫院站
4441,G12_西門,出口1,640-捷運台大醫院站
4442,G12_西門,出口1,640-捷運台大醫院站
4443,G12_西門,出口1,758(五股發車)-麟光
4444,G12_西門,出口1,758(五股發車)-麟光
4445,G12_西門,出口1,758(五股發車)-麟光
4446,G12_西門,出口1,783-臺北
4447,G12_西門,出口1,783-臺北
4448,G12_西門,出口1,783-臺北
4449,G12_西門,出口2,NULL
4450,G12_西門,出口2,NULL
4451,G12_西門,出口2,NULL
4452,G12_西門,出口2,12-民生社區
4453,G12_西門,出口2,12-民生社區
4454,G12_西門,出口2,12-民生社區
4455,G12_西門,出口2,1820-臺北轉運站
4456,G12_西門,出口2,1820-臺北轉運站
4457,G12_西門,出口2,1820-臺北轉運站
4458,G12_西門,出口2,1821-臺北轉運站
4459,G12_西門,出口2,1821-臺北轉運站
4460,G12_西門,出口2,1821-臺北轉運站
4461,G12_西門,出口2,202區-臺北科技大學
4462,G12_西門,出口2,202區-臺北科技大學
4463,G12_西門,出口2,202區-臺北科技大學
4464,G12_西門,出口2,202-捷運國父紀念館站
4465,G12_西門,出口2,202-捷運國父紀念館站
4466,G12_西門,出口2,202-捷運國父紀念館站
4467,G12_西門,出口2,205-中華科技大學
4468,G12_西門,出口2,205-中華科技大學
4469,G12_西門,出口2,205-中華科技大學
4470,G12_西門,出口2,206-天母
4471,G12_西門,出口2,206-天母
4472,G12_西門,出口2,206-天母
4473,G12_西門,出口2,206預-天母
4474,G12_西門,出口2,206預-天母
4475,G12_西門,出口2,206預-天母
4476,G12_西門,出口2,20-永春高中
4477,G12_西門,出口2,20-永春高中
4478,G12_西門,出口2,20-永春高中
4479,G12_西門,出口2,20-青年公園
4480,G12_西門,出口2,20-青年公園
4481,G12_西門,出口2,20-青年公園
4482,G12_西門,出口2,212夜-舊莊
4483,G12_西門,出口2,212夜-舊莊
4484,G12_西門,出口2,212夜-舊莊
4485,G12_西門,出口2,212直-舊莊
4486,G12_西門,出口2,212直-舊莊
4487,G12_西門,出口2,212直-舊莊
4488,G12_西門,出口2,212-舊莊
4489,G12_西門,出口2,212-舊莊
4490,G12_西門,出口2,212-舊莊
4491,G12_西門,出口2,218直-新北投
4492,G12_西門,出口2,218直-新北投
4493,G12_西門,出口2,218直-新北投
4494,G12_西門,出口2,218直-萬華
4495,G12_西門,出口2,218直-萬華
4496,G12_西門,出口2,218直-萬華
4497,G12_西門,出口2,218-新北投
4498,G12_西門,出口2,218-新北投
4499,G12_西門,出口2,218-新北投
4500,G12_西門,出口2,218-萬華
4501,G12_西門,出口2,218-萬華
4502,G12_西門,出口2,218-萬華
4503,G12_西門,出口2,223-關渡
4504,G12_西門,出口2,223-關渡
4505,G12_西門,出口2,223-關渡
4506,G12_西門,出口2,231-宏國德霖科技大學
4507,G12_西門,出口2,231-宏國德霖科技大學
4508,G12_西門,出口2,231-宏國德霖科技大學
4509,G12_西門,出口2,232-捷運善導寺站
4510,G12_西門,出口2,232-捷運善導寺站
4511,G12_西門,出口2,232-捷運善導寺站
4512,G12_西門,出口2,234-板橋
4513,G12_西門,出口2,234-板橋
4514,G12_西門,出口2,234-板橋
4515,G12_西門,出口2,243-西門
4516,G12_西門,出口2,243-西門
4517,G12_西門,出口2,243-西門
4518,G12_西門,出口2,245-捷運臺大醫院站
4519,G12_西門,出口2,245-捷運臺大醫院站
4520,G12_西門,出口2,245-捷運臺大醫院站
4521,G12_西門,出口2,246-普濟堂
4522,G12_西門,出口2,246-普濟堂
4523,G12_西門,出口2,246-普濟堂
4524,G12_西門,出口2,250-北士科
4525,G12_西門,出口2,250-北士科
4526,G12_西門,出口2,250-北士科
4527,G12_西門,出口2,252-臺北車站
4528,G12_西門,出口2,252-臺北車站
4529,G12_西門,出口2,252-臺北車站
4530,G12_西門,出口2,260往東園-陽明山
4531,G12_西門,出口2,260往東園-陽明山
4532,G12_西門,出口2,260往東園-陽明山
4533,G12_西門,出口2,265夜間公車-土城
4534,G12_西門,出口2,265夜間公車-土城
4535,G12_西門,出口2,265夜間公車-土城
4536,G12_西門,出口2,265夜間公車-行政院
4537,G12_西門,出口2,265夜間公車-行政院
4538,G12_西門,出口2,265夜間公車-行政院
4539,G12_西門,出口2,265區(三重)-行政院
4540,G12_西門,出口2,265區(三重)-行政院
4541,G12_西門,出口2,265區(三重)-行政院
4542,G12_西門,出口2,265區(三重)-重慶國中
4543,G12_西門,出口2,265區(三重)-重慶國中
4544,G12_西門,出口2,265區(三重)-重慶國中
4545,G12_西門,出口2,265經中央路-土城
4546,G12_西門,出口2,265經中央路-土城
4547,G12_西門,出口2,265經中央路-土城
4548,G12_西門,出口2,265經中央路-行政院
4549,G12_西門,出口2,265經中央路-行政院
4550,G12_西門,出口2,265經中央路-行政院
4551,G12_西門,出口2,265經明德路-土城
4552,G12_西門,出口2,265經明德路-土城
4553,G12_西門,出口2,265經明德路-土城
4554,G12_西門,出口2,265經明德路-行政院
4555,G12_西門,出口2,265經明德路-行政院
4556,G12_西門,出口2,265經明德路-行政院
4557,G12_西門,出口2,270-中華科技大學
4558,G12_西門,出口2,270-中華科技大學
4559,G12_西門,出口2,270-中華科技大學
4560,G12_西門,出口2,270-捷運西門站
4561,G12_西門,出口2,270-捷運西門站
4562,G12_西門,出口2,270-捷運西門站
4563,G12_西門,出口2,300-小南門
4564,G12_西門,出口2,300-小南門
4565,G12_西門,出口2,300-小南門
4566,G12_西門,出口2,300-故宮博物院
4567,G12_西門,出口2,300-故宮博物院
4568,G12_西門,出口2,300-故宮博物院
4569,G12_西門,出口2,302路-萬華
4570,G12_西門,出口2,302路-萬華
4571,G12_西門,出口2,302路-萬華
4572,G12_西門,出口2,304承德-故宮博物院
4573,G12_西門,出口2,304承德-故宮博物院
4574,G12_西門,出口2,304承德-故宮博物院
4575,G12_西門,出口2,304重慶-故宮博物院
4576,G12_西門,出口2,304重慶-故宮博物院
4577,G12_西門,出口2,304重慶-故宮博物院
4578,G12_西門,出口2,307西藏往板橋前站-撫遠街
4579,G12_西門,出口2,307西藏往板橋前站-撫遠街
4580,G12_西門,出口2,307西藏往板橋前站-撫遠街
4581,G12_西門,出口2,307莒光往板橋前站-撫遠街
4582,G12_西門,出口2,307莒光往板橋前站-撫遠街
4583,G12_西門,出口2,307莒光往板橋前站-撫遠街
4584,G12_西門,出口2,310往板橋-士林
4585,G12_西門,出口2,310往板橋-士林
4586,G12_西門,出口2,310往板橋-士林
