-9.395759284226008479e-01,-1.325147794452023575e+00,-9.003708281829418958e-01,-1.183574292309561349e+00,-1.052644087938205519e+00,-1.271409749670619149e+00,-9.365884590995561254e-01
-8.456918740041672322e-01,-8.485675306957708441e-01,-7.164400494437577205e-01,-9.430202891507715179e-01,-7.874034462269756673e-01,-8.959156785243741483e-01,-6.575776791376030106e-01
-5.993381541855619110e-01,1.891768985902683164e-01,2.813349814585908715e-01,-1.052120034017737793e-01,-1.014854426619132555e-01,3.293807641633728772e-02,3.462270133164235819e-01
9.780610368917759534e-02,1.031377899045020419e+00,1.417552533992583408e+00,1.220507836228890808e+00,3.215686274509804154e-01,1.403162055335968272e+00,2.077996195307545868e+00
-3.468562323814192716e-01,-2.819463392451114145e-02,3.708281829419035613e-02,9.938039120398493853e-02,-2.797385620915032733e-01,-5.797101449275362389e-02,4.850982878883957072e-01
-4.191690158107611031e-01,-3.256025466120964218e-01,-3.228677379480840437e-01,-4.142874498845826592e-01,-4.076054664289958662e-01,-4.624505928853754888e-01,-3.164235890932149409e-01
-4.110797891898517187e-01,-4.056389267849022096e-01,-4.079110012360939175e-01,-4.133155145182845214e-01,-4.299465240641711095e-01,-5.599472990777338843e-01,-3.804692454026633031e-01
-3.132736855006740817e-01,-4.611186903137790005e-01,-3.456118665018541591e-01,-3.564572955898432927e-01,-3.401069518716577367e-01,-3.227931488801054072e-01,-3.272035510462903973e-01
-2.649834538546390617e-01,-3.774442928603911063e-01,-2.872682323856612929e-01,-3.136921394727250623e-01,-3.472370766488413474e-01,-4.308300395256917104e-01,-2.967660114140773797e-01
-3.228336805981125157e-01,-4.529331514324693164e-01,-2.655129789864029699e-01,-3.598590693718867750e-01,-4.228163992869874988e-01,-3.702239789196311026e-01,-3.043753963221306202e-01
-2.465988478980267185e-01,-3.847203274215552637e-01,-2.803461063040791346e-01,-3.598590693718867750e-01,-4.061794414735591108e-01,-3.649538866930171488e-01,-2.187698161065314006e-01
-1.853168280426522874e-01,-2.964984083674397364e-01,-1.735475896168108823e-01,-2.446847284655570276e-01,-2.859180035650623619e-01,-3.017127799736495364e-01,-2.016487000634115401e-01
1.046696899129795355e-01,2.037289677125966314e-01,4.444993819530284052e-01,4.201190620823715416e-01,1.542483660130719025e-01,2.463768115942029102e-01,3.969562460367787038e-01
7.473955141561465787e-01,9.204183719872669478e-01,1.148578491965389414e+00,1.348317336897096430e+00,5.316696375519904816e-01,1.076416337285902580e+00,1.755231452124286662e+00
3.363157249662949155e-01,3.319690768531150526e-01,3.812113720642769099e-01,4.235208358644150239e-01,1.181224004753416573e-01,3.623188405797101441e-01,1.032974001268230912e+00
-1.245250643461208451e-01,-3.065029558890404737e-01,-2.536464771322620715e-01,-2.048353784473332662e-01,-3.553178847296494247e-01,-3.333333333333333148e-01,7.863031071655041115e-02
-1.821301630101728186e-01,-5.629831741700772607e-01,-4.346106304079109806e-01,-3.569432632729923616e-01,-4.755793226381461736e-01,-4.255599472990777565e-01,-1.908687381103360836e-01
-3.794582669444784839e-01,-6.421100500227375774e-01,-5.839307787391841975e-01,-5.177985663953347251e-01,-6.034462269756387665e-01,-6.073781291172595243e-01,-3.975903614457831359e-01
-7.503370511092045669e-01,-1.039563437926330103e+00,-7.559950556242274189e-01,-9.196938403596160994e-01,-8.791443850267379734e-01,-9.499341238471673554e-01,-7.165504121750158051e-01
-8.378477754626793006e-01,-1.190541155070486523e+00,-7.985166872682324390e-01,-1.053820920908759673e+00,-9.537730243612596581e-01,-1.140974967061923584e+00,-8.535193405199746897e-01
-9.351636229930138100e-01,-1.316962255570713891e+00,-8.954264524103832112e-01,-1.181144453893816060e+00,-1.055020796197266852e+00,-1.271409749670619149e+00,-9.359543436905516378e-01
-9.395759284226008479e-01,-1.323328785811732633e+00,-9.003708281829418958e-01,-1.182602356943263322e+00,-1.054545454545454453e+00,-1.271409749670619149e+00,-9.365884590995561254e-01
-8.402990562568942723e-01,-8.567530695770805282e-01,-7.085290482076638252e-01,-9.435062568339205313e-01,-7.878787878787878451e-01,-8.906455862977602500e-01,-6.563094483195941464e-01
-6.071822527270498426e-01,1.618917689859026843e-01,2.200247218788627945e-01,-1.329121613412708180e-01,-1.138443256090314881e-01,3.820816864295124848e-02,2.986683576410906760e-01
4.730971932834906329e-02,1.049567985447930951e+00,1.380964153275648920e+00,1.103389624589964813e+00,3.691027926322044128e-01,1.334650856389986817e+00,1.975903614457831248e+00
-3.471013604608407799e-01,6.639381537062301331e-02,-6.427688504326328940e-03,7.556797472968047880e-02,-1.803921568627450955e-01,3.820816864295124848e-02,4.571972098922003624e-01
-4.115700453486946797e-01,-2.264665757162346582e-01,-3.466007416563658960e-01,-3.763819705989551734e-01,-3.234699940582293487e-01,-3.899868247694334711e-01,-2.993024730500951081e-01
-3.593577644319156938e-01,-3.510686675761710007e-01,-4.009888751545117591e-01,-4.206050297655206105e-01,-3.548425430778371914e-01,-4.914361001317523181e-01,-4.185161699429296167e-01
-2.995465130530702291e-01,-2.555707139608913159e-01,-2.665018541409147068e-01,-2.811323047017373344e-01,-2.878193701723113507e-01,-4.756258234519104011e-01,-3.088142041851617003e-01
-2.519916656452996784e-01,-2.319236016371077624e-01,-2.417799752781211453e-01,-2.738427894545013008e-01,-2.502673796791443639e-01,-4.505928853754940788e-01,-2.644261255548510103e-01
-2.389998774359602951e-01,-4.301955434288312619e-01,-2.803461063040791346e-01,-3.209816547199610959e-01,-3.667260843731431907e-01,-4.637681159420289911e-01,-3.132530120481927804e-01
-2.255178330677779230e-01,-3.856298317417007904e-01,-2.101359703337453699e-01,-3.083464949580853043e-01,-3.581699346405228801e-01,-4.321475625823452127e-01,-2.428662016487000697e-01
-1.524696654001715945e-01,-1.182355616189176839e-01,-9.443757725587144380e-02,-2.077511845462276796e-01,-2.298276886512180539e-01,-3.596837944664031395e-01,-1.502853519340519861e-01
1.858070842014952762e-01,3.101409731696225802e-01,4.444993819530284052e-01,4.385858340420362156e-01,2.730837789661318959e-01,2.490118577075098871e-01,4.774889029803424112e-01
8.116190709645789703e-01,8.503865393360618974e-01,1.133745364647713139e+00,1.271048475276394196e+00,6.196078431372549211e-01,1.115942028985507317e+00,1.662650602409638578e+00
4.078931241573722222e-01,2.855843565256934724e-01,4.306551297898640329e-01,3.326448791155388052e-01,6.250742721330956875e-02,3.109354413702239972e-01,9.847812301838935189e-01
-5.098664051967152777e-02,-3.447021373351523144e-01,-2.091470951792336330e-01,-2.208723119912525679e-01,-3.044563279857397387e-01,-1.910408432147562563e-01,2.473050095117311498e-02
-1.411937737467826859e-01,-4.956798544793087902e-01,-3.386897404202719453e-01,-3.345887498481350808e-01,-3.933452168746286448e-01,-2.806324110671936656e-01,-1.896005072923271917e-01
-2.458634636597622214e-01,-6.575716234652114744e-01,-4.939431396786155837e-01,-4.755193779613655636e-01,-5.487819370172311029e-01,-4.650856389986824935e-01,-3.386176284083703414e-01
-6.834170854271356399e-01,-9.822646657571623141e-01,-7.223733003708281419e-01,-8.822743287571376269e-01,-8.472964943553178419e-01,-8.089591567852437715e-01,-6.708941027266962509e-01
-8.515749479102830977e-01,-1.198726693951796207e+00,-8.192830655129790252e-01,-1.068885919086380865e+00,-9.813428401663695233e-01,-1.129117259552042229e+00,-8.300570703868104250e-01
-9.371246476283858762e-01,-1.321509777171441469e+00,-8.974042027194066851e-01,-1.179686550844368798e+00,-1.056446821152703608e+00,-1.271409749670619149e+00,-9.365884590995561254e-01
-9.395759284226008479e-01,-1.323328785811732633e+00,-9.003708281829418958e-01,-1.182602356943263322e+00,-1.055971479500891208e+00,-1.271409749670619149e+00,-9.365884590995561254e-01
-8.758426277730113618e-01,-1.053206002728513058e+00,-8.123609394313967558e-01,-1.050905114809865148e+00,-9.086155674390968828e-01,-1.019762845849802479e+00,-7.977171845275840001e-01
