"datetime","mrt_station","mrt_flow","hour","day","next_dist","bus_cnt","bike_cnt","bike_flow","school_cnt","air_pressure","air_temperature","relative_humidity","precipitation","sunshine_duration","aqi","status","so2","co","o3","o3_8hr","pm10","pm2","no2","nox","no","windspeed","winddirec","co_8hr","pm2.1","pm10_avg","so2_avg"
"2023-11-13 06:00:00","士林",1014,6,"Weekday",966.537893615898,101,13,47,3,1022.4,18.3,84,0,0,32,"良好",1.1,0.28,33.1,35,0,6,3.4,4,0.6,"2.8","33",0.2,7,3,0
"2023-11-13 06:00:00","士林",211,6,"Weekday",966.537893615898,101,13,47,3,1022.4,18.3,84,0,0,32,"良好",1.1,0.28,33.1,35,0,6,3.4,4,0.6,"2.8","33",0.2,7,3,0
"2023-11-13 06:00:00","大橋頭",73,6,"Weekday",667.064144532519,68,23,43,8,1022.4,18.3,84,0,0,32,"良好",0.5,0.36,27.1,26.7,12,9,8.4,10.2,1.8,"-","-",0.3,9.9,14,1
"2023-11-13 06:00:00","大橋頭",558,6,"Weekday",667.064144532519,68,23,43,8,1022.4,18.3,84,0,0,32,"良好",0.5,0.36,27.1,26.7,12,9,8.4,10.2,1.8,"-","-",0.3,9.9,14,1
"2023-11-13 06:00:00","松山",231,6,"Weekday",742.114262614521,70,28,83,2,1022.4,18.3,84,0,0,39,"良好",1.1,0.27,29.7,32.7,10,15,5.8,6.6,0.8,"1.9","53",0.2,12.1,7,1
"2023-11-13 06:00:00","松山",734,6,"Weekday",742.114262614521,70,28,83,2,1022.4,18.3,84,0,0,39,"良好",1.1,0.27,29.7,32.7,10,15,5.8,6.6,0.8,"1.9","53",0.2,12.1,7,1
"2023-11-13 07:00:00","中山",2116,7,"Weekday",567.656880873855,54,23,226,4,1023.1,18.2,85,0,0,29,"良好",0.3,0.41,23.5,31,21,15,13.7,16.3,2.6,"2.5","118",0.2,8.6,12,0
"2023-11-13 07:00:00","中山",19,7,"Weekday",567.656880873855,54,23,226,4,1023.1,18.2,85,0,0,29,"良好",0.3,0.41,23.5,31,21,15,13.7,16.3,2.6,"2.5","118",0.2,8.6,12,0
"2023-11-13 07:00:00","北投",3652,7,"Weekday",687.457889956981,31,11,148,4,1023.1,18.2,85,0,0,32,"良好",0.4,0.33,35.1,35.9,4,6,2.2,2.9,0.7,"2.4","320",0.2,3.5,2,0
"2023-11-13 07:00:00","北投",9,7,"Weekday",687.457889956981,31,11,148,4,1023.1,18.2,85,0,0,32,"良好",0.4,0.33,35.1,35.9,4,6,2.2,2.9,0.7,"2.4","320",0.2,3.5,2,0
"2023-11-13 07:00:00","北門",1889,7,"Weekday",512.321365522758,71,13,127,2,1023.1,18.2,85,0,0,33,"良好",0.2,0.35,28,33,23,13,9.3,10.5,1.1,"3","99",0.2,10.2,16,0
"2023-11-13 07:00:00","北門",2,7,"Weekday",512.321365522758,71,13,127,2,1023.1,18.2,85,0,0,33,"良好",0.2,0.35,28,33,23,13,9.3,10.5,1.1,"3","99",0.2,10.2,16,0
"2023-11-13 07:00:00","古亭",3397,7,"Weekday",821.482825496233,72,29,399,4,1023.1,18.2,85,0,0,32,"良好",0.4,0.33,28.9,33.3,19,12,7,7.6,0.6,"2","44",0.2,9.9,15,0
"2023-11-13 07:00:00","古亭",5,7,"Weekday",821.482825496233,72,29,399,4,1023.1,18.2,85,0,0,32,"良好",0.4,0.33,28.9,33.3,19,12,7,7.6,0.6,"2","44",0.2,9.9,15,0
"2023-11-13 07:00:00","士林",4270,7,"Weekday",966.537893615898,101,13,155,3,1023.1,18.2,85,0,0,31,"良好",1.2,0.31,33.7,34.3,6,10,3.5,4.2,0.6,"1.9","93",0.2,7.3,3,0
"2023-11-13 07:00:00","士林",2,7,"Weekday",966.537893615898,101,13,155,3,1023.1,18.2,85,0,0,31,"良好",1.2,0.31,33.7,34.3,6,10,3.5,4.2,0.6,"1.9","93",0.2,7.3,3,0
"2023-11-13 07:00:00","大橋頭",2289,7,"Weekday",667.064144532519,68,23,135,8,1023.1,18.2,85,0,0,37,"良好",0.6,0.67,16.7,26.5,30,15,22.5,39.9,17.3,"-","-",0.4,10.9,16,0
"2023-11-13 07:00:00","大橋頭",0,7,"Weekday",667.064144532519,68,23,135,8,1023.1,18.2,85,0,0,37,"良好",0.6,0.67,16.7,26.5,30,15,22.5,39.9,17.3,"-","-",0.4,10.9,16,0
"2023-11-13 07:00:00","松山",0,7,"Weekday",742.114262614521,70,28,168,2,1023.1,18.2,85,0,0,44,"良好",1.1,0.31,27,32.1,NA,21,8.5,9.9,1.3,"1.4","48",0.2,13.5,7,1
"2023-11-13 07:00:00","松山",3229,7,"Weekday",742.114262614521,70,28,168,2,1023.1,18.2,85,0,0,44,"良好",1.1,0.31,27,32.1,NA,21,8.5,9.9,1.3,"1.4","48",0.2,13.5,7,1
"2023-11-13 08:00:00","中山",6197,8,"Weekday",567.656880873855,54,23,368,4,1023.6,18.3,83,0,0,33,"良好",0.5,0.63,17.9,29.2,21,16,20.6,27.5,6.8,"2.2","102",0.3,9.7,13,0
"2023-11-13 08:00:00","北投",3692,8,"Weekday",687.457889956981,31,11,106,4,1023.6,18.3,83,0,0,32,"良好",0.3,0.36,35.6,35.3,4,5,2.6,3.2,0.6,"2.6","310",0.2,3.9,2,0
"2023-11-13 08:00:00","北門",3978,8,"Weekday",512.321365522758,71,13,204,2,1023.6,18.3,83,0,0,36,"良好",0.3,0.46,25.1,31.9,21,14,13.6,15.9,2.2,"2.2","93",0.3,11.1,17,0
"2023-11-13 08:00:00","古亭",7394,8,"Weekday",821.482825496233,72,29,488,4,1023.6,18.3,83,0,0,36,"良好",0.5,0.45,23.9,31.8,26,19,12.4,14.2,1.8,"2.1","61",0.2,11.1,17,0
"2023-11-13 08:00:00","士林",4361,8,"Weekday",966.537893615898,101,13,150,3,1023.6,18.3,83,0,0,31,"良好",1.1,0.36,33,33.6,11,16,5.2,6.1,0.8,"2.9","33",0.2,8.6,4,0
"2023-11-13 08:00:00","大橋頭",3111,8,"Weekday",667.064144532519,68,23,161,8,1023.6,18.3,83,0,0,45,"良好",0.8,0.89,12.6,25.4,26,15,27,53,26,"-","-",0.4,11.5,18,0
"2023-11-13 08:00:00","松山",7230,8,"Weekday",742.114262614521,70,28,244,2,1023.6,18.3,83,0,0,50,"良好",1.2,0.41,20.9,30.3,NA,23,16.7,19.7,2.9,"2.2","52",0.2,15.4,7,1
"2023-11-13 09:00:00","中山",3822,9,"Weekday",567.656880873855,54,23,271,4,1024.1,18.3,80,0,0,38,"良好",0.5,0.7,16.5,26.9,25,12,23.4,33.4,10,"2","95",0.3,10.7,16,0
"2023-11-13 09:00:00","北投",2178,9,"Weekday",687.457889956981,31,11,58,4,1024.1,18.3,80,0,0,31,"良好",0.4,0.37,35.6,35,8,6,3,3.7,0.7,"2.2","310",0.3,4.4,3,0
"2023-11-13 09:00:00","北門",1712,9,"Weekday",512.321365522758,71,13,145,2,1024.1,18.3,80,0,0,39,"良好",0.4,0.55,20.9,29.9,29,16,19.8,23.8,3.9,"2.5","87",0.3,12.1,19,0
"2023-11-13 09:00:00","古亭",4251,9,"Weekday",821.482825496233,72,29,336,4,1024.1,18.3,80,0,0,44,"良好",0.5,0.5,23.4,30.1,28,24,15.1,17.2,2,"1.9","57",0.3,13.4,18,0
"2023-11-13 09:00:00","士林",3235,9,"Weekday",966.537893615898,101,13,73,3,1024.1,18.3,80,0,0,30,"良好",1.2,0.38,29.4,32.7,19,11,10,12.1,2.1,"2.8","40",0.2,9.2,7,0
"2023-11-13 09:00:00","大橋頭",1505,9,"Weekday",667.064144532519,68,23,101,8,1024.1,18.3,80,0,0,43,"良好",0.8,0.86,13.7,23.4,31,13,26.4,49.5,23.1,"-","-",0.5,11.8,21,0
"2023-11-13 09:00:00","松山",3824,9,"Weekday",742.114262614521,70,28,148,2,1024.1,18.3,80,0,0,55,"普通",1.6,0.45,21,28.4,25,24,18.3,22.7,4.3,"2.7","53",0.2,17.1,12,1
"2023-11-13 10:00:00","中山",3429,10,"Weekday",567.656880873855,54,23,256,4,1024.1,18.2,78,0,0,40,"良好",0.5,0.56,18.6,24.9,25,17,22.3,30.9,8.6,"2.4","97",0.4,12.4,18,0
"2023-11-13 10:00:00","北投",1655,10,"Weekday",687.457889956981,31,11,56,4,1024.1,18.2,78,0,0,31,"良好",0.6,0.33,35.9,34.9,9,7,2.9,3.6,0.7,"1.9","",0.3,5,4,0
"2023-11-13 10:00:00","北門",1304,10,"Weekday",512.321365522758,71,13,153,2,1024.1,18.2,78,0,0,44,"良好",0.3,0.49,21.2,28.1,27,21,20.2,25.1,4.8,"3.7","75",0.3,13.7,21,0
"2023-11-13 10:00:00","古亭",2731,10,"Weekday",821.482825496233,72,29,290,4,1024.1,18.2,78,0,0,51,"普通",0.6,0.46,23.1,28.5,37,21,16.7,19.3,2.6,"1.6","58",0.3,15.5,22,0
"2023-11-13 10:00:00","士林",2328,10,"Weekday",966.537893615898,101,13,68,3,1024.1,18.2,78,0,0,35,"良好",1.1,0.35,29.3,32,17,15,11.2,14.1,2.9,"1.9","64",0.3,10.9,9,0
"2023-11-13 10:00:00","大橋頭",1092,10,"Weekday",667.064144532519,68,23,74,8,1024.1,18.2,78,0,0,44,"良好",0.8,0.77,14.7,21.4,30,19,26.8,50.8,24,"-","-",0.5,13.4,24,0
"2023-11-13 10:00:00","松山",1737,10,"Weekday",742.114262614521,70,28,130,2,1024.1,18.2,78,0,0,60,"普通",1.5,0.39,24,27,25,25,15.5,19.1,3.5,"3.3","40",0.3,19.1,17,1
"2023-11-13 11:00:00","中山",3927,11,"Weekday",567.656880873855,54,23,247,4,1023.5,17.7,77,0,0,40,"良好",0.5,0.43,23.5,23.9,23,12,18,24.3,6.3,"2.6","112",0.4,12.4,19,0
"2023-11-13 11:00:00","北投",1572,11,"Weekday",687.457889956981,31,11,64,4,1023.5,17.7,77,0,0,32,"良好",0.6,0.27,37.8,35.2,7,5,2.4,3.1,0.6,"","",0.3,5,5,0
"2023-11-13 11:00:00","北門",1154,11,"Weekday",512.321365522758,71,13,181,2,1023.5,17.7,77,0,0,45,"良好",0.3,0.38,25.5,27.1,30,13,16.9,20.9,3.9,"3.2","94",0.3,14,23,0
"2023-11-13 11:00:00","古亭",2412,11,"Weekday",821.482825496233,72,29,272,4,1023.5,17.7,77,0,0,55,"普通",0.6,0.36,25.7,27.5,27,19,14.3,17.1,2.8,"2.3","55",0.3,17,24,0
"2023-11-13 11:00:00","士林",2129,11,"Weekday",966.537893615898,101,13,67,3,1023.5,17.7,77,0,0,38,"良好",NA,0.25,29.3,31.6,NA,14,NA,NA,NA,"2.8","34",0.3,11.8,11,0
"2023-11-13 11:00:00","大橋頭",1004,11,"Weekday",667.064144532519,68,23,79,8,1023.5,17.7,77,0,0,44,"良好",0.7,0.57,17.7,19.9,30,15,22.1,41.9,19.7,"-","-",0.5,13.6,24,0
"2023-11-13 11:00:00","松山",1459,11,"Weekday",742.114262614521,70,28,135,2,1023.5,17.7,77,0,0,62,"普通",1.6,0.32,24,26,26,23,15.3,18.9,3.5,"2.5","49",0.3,20.1,18,1
"2023-11-13 12:00:00","中山",4432,12,"Weekday",567.656880873855,54,23,280,4,1022.8,17.8,77,0,0,41,"良好",0.4,0.39,25.1,23.1,27,14,18.8,25.6,6.8,"1.9","100",0.4,12.6,21,0
"2023-11-13 12:00:00","北投",1762,12,"Weekday",687.457889956981,31,11,66,4,1022.8,17.8,77,0,0,33,"良好",0.5,0.23,40.8,36,7,6,1.9,2.6,0.6,"3","40",0.3,5.3,5,0
"2023-11-13 12:00:00","北門",1284,12,"Weekday",512.321365522758,71,13,186,2,1022.8,17.8,77,0,0,45,"良好",0.4,0.35,27.5,26.4,27,12,16.3,20.2,3.9,"3.1","87",0.3,14,24,0
"2023-11-13 12:00:00","古亭",2925,12,"Weekday",821.482825496233,72,29,371,4,1022.8,17.8,77,0,0,54,"普通",0.5,0.32,27.9,26.9,30,15,12.8,15.1,2.3,"2","60",0.3,16.9,26,0
"2023-11-13 12:00:00","士林",2510,12,"Weekday",966.537893615898,101,13,98,3,1022.8,17.8,77,0,0,38,"良好",1.2,NA,25.6,30.6,13,NA,NA,NA,NA,"2","24",0.3,11.7,11,0
"2023-11-13 12:00:00","大橋頭",1113,12,"Weekday",667.064144532519,68,23,96,8,1022.8,17.8,77,0,0,45,"良好",0.6,0.47,22.1,19.1,24,16,19.8,33.7,13.9,"-","-",0.6,14,24,0
"2023-11-13 12:00:00","松山",1621,12,"Weekday",742.114262614521,70,28,98,2,1022.8,17.8,77,0,0,62,"普通",1.6,0.28,25.4,25.2,26,17,15.6,19.4,3.8,"1.9","57",0.3,19.8,20,1
"2023-11-13 13:00:00","中山",4808,13,"Weekday",567.656880873855,54,23,276,4,1022.1,17.5,80,0,0,44,"良好",0.4,0.35,26.4,22.6,21,17,18,23,5,"2.9","120",0.4,13.5,21,0
"2023-11-13 13:00:00","北投",1618,13,"Weekday",687.457889956981,31,11,59,4,1022.1,17.5,80,0,0,34,"良好",0.7,0.2,43.3,37.3,4,4,1.7,2.4,0.7,"4.2","10",0.3,5.2,5,0
"2023-11-13 13:00:00","北門",1383,13,"Weekday",512.321365522758,71,13,158,2,1022.1,17.5,80,0,0,47,"良好",0.4,0.31,30.7,26.2,25,17,14.6,17.8,3.1,"2.9","76",0.4,14.5,24,0
"2023-11-13 13:00:00","古亭",2985,13,"Weekday",821.482825496233,72,29,301,4,1022.1,17.5,80,0,0,51,"普通",0.7,0.29,28.3,26.4,28,13,13.6,15.4,1.8,"2.1","55",0.3,15.7,26,0
"2023-11-13 13:00:00","士林",2498,13,"Weekday",966.537893615898,101,13,84,3,1022.1,17.5,80,0,0,36,"良好",1.3,0.2,33.3,30.8,14,7,9.9,11.7,1.8,"2.7","34",0.3,11.1,11,0
"2023-11-13 13:00:00","大橋頭",995,13,"Weekday",667.064144532519,68,23,118,8,1022.1,17.5,80,0,0,49,"良好",0.6,0.5,22,18.3,24,18,21,35.9,14.9,"-","-",0.6,15,24,0
"2023-11-13 13:00:00","松山",1640,13,"Weekday",742.114262614521,70,28,111,2,1022.1,17.5,80,0,0,58,"普通",1.4,0.24,28.5,25.1,21,12,14.1,17.2,3,"2","39",0.3,18.5,20,1
"2023-11-13 14:00:00","中山",4576,14,"Weekday",567.656880873855,54,23,347,4,1021.3,17.5,81,0,0,42,"良好",0.4,0.33,26.2,22.2,23,12,18.6,22.4,3.8,"2.3","118",0.4,13,21,0
"2023-11-13 14:00:00","北投",1390,14,"Weekday",687.457889956981,31,11,46,4,1021.3,17.5,81,0,0,35,"良好",0.8,0.2,44.4,38.6,2,NA,1.3,2.1,0.7,"3.5","350",0.2,4.9,4,0
"2023-11-13 14:00:00","北門",1382,14,"Weekday",512.321365522758,71,13,180,2,1021.3,17.5,81,0,0,42,"良好",0.4,0.29,31.9,26.4,25,10,14.2,17.1,2.9,"3.1","84",0.3,12.9,24,0
"2023-11-13 14:00:00","古亭",2553,14,"Weekday",821.482825496233,72,29,263,4,1021.3,17.5,81,0,0,48,"良好",0.9,0.27,31.1,26.5,23,11,12.8,14.5,1.6,"2.6","53",0.3,14.7,25,0
"2023-11-13 14:00:00","士林",2287,14,"Weekday",966.537893615898,101,13,84,3,1021.3,17.5,81,0,0,37,"良好",1.2,0.2,34,31,15,15,10.5,12.6,2.1,"2.8","154",0.2,11.4,11,0
"2023-11-13 14:00:00","大橋頭",941,14,"Weekday",667.064144532519,68,23,106,8,1021.3,17.5,81,0,0,48,"良好",0.7,0.46,22.3,17.7,NA,15,22.4,33.7,11.2,"-","-",0.6,14.9,24,0
"2023-11-13 14:00:00","松山",1473,14,"Weekday",742.114262614521,70,28,127,2,1021.3,17.5,81,0,0,56,"普通",1.4,0.23,29.3,25,15,15,14.1,16.7,2.5,"2.1","40",0.3,17.4,19,1
"2023-11-13 15:00:00","中山",4816,15,"Weekday",567.656880873855,54,23,313,4,1021.1,18.2,73,0,0,45,"良好",0.4,0.38,24.2,22.3,26,17,23,29.7,6.6,"2.1","112",0.4,14,22,0
"2023-11-13 15:00:00","北投",1477,15,"Weekday",687.457889956981,31,11,71,4,1021.1,18.2,73,0,0,36,"良好",0.7,0.2,45.6,39.9,NA,4,1.3,2,0.6,"2","190",0.2,4.7,4,0
"2023-11-13 15:00:00","北門",1281,15,"Weekday",512.321365522758,71,13,184,2,1021.1,18.2,73,0,0,43,"良好",0.3,0.3,30.8,26.7,30,NA,15.6,18.4,2.7,"2.8","95",0.3,13.1,25,0
"2023-11-13 15:00:00","古亭",2822,15,"Weekday",821.482825496233,72,29,337,4,1021.1,18.2,73,0,0,48,"良好",0.8,0.26,31.3,26.8,31,17,13.3,15.2,1.9,"2.3","62",0.3,14.7,26,0
"2023-11-13 15:00:00","士林",2457,15,"Weekday",966.537893615898,101,13,91,3,1021.1,18.2,73,0,0,38,"良好",0.9,0.21,35.5,31.2,16,14,10,11.8,1.8,"2.3","56",0.2,11.6,12,0
"2023-11-13 15:00:00","大橋頭",1041,15,"Weekday",667.064144532519,68,23,99,8,1021.1,18.2,73,0,0,50,"良好",0.6,0.5,17.1,17.8,37,NA,25.4,41.9,16.4,"-","-",0.6,15.3,26,0
"2023-11-13 15:00:00","松山",1623,15,"Weekday",742.114262614521,70,28,156,2,1021.1,18.2,73,0,0,55,"普通",1.4,0.25,26.4,24.9,25,18,17.7,20.8,3,"1.2","51",0.3,17,20,1
"2023-11-13 16:00:00","中山",5339,16,"Weekday",567.656880873855,54,23,308,4,1021.3,18.4,71,0,0,45,"良好",0.4,0.37,25.1,23.2,49,12,23.4,29.3,5.9,"2.3","115",0.4,13.8,26,0
"2023-11-13 16:00:00","北投",2394,16,"Weekday",687.457889956981,31,11,108,4,1021.3,18.4,71,0,0,38,"良好",0.5,0.21,46.3,41.2,13,10,1.3,1.9,0.5,"1.9","100",0.2,5.7,5,0
"2023-11-13 16:00:00","北門",1628,16,"Weekday",512.321365522758,71,13,204,2,1021.3,18.4,71,0,0,41,"良好",0.4,0.34,26,26.8,NA,9,21.4,24.6,3.2,"2.5","101",0.3,12.6,25,0
"2023-11-13 16:00:00","古亭",3370,16,"Weekday",821.482825496233,72,29,461,4,1021.3,18.4,71,0,0,47,"良好",1,0.26,31.8,27.8,31,14,14.4,16,1.6,"3","51",0.3,14.6,27,0
"2023-11-13 16:00:00","士林",3229,16,"Weekday",966.537893615898,101,13,117,3,1021.3,18.4,71,0,0,38,"良好",0.8,0.21,37.3,31.7,28,12,9.4,11.1,1.7,"1.4","81",0.2,11.8,15,0
"2023-11-13 16:00:00","大橋頭",1429,16,"Weekday",667.064144532519,68,23,135,8,1021.3,18.4,71,0,0,52,"普通",0.7,0.52,13.8,17.9,38,18,26,43.3,17.3,"-","-",0.5,15.9,30,0
"2023-11-13 16:00:00","松山",2054,16,"Weekday",742.114262614521,70,28,223,2,1021.3,18.4,71,0,0,55,"普通",1.7,0.3,20.3,24.9,23,16,23.3,27.4,4,"0.9","69",0.3,17,20,1
"2023-11-13 17:00:00","中山",7829,17,"Weekday",567.656880873855,54,23,498,4,1021.8,18.4,71,0,0,47,"良好",0.4,0.43,21.5,23.8,44,18,27.8,34.7,6.8,"1.5","109",0.4,14.4,30,0
"2023-11-13 17:00:00","北投",3231,17,"Weekday",687.457889956981,31,11,129,4,1021.8,18.4,71,0,0,39,"良好",0.7,0.21,46.8,42.6,16,8,1.4,2.1,0.6,"3","340",0.2,6.6,8,0
"2023-11-13 17:00:00","北門",2821,17,"Weekday",512.321365522758,71,13,318,2,1021.8,18.4,71,0,0,42,"良好",0.6,0.38,23.3,27.1,36,13,25,28.2,3.2,"2.4","84",0.3,12.1,28,0
"2023-11-13 17:00:00","古亭",5513,17,"Weekday",821.482825496233,72,29,600,4,1021.8,18.4,71,0,0,49,"良好",0.8,0.26,36.3,29.4,33,15,10.9,12.1,1.2,"2.5","64",0.3,15,28,0
"2023-11-13 17:00:00","士林",5003,17,"Weekday",966.537893615898,101,13,198,3,1021.8,18.4,71,0,0,41,"良好",0.8,0.24,39.1,32.9,26,12,9.1,10.3,1.1,"1.7","139",0.2,12.6,18,0
"2023-11-13 17:00:00","大橋頭",2354,17,"Weekday",667.064144532519,68,23,230,8,1021.8,18.4,71,0,0,50,"良好",0.8,0.73,15,18.1,41,13,30.6,51.2,20.5,"-","-",0.5,15.2,34,0
"2023-11-13 17:00:00","松山",4264,17,"Weekday",742.114262614521,70,28,374,2,1021.8,18.4,71,0,0,58,"普通",1.9,0.31,21.3,24.9,NA,21,21.6,25.9,4.2,"1","68",0.2,18.3,21,1
"2023-11-13 18:00:00","中山",10449,18,"Weekday",567.656880873855,54,23,587,4,1022.2,18.6,68,0,0,52,"普通",0.8,0.6,15.2,23.4,34,16,33.6,43.9,10.3,"1.9","106",0.4,15.2,33,0
"2023-11-13 18:00:00","北投",3948,18,"Weekday",687.457889956981,31,11,120,4,1022.2,18.6,68,0,0,41,"良好",0.7,0.21,48.4,44.2,11,8,1.3,1.9,0.6,"1.6","220",0.2,6.8,10,0
"2023-11-13 18:00:00","北門",3754,18,"Weekday",512.321365522758,71,13,281,2,1022.2,18.6,68,0,0,45,"良好",0.6,0.44,21.8,27.2,36,11,27.5,30.9,3.4,"2.4","92",0.3,12.2,31,0
"2023-11-13 18:00:00","古亭",7839,18,"Weekday",821.482825496233,72,29,701,4,1022.2,18.6,68,0,0,53,"普通",0.6,0.28,36.2,31.1,27,19,9.1,9.7,0.5,"2.2","79",0.2,16.4,29,0
"2023-11-13 18:00:00","士林",6069,18,"Weekday",966.537893615898,101,13,185,3,1022.2,18.6,68,0,0,39,"良好",0.6,0.25,39.8,34.2,24,10,9.7,10.4,0.7,"0.8","129",0.2,12.1,20,0
"2023-11-13 18:00:00","大橋頭",2861,18,"Weekday",667.064144532519,68,23,292,8,1022.2,18.6,68,0,0,56,"普通",1.1,1.22,8.7,17.3,44,20,38.4,75.5,37.1,"-","-",0.6,16.5,36,0
"2023-11-13 18:00:00","松山",7512,18,"Weekday",742.114262614521,70,28,458,2,1022.2,18.6,68,0,0,59,"普通",1.5,0.37,23.9,24.9,NA,17,22.3,25.5,3.2,"0.7","45",0.2,18.6,23,1
"2023-11-13 19:00:00","中山",7131,19,"Weekday",567.656880873855,54,23,356,4,1022.5,18.5,71,0,0,51,"普通",0.9,0.59,18.2,22.7,34,14,31.3,39.2,7.8,"2.4","117",0.4,14.8,34,0
"2023-11-13 19:00:00","北投",2559,19,"Weekday",687.457889956981,31,11,78,4,1022.5,18.5,71,0,0,42,"良好",0.7,0.2,48.2,45.5,14,9,1.1,1.7,0.6,"1.9","",0.2,7.6,11,0
"2023-11-13 19:00:00","北門",2252,19,"Weekday",512.321365522758,71,13,181,2,1022.5,18.5,71,0,0,47,"良好",0.7,0.5,23.5,26.9,40,17,28.4,31.6,3.2,"2.4","76",0.3,13.2,33,0
"2023-11-13 19:00:00","古亭",4824,19,"Weekday",821.482825496233,72,29,441,4,1022.5,18.5,71,0,0,51,"普通",0.5,0.3,38.5,32.7,30,12,10.3,11.1,0.7,"3","59",0.2,15.7,29,0
"2023-11-13 19:00:00","士林",3885,19,"Weekday",966.537893615898,101,13,110,3,1022.5,18.5,71,0,0,39,"良好",0.6,0.25,42.4,35.9,22,13,8.9,9.6,0.7,"2.3","146",0.2,12.1,21,0
"2023-11-13 19:00:00","大橋頭",1781,19,"Weekday",667.064144532519,68,23,168,8,1022.5,18.5,71,0,0,59,"普通",1.3,1.53,6.4,15.9,45,22,42.2,96.2,53.9,"-","-",0.7,17.4,37,0
"2023-11-13 19:00:00","松山",5529,19,"Weekday",742.114262614521,70,28,310,2,1022.5,18.5,71,0,0,58,"普通",1.8,0.38,25.1,25,NA,18,23.3,27.2,3.8,"1.6","66",0.2,18.5,NA,1
"2023-11-13 20:00:00","中山",4968,20,"Weekday",567.656880873855,54,23,296,4,1022.9,18.1,76,0,0,46,"良好",0.7,0.44,25.5,22.8,29,9,23.9,27,3.1,"2.8","114",0.4,14.2,32,0
"2023-11-13 20:00:00","北投",1696,20,"Weekday",687.457889956981,31,11,41,4,1022.9,18.1,76,0,0,43,"良好",0.7,0.2,47.9,46.4,8,5,1.1,1.7,0.5,"2.2","210",0.2,7,10,0
"2023-11-13 20:00:00","北門",1214,20,"Weekday",512.321365522758,71,13,132,2,1022.9,18.1,76,0,0,44,"良好",0.8,0.39,29.7,27.2,30,13,20.9,23.1,2.2,"2.9","84",0.3,13.6,32,0
"2023-11-13 20:00:00","古亭",2903,20,"Weekday",821.482825496233,72,29,354,4,1022.9,18.1,76,0,0,53,"普通",0.6,0.26,39.5,34.1,28,18,8.2,8.6,0.3,"3.2","58",0.2,16.2,29,0
"2023-11-13 20:00:00","士林",2309,20,"Weekday",966.537893615898,101,13,79,3,1022.9,18.1,76,0,0,38,"良好",0.6,0.23,42.7,38,14,10,7.2,7.7,0.4,"1.8","142",0.2,11.6,20,0
"2023-11-13 20:00:00","大橋頭",1167,20,"Weekday",667.064144532519,68,23,172,8,1022.9,18.1,76,0,0,57,"普通",1.2,0.98,10.7,14.5,33,21,36.8,70.7,33.8,"-","-",0.8,18.1,37,0
"2023-11-13 20:00:00","松山",3047,20,"Weekday",742.114262614521,70,28,242,2,1022.9,18.1,76,0,0,57,"普通",1.7,0.32,27.1,25.2,NA,15,20.8,23.7,2.9,"1.1","58",0.3,18,NA,1
"2023-11-13 21:00:00","中山",4647,21,"Weekday",567.656880873855,54,23,273,4,1022.9,18.2,74,0,0,43,"良好",0.6,0.42,24.1,22.5,32,11,24.6,28.2,3.5,"2","110",0.4,13.2,31,0
"2023-11-13 21:00:00","北投",1599,21,"Weekday",687.457889956981,31,11,64,4,1022.9,18.2,74,0,0,43,"良好",0.8,0.2,46.9,46.8,4,3,1.1,1.7,0.5,"2.7","210",0.2,6.2,8,0
"2023-11-13 21:00:00","北門",978,21,"Weekday",512.321365522758,71,13,130,2,1022.9,18.2,74,0,0,43,"良好",0.4,0.34,32.1,27.4,27,11,19.4,21.1,1.6,"2.3","82",0.3,13.1,31,0
"2023-11-13 21:00:00","古亭",2878,21,"Weekday",821.482825496233,72,29,349,4,1022.9,18.2,74,0,0,51,"普通",0.5,0.23,39.3,35.5,25,14,6.2,6.5,0.3,"2.6","51",0.2,15.7,28,0
"2023-11-13 21:00:00","士林",2366,21,"Weekday",966.537893615898,101,13,80,3,1022.9,18.2,74,0,0,38,"良好",0.5,0.22,41.4,39,21,13,6.6,7.1,0.5,"1.9","151",0.2,11.8,19,0
"2023-11-13 21:00:00","大橋頭",966,21,"Weekday",667.064144532519,68,23,113,8,1022.9,18.2,74,0,0,60,"普通",0.9,0.78,13.3,13.4,32,19,33.9,56.2,22.2,"-","-",0.8,19.1,36,0
"2023-11-13 21:00:00","松山",2645,21,"Weekday",742.114262614521,70,28,205,2,1022.9,18.2,74,0,0,54,"普通",1.6,0.26,30.7,25.5,NA,13,15.9,18,2,"1","56",0.3,16.6,NA,1
"2023-11-13 22:00:00","中山",3466,22,"Weekday",567.656880873855,54,23,169,4,1022.9,18.5,73,0,0,40,"良好",0.6,0.4,25.9,22.5,27,10,21.4,25.6,4.2,"1.6","105",0.4,12.2,30,0
"2023-11-13 22:00:00","北投",1142,22,"Weekday",687.457889956981,31,11,30,4,1022.9,18.5,73,0,0,43,"良好",0.9,0.2,44.7,46.8,6,1,1.1,1.8,0.6,"3.6","190",0.2,5.1,8,0
"2023-11-13 22:00:00","北門",686,22,"Weekday",512.321365522758,71,13,92,2,1022.9,18.5,73,0,0,43,"良好",0.4,0.38,26,26.6,26,14,23,24.8,1.8,"1.9","75",0.3,13.2,30,0
