"datetime","mrt_station","mrt_flow","hour","day","next_dist","bus_cnt","bike_cnt","bike_flow","school_cnt","air_pressure","air_temperature","relative_humidity","precipitation","sunshine_duration","aqi","status","so2","co","o3","o3_8hr","pm10","pm2","no2","nox","no","windspeed","winddirec","co_8hr","pm2.1","pm10_avg","so2_avg"
"2023-11-01 00:00:00","中山",402,0,"Weekday",567.656880873855,54,23,81,4,1016.4,22.6,90,0,0,27,"良好",0.6,0.27,28.5,20.4,6,6,10.9,12.1,1.1,"1.2","104",0.4,8.4,9,1
"2023-11-01 00:00:00","北投",128,0,"Weekday",687.457889956981,31,11,5,4,1016.4,22.6,90,0,0,39,"良好",0.5,0.15,43.5,43,2,0,0.7,1.5,0.8,"4.4","180",0.1,3.2,5,0
"2023-11-01 00:00:00","北門",135,0,"Weekday",512.321365522758,71,13,26,2,1016.4,22.6,90,0,0,25,"良好",0.6,0.26,27.9,23.8,10,4,13.9,14.6,0.7,"1.6","85",0.3,7.6,15,1
"2023-11-01 00:00:00","古亭",255,0,"Weekday",821.482825496233,72,29,63,4,1016.4,22.6,90,0,0,29,"良好",0.7,0.16,34.7,31.2,6,10,6.6,7.4,0.7,"2.9","48",0.2,8.2,11,1
"2023-11-01 00:00:00","士林",200,0,"Weekday",966.537893615898,101,13,13,3,1016.4,22.6,90,0,0,33,"良好",0.3,0.15,39.5,36.3,6,9,3.9,4.3,0.4,"2.5","153",0.1,8.8,10,0
"2023-11-01 00:00:00","大橋頭",103,0,"Weekday",667.064144532519,68,23,36,8,1016.4,22.6,90,0,0,41,"良好",0.5,0.49,20.7,13.3,16,11,18.3,25.2,6.9,"-","-",0.8,12.7,23,1
"2023-11-01 00:00:00","松山",220,0,"Weekday",742.114262614521,70,28,33,2,1016.4,22.6,90,0,0,25,"良好",1.3,0.21,27,20.9,3,7,10.8,11.6,0.8,"1.2","62",0.2,7.7,5,1
"2023-11-01 01:00:00","中山",19,1,"Weekday",567.656880873855,54,23,39,4,1015.8,22.8,87,0,0,22,"良好",0.5,0.26,29.9,21.5,7,0,10.3,11,0.7,"1.3","117",0.4,6.8,9,1
"2023-11-01 01:00:00","北投",13,1,"Weekday",687.457889956981,31,11,2,4,1015.8,22.8,87,0,0,40,"良好",0.7,0.15,44.3,43.3,5,0,0.7,1.5,0.7,"5.5","150",0.1,2.5,5,0
"2023-11-01 01:00:00","北門",4,1,"Weekday",512.321365522758,71,13,13,2,1015.8,22.8,87,0,0,23,"良好",0.7,0.23,32.7,24.8,24,5,10.3,10.6,0.3,"1.7","81",0.3,7,17,1
"2023-11-01 01:00:00","古亭",3,1,"Weekday",821.482825496233,72,29,42,4,1015.8,22.8,87,0,0,31,"良好",0.7,0.12,39.7,33.1,9,9,2.4,3,0.6,"1.2","68",0.2,8.4,11,1
"2023-11-01 01:00:00","士林",1,1,"Weekday",966.537893615898,101,13,9,3,1015.8,22.8,87,0,0,34,"良好",0.2,0.14,39.2,37,6,6,3.3,3.8,0.5,"2.6","158",0.1,8.2,9,0
"2023-11-01 01:00:00","大橋頭",1,1,"Weekday",667.064144532519,68,23,2,8,1015.8,22.8,87,0,0,39,"良好",0.5,0.35,26.8,15.2,12,9,11.5,13.5,2,"-","-",0.7,12,22,1
"2023-11-01 01:00:00","松山",0,1,"Weekday",742.114262614521,70,28,12,2,1015.8,22.8,87,0,0,23,"良好",1.6,0.21,25.9,21.8,3,5,9.9,10.5,0.6,"0.8","49",0.2,7,5,1
"2023-11-01 05:00:00","中山",0,5,"Weekday",567.656880873855,54,23,56,4,1014.9,23.1,84,0,0,26,"良好",0.9,0.17,28.5,28.8,18,6,7.6,8.9,1.2,"1.3","116",0.2,6,14,1
"2023-11-01 05:00:00","北投",4,5,"Weekday",687.457889956981,31,11,8,4,1014.9,23.1,84,0,0,41,"良好",0.2,0.14,45.8,44.4,6,0,0.7,1.4,0.6,"5.7","150",0.1,1.3,7,0
"2023-11-01 05:00:00","北門",0,5,"Weekday",512.321365522758,71,13,45,2,1014.9,23.1,84,0,0,27,"良好",0.6,0.18,30.1,29.9,20,9,7.8,8.4,0.6,"2","89",0.2,7.8,16,1
"2023-11-01 05:00:00","古亭",0,5,"Weekday",821.482825496233,72,29,49,4,1014.9,23.1,84,0,0,33,"良好",0.6,0.14,32.9,36.4,19,6,5.5,6,0.4,"1.6","48",0.1,8.5,15,0
"2023-11-01 05:00:00","士林",8,5,"Weekday",966.537893615898,101,13,9,3,1014.9,23.1,84,0,0,36,"良好",2,0.13,41.1,39.1,16,10,3.6,4.2,0.6,"1.2","139",0.1,9.7,13,0
"2023-11-01 05:00:00","大橋頭",2,5,"Weekday",667.064144532519,68,23,35,8,1014.9,23.1,84,0,0,26,"良好",1.2,0.32,24.5,23.1,21,8,11.6,13.7,2.1,"-","-",0.4,8,20,1
"2023-11-01 05:00:00","松山",0,5,"Weekday",742.114262614521,70,28,46,2,1014.9,23.1,84,0,0,25,"良好",1,0.16,22,24.6,12,11,7.9,8.6,0.7,"0.9","59",0.1,7.7,7,1
"2023-11-01 06:00:00","中山",542,6,"Weekday",567.656880873855,54,23,123,4,1015.2,22.9,86,0,0,27,"良好",1.1,0.19,29.1,29.6,21,7,8.9,10.1,1.2,"2.1","124",0.2,6.6,14,1
"2023-11-01 06:00:00","北投",1005,6,"Weekday",687.457889956981,31,11,73,4,1015.2,22.9,86,0,0,41,"良好",0.1,0.14,45.9,44.8,3,0,0.6,1.2,0.5,"5.8","150",0.1,1.2,6,0
"2023-11-01 06:00:00","北門",465,6,"Weekday",512.321365522758,71,13,72,2,1015.2,22.9,86,0,0,28,"良好",1.1,0.2,29,30.5,24,10,10,10.5,0.5,"1.7","95",0.2,8.1,18,1
"2023-11-01 06:00:00","古亭",723,6,"Weekday",821.482825496233,72,29,140,4,1015.2,22.9,86,0,0,32,"良好",0.7,0.15,33.5,35.7,26,10,6.1,6.6,0.4,"2.3","41",0.1,8.8,17,0
"2023-11-01 06:00:00","士林",988,6,"Weekday",966.537893615898,101,13,49,3,1015.2,22.9,86,0,0,36,"良好",2.1,0.13,40.7,39.4,22,9,3.4,4,0.5,"2.1","147",0.1,9.3,14,0
"2023-11-01 06:00:00","大橋頭",550,6,"Weekday",667.064144532519,68,23,89,8,1015.2,22.9,86,0,0,27,"良好",1.6,0.34,24.1,24.4,22,10,15.2,17.7,2.5,"-","-",0.3,8.2,21,1
"2023-11-01 06:00:00","松山",718,6,"Weekday",742.114262614521,70,28,149,2,1015.2,22.9,86,0,0,25,"良好",1.2,0.17,24.1,24.8,12,8,10,10.8,0.7,"0.6","88",0.1,7.7,8,1
"2023-11-01 07:00:00","中山",2439,7,"Weekday",567.656880873855,54,23,316,4,1015.7,23.1,85,0,0,27,"良好",0.9,0.26,23,29.3,27,8,15,17.6,2.6,"2.5","122",0.2,6.7,17,1
"2023-11-01 07:00:00","北投",3953,7,"Weekday",687.457889956981,31,11,149,4,1015.7,23.1,85,0,0,42,"良好",0.1,0.14,45.6,45.1,7,0,0.4,1,0.6,"4.8","150",0.1,0.9,6,0
"2023-11-01 07:00:00","北門",2005,7,"Weekday",512.321365522758,71,13,172,2,1015.7,23.1,85,0,0,28,"良好",0.9,0.26,22.1,29.6,27,8,17,18.8,1.8,"1.7","95",0.2,8.1,19,1
"2023-11-01 07:00:00","古亭",3566,7,"Weekday",821.482825496233,72,29,476,4,1015.7,23.1,85,0,0,31,"良好",0.6,0.23,24.8,34.3,23,12,13.2,14.6,1.4,"1.2","53",0.1,9.1,18,0
"2023-11-01 07:00:00","士林",4555,7,"Weekday",966.537893615898,101,13,199,3,1015.7,23.1,85,0,0,36,"良好",4.2,0.16,36.4,39.3,11,11,6.9,7.9,0.9,"3","148",0.1,9.5,13,1
"2023-11-01 07:00:00","大橋頭",2428,7,"Weekday",667.064144532519,68,23,240,8,1015.7,23.1,85,0,0,50,"良好",1.4,0.93,9.4,23.2,39,11,30.8,62.3,31.4,"-","-",0.4,9,23,1
"2023-11-01 07:00:00","松山",3572,7,"Weekday",742.114262614521,70,28,289,2,1015.7,23.1,85,0,0,28,"良好",1.1,0.24,14.4,23.3,21,12,16.9,19.7,2.7,"0.4","44",0.1,8.5,10,1
"2023-11-01 08:00:00","中山",6515,8,"Weekday",567.656880873855,54,23,510,4,1016.3,24.9,75,0,1,32,"良好",0.7,0.38,20.8,28.4,26,11,19,25,5.9,"2.3","120",0.2,7.2,18,1
"2023-11-01 08:00:00","北投",4033,8,"Weekday",687.457889956981,31,11,83,4,1016.3,24.9,75,0,1,42,"良好",0.4,0.14,44.8,45.2,10,4,0.6,1.2,0.5,"4.9","150",0.1,1.2,6,0
"2023-11-01 08:00:00","北門",4005,8,"Weekday",512.321365522758,71,13,272,2,1016.3,24.9,75,0,1,33,"良好",0.7,0.36,20.6,28.7,27,15,20.8,26.2,5.4,"2","66",0.2,9.1,20,1
"2023-11-01 08:00:00","古亭",7293,8,"Weekday",821.482825496233,72,29,608,4,1016.3,24.9,75,0,1,31,"良好",0.5,0.21,33.5,34.2,20,13,8.6,10.7,2.1,"3","55",0.1,9.7,18,0
"2023-11-01 08:00:00","士林",4611,8,"Weekday",966.537893615898,101,13,150,3,1016.3,24.9,75,0,1,35,"良好",3.8,0.21,35.1,38.8,21,12,8.4,10,1.6,"2.2","143",0.1,9.8,14,1
"2023-11-01 08:00:00","大橋頭",3105,8,"Weekday",667.064144532519,68,23,295,8,1016.3,24.9,75,0,1,54,"普通",1.4,1.92,6.8,21.5,36,17,35.8,97.1,61.3,"-","-",0.6,10.5,25,1
"2023-11-01 08:00:00","松山",7357,8,"Weekday",742.114262614521,70,28,326,2,1016.3,24.9,75,0,1,38,"良好",1,0.4,11.4,21.4,19,12,23.3,33.2,9.8,"1.5","75",0.2,9.3,11,1
"2023-11-01 09:00:00","中山",3892,9,"Weekday",567.656880873855,54,23,368,4,1016.4,25.9,72,0,0.9,43,"良好",0.7,0.64,16.9,26.8,26,11,26,42.4,16.3,"2.4","107",0.2,7.9,20,0
"2023-11-01 09:00:00","北投",2339,9,"Weekday",687.457889956981,31,11,84,4,1016.4,25.9,72,0,0.9,42,"良好",0.4,0.14,44.2,45.2,12,4,0.6,1.2,0.5,"4.8","150",0.1,1.6,7,0
"2023-11-01 09:00:00","北門",1801,9,"Weekday",512.321365522758,71,13,184,2,1016.4,25.9,72,0,0.9,35,"良好",0.6,0.42,23.6,27.6,25,11,21.2,29.3,8,"2.7","103",0.2,9.5,22,1
"2023-11-01 09:00:00","古亭",4465,9,"Weekday",821.482825496233,72,29,359,4,1016.4,25.9,72,0,0.9,33,"良好",0.6,0.25,33.6,33.4,21,10,8.3,10.6,2.3,"1.6","45",0.1,10.3,19,0
"2023-11-01 09:00:00","士林",3583,9,"Weekday",966.537893615898,101,13,98,3,1016.4,25.9,72,0,0.9,34,"良好",2.7,0.25,31.5,37.8,14,11,11,13.8,2.7,"1","117",0.1,10,14,1
"2023-11-01 09:00:00","大橋頭",1523,9,"Weekday",667.064144532519,68,23,176,8,1016.4,25.9,72,0,0.9,52,"普通",1.5,1.12,8.7,19.2,44,20,33.9,80.4,46.4,"-","-",0.7,12.3,29,1
"2023-11-01 09:00:00","松山",3797,9,"Weekday",742.114262614521,70,28,203,2,1016.4,25.9,72,0,0.9,47,"良好",1.6,0.46,13,19.8,24,16,28.6,45.3,16.7,"1.7","67",0.2,10.2,14,1
"2023-11-01 10:00:00","中山",3201,10,"Weekday",567.656880873855,54,23,226,4,1016,26.1,70,0,0.8,33,"良好",0.6,0.43,23.1,25.7,21,10,20.6,32.3,11.6,"2.1","101",0.3,8.5,21,0
"2023-11-01 10:00:00","北投",1712,10,"Weekday",687.457889956981,31,11,64,4,1016,26.1,70,0,0.8,41,"良好",0.5,0.15,42.2,44.8,12,2,0.8,1.5,0.6,"3.6","160",0.1,1.8,8,0
"2023-11-01 10:00:00","北門",1171,10,"Weekday",512.321365522758,71,13,167,2,1016,26.1,70,0,0.8,31,"良好",0.5,0.33,27.3,26.9,30,9,18.8,25.9,7.1,"2.8","72",0.2,9.4,23,0
"2023-11-01 10:00:00","古亭",2727,10,"Weekday",821.482825496233,72,29,300,4,1016,26.1,70,0,0.8,35,"良好",0.6,0.25,30.4,32.4,21,12,10.8,14.9,4.1,"2","39",0.1,10.7,18,0
"2023-11-01 10:00:00","士林",2357,10,"Weekday",966.537893615898,101,13,87,3,1016,26.1,70,0,0.8,34,"良好",1.3,0.19,34.9,37.2,19,9,10.9,15.2,4.3,"2.8","139",0.1,10.1,15,1
"2023-11-01 10:00:00","大橋頭",1021,10,"Weekday",667.064144532519,68,23,117,8,1016,26.1,70,0,0.8,43,"良好",1.1,0.53,18.1,18.3,37,14,26.8,49.4,22.6,"-","-",0.7,13,32,1
"2023-11-01 10:00:00","松山",1603,10,"Weekday",742.114262614521,70,28,142,2,1016,26.1,70,0,0.8,37,"良好",1.7,0.29,20.9,19.2,16,11,22.3,31.5,9.2,"2.3","56",0.2,10.8,15,1
"2023-11-01 11:00:00","中山",3844,11,"Weekday",567.656880873855,54,23,260,4,1015.1,27.2,69,0,0.8,28,"良好",0.6,0.34,27.7,25,16,10,16.4,25.6,9.1,"3","109",0.3,8.7,20,0
"2023-11-01 11:00:00","北投",1694,11,"Weekday",687.457889956981,31,11,55,4,1015.1,27.2,69,0,0.8,41,"良好",1,0.15,39.8,44.2,16,9,1.4,2.2,0.8,"3.6","160",0.1,3.2,10,0
"2023-11-01 11:00:00","北門",1114,11,"Weekday",512.321365522758,71,13,152,2,1015.1,27.2,69,0,0.8,32,"良好",0.5,0.28,31.2,27,26,10,15.8,22.1,6.2,"3.4","87",0.2,9.9,24,0
"2023-11-01 11:00:00","古亭",2492,11,"Weekday",821.482825496233,72,29,297,4,1015.1,27.2,69,0,0.8,35,"良好",0.6,0.23,32.8,31.8,21,11,10.1,13.6,3.5,"2.6","53",0.2,10.8,19,0
"2023-11-01 11:00:00","士林",2409,11,"Weekday",966.537893615898,101,13,77,3,1015.1,27.2,69,0,0.8,33,"良好",0.9,0.19,33.3,36.3,18,7,10.2,15.2,4.9,"2.6","147",0.1,9.7,16,1
"2023-11-01 11:00:00","大橋頭",1013,11,"Weekday",667.064144532519,68,23,164,8,1015.1,27.2,69,0,0.8,42,"良好",NA,NA,21.1,17.3,34,11,NA,NA,NA,"-","-",0.7,12.9,31,1
"2023-11-01 11:00:00","松山",1419,11,"Weekday",742.114262614521,70,28,137,2,1015.1,27.2,69,0,0.8,35,"良好",1.1,0.21,27.9,19.7,20,10,15.4,22.3,6.8,"2.7","44",0.2,10.8,16,1
"2023-11-01 12:00:00","中山",4317,12,"Weekday",567.656880873855,54,23,354,4,1014.3,27.7,66,0,0.7,28,"良好",0.4,0.31,30.9,25,24,10,14.9,22.3,7.4,"2.6","92",0.3,8.7,20,0
"2023-11-01 12:00:00","北投",1801,12,"Weekday",687.457889956981,31,11,78,4,1014.3,27.7,66,0,0.7,40,"良好",0.6,0.15,40.2,43.6,16,6,0.6,1.2,0.6,"3.7","170",0.1,3.7,11,0
"2023-11-01 12:00:00","北門",1191,12,"Weekday",512.321365522758,71,13,197,2,1014.3,27.7,66,0,0.7,30,"良好",0.4,0.25,34,27.2,27,9,12.3,16.6,4.3,"3.1","84",0.2,9.3,24,0
"2023-11-01 12:00:00","古亭",2993,12,"Weekday",821.482825496233,72,29,438,4,1014.3,27.7,66,0,0.7,33,"良好",0.7,0.2,35,32.1,21,9,8.2,11,2.8,"3","48",0.2,10.2,19,0
"2023-11-01 12:00:00","士林",2810,12,"Weekday",966.537893615898,101,13,99,3,1014.3,27.7,66,0,0.7,33,"良好",1.3,0.18,37,36.2,17,5,7.5,10.6,3.1,"2","132",0.1,8.6,16,1
"2023-11-01 12:00:00","大橋頭",1116,12,"Weekday",667.064144532519,68,23,146,8,1014.3,27.7,66,0,0.7,40,"良好",NA,NA,NA,16.1,27,11,NA,NA,NA,"-","-",0.8,12.2,31,1
"2023-11-01 12:00:00","松山",1643,12,"Weekday",742.114262614521,70,28,154,2,1014.3,27.7,66,0,0.7,35,"良好",0.9,0.19,32.6,20.8,18,10,11.2,15.7,4.4,"2.6","54",0.2,10.7,16,1
"2023-11-01 13:00:00","中山",4237,13,"Weekday",567.656880873855,54,23,342,4,1013.4,28.3,63,0,0.6,28,"良好",0.5,0.3,32.1,25.4,25,7,13.3,19.6,6.3,"2.9","106",0.3,8.5,21,0
"2023-11-01 13:00:00","北投",1620,13,"Weekday",687.457889956981,31,11,62,4,1013.4,28.3,63,0,0.6,39,"良好",0.3,0.15,41.1,43,11,7,0.6,1.3,0.6,"3.5","170",0.1,4.4,11,0
"2023-11-01 13:00:00","北門",1402,13,"Weekday",512.321365522758,71,13,200,2,1013.4,28.3,63,0,0.6,32,"良好",0.5,0.27,32.5,27.5,27,13,13.8,18.8,4.9,"3.8","83",0.2,9.9,25,0
"2023-11-01 13:00:00","古亭",3160,13,"Weekday",821.482825496233,72,29,356,4,1013.4,28.3,63,0,0.6,32,"良好",0.7,0.2,34.2,32.2,17,7,7.5,10,2.5,"2.5","45",0.2,9.8,19,0
"2023-11-01 13:00:00","士林",2728,13,"Weekday",966.537893615898,101,13,102,3,1013.4,28.3,63,0,0.6,32,"良好",1.6,0.18,38.6,35.9,15,11,6.9,9.3,2.4,"2.3","127",0.1,8.8,16,1
"2023-11-01 13:00:00","大橋頭",1007,13,"Weekday",667.064144532519,68,23,157,8,1013.4,28.3,63,0,0.6,36,"良好",NA,NA,NA,14.7,29,NA,NA,NA,NA,"-","-",0.9,11.2,30,1
"2023-11-01 13:00:00","松山",1621,13,"Weekday",742.114262614521,70,28,158,2,1013.4,28.3,63,0,0.6,33,"良好",1.1,0.18,33.6,22.2,15,11,9.7,13.7,4,"3.2","51",0.2,10.3,16,1
"2023-11-01 14:00:00","中山",4196,14,"Weekday",567.656880873855,54,23,356,4,1013.2,27.9,61,0,0.5,28,"良好",0.6,0.26,29,25.4,24,NA,13.1,19,5.9,"3.3","113",0.3,8.7,21,0
"2023-11-01 14:00:00","北投",1541,14,"Weekday",687.457889956981,31,11,59,4,1013.2,27.9,61,0,0.5,39,"良好",NA,0.15,40,42.2,NA,9,NA,NA,NA,"2.9","180",0.1,5.6,12,0
"2023-11-01 14:00:00","北門",1225,14,"Weekday",512.321365522758,71,13,178,2,1013.2,27.9,61,0,0.5,36,"良好",0.4,0.25,32.6,28,21,15,12.4,16.3,3.9,"3.4","101",0.3,11,24,0
"2023-11-01 14:00:00","古亭",2654,14,"Weekday",821.482825496233,72,29,356,4,1013.2,27.9,61,0,0.5,30,"良好",0.6,0.21,32.8,32.1,18,7,8,10.4,2.4,"2.7","49",0.2,9.1,19,0
"2023-11-01 14:00:00","士林",2589,14,"Weekday",966.537893615898,101,13,104,3,1013.2,27.9,61,0,0.5,32,"良好",1.3,0.19,35.7,35.3,17,9,8.3,11.1,2.8,"1.6","69",0.1,8.7,16,1
"2023-11-01 14:00:00","大橋頭",901,14,"Weekday",667.064144532519,68,23,138,8,1013.2,27.9,61,0,0.5,38,"良好",0.8,0.51,NA,12.8,NA,14,19,32.9,13.9,"-","-",1,11.6,29,1
"2023-11-01 14:00:00","松山",1389,14,"Weekday",742.114262614521,70,28,173,2,1013.2,27.9,61,0,0.5,34,"良好",0.7,0.18,33.3,23.4,19,12,8.5,11.3,2.8,"2.8","51",0.2,10.6,17,1
"2023-11-01 15:00:00","中山",4426,15,"Weekday",567.656880873855,54,23,339,4,1013.2,27.1,68,0,0.4,25,"良好",0.5,0.3,25.3,25.7,NA,4,15.4,22.1,6.7,"2.4","108",0.3,7.6,23,0
"2023-11-01 15:00:00","北投",1555,15,"Weekday",687.457889956981,31,11,84,4,1013.2,27.1,68,0,0.4,38,"良好",0.8,0.15,36.3,41.1,11,NA,1.4,1.9,0.4,"3.5","180",0.1,5.5,11,0
"2023-11-01 15:00:00","北門",1170,15,"Weekday",512.321365522758,71,13,227,2,1013.2,27.1,68,0,0.4,37,"良好",0.5,0.25,30.6,29,27,11,13.6,17.7,4.1,"3.5","79",0.3,11.3,25,0
"2023-11-01 15:00:00","古亭",2698,15,"Weekday",821.482825496233,72,29,373,4,1013.2,27.1,68,0,0.4,30,"良好",0.7,0.23,31.4,33,21,8,8.8,11.6,2.8,"2.3","46",0.2,8.6,20,0
"2023-11-01 15:00:00","士林",2650,15,"Weekday",966.537893615898,101,13,103,3,1013.2,27.1,68,0,0.4,32,"良好",1,0.19,34,35,17,15,8.4,11,2.6,"2","137",0.1,9.9,16,1
"2023-11-01 15:00:00","大橋頭",1137,15,"Weekday",667.064144532519,68,23,150,8,1013.2,27.1,68,0,0.4,46,"良好",NA,NA,NA,NA,36,22,NA,NA,NA,"-","-",1,14.3,30,1
"2023-11-01 15:00:00","松山",1646,15,"Weekday",742.114262614521,70,28,190,2,1013.2,27.1,68,0,0.4,35,"良好",0.7,0.18,30.8,25.4,21,11,10.8,14.1,3.2,"2.6","44",0.2,10.9,17,1
"2023-11-01 16:00:00","中山",5217,16,"Weekday",567.656880873855,54,23,419,4,1013.2,26.4,69,0,0.5,27,"良好",0.5,0.32,24.1,26.1,NA,7,16.4,23.8,7.4,"2.7","103",0.3,7.1,23,0
"2023-11-01 16:00:00","北投",2193,16,"Weekday",687.457889956981,31,11,111,4,1013.2,26.4,69,0,0.5,36,"良好",1,0.15,34.8,39.8,8,9,1.9,2.4,0.4,"2.9","170",0.1,6.4,10,0
"2023-11-01 16:00:00","北門",1732,16,"Weekday",512.321365522758,71,13,248,2,1013.2,26.4,69,0,0.5,39,"良好",0.4,0.25,28.9,30.1,29,13,14.5,18,3.5,"3.6","88",0.2,12,25,0
"2023-11-01 16:00:00","古亭",3705,16,"Weekday",821.482825496233,72,29,508,4,1013.2,26.4,69,0,0.5,30,"良好",0.7,0.22,31.2,32.7,19,10,9.6,12,2.4,"3.2","55",0.2,8.7,19,0
"2023-11-01 16:00:00","士林",3643,16,"Weekday",966.537893615898,101,13,173,3,1013.2,26.4,69,0,0.5,35,"良好",0.9,0.18,33.9,34.9,19,NA,7,8.7,1.7,"1.9","127",0.1,10.7,17,1
"2023-11-01 16:00:00","大橋頭",1363,16,"Weekday",667.064144532519,68,23,193,8,1013.2,26.4,69,0,0.5,49,"良好",0.8,0.39,NA,NA,33,14,19.3,31.3,12,"-","-",0.6,15.2,32,1
"2023-11-01 16:00:00","松山",2200,16,"Weekday",742.114262614521,70,28,309,2,1013.2,26.4,69,0,0.5,35,"良好",0.6,0.2,28.2,27.5,20,9,12,15.3,3.3,"2.6","54",0.2,10.9,18,1
"2023-11-01 17:00:00","中山",7710,17,"Weekday",567.656880873855,54,23,573,4,1013,26,71,0,0.8,30,"良好",0.7,0.38,20.6,26.6,27,11,18.5,25.1,6.6,"2.5","107",0.3,8,24,0
"2023-11-01 17:00:00","北投",3352,17,"Weekday",687.457889956981,31,11,206,4,1013,26,71,0,0.8,35,"良好",1.3,0.14,35.4,38.7,13,12,2.4,2.6,0.2,"3.5","160",0.1,7.8,10,0
"2023-11-01 17:00:00","北門",2916,17,"Weekday",512.321365522758,71,13,353,2,1013,26,71,0,0.8,38,"良好",0.3,0.27,25.6,30.3,24,11,16,19.6,3.6,"3","92",0.2,11.8,25,0
"2023-11-01 17:00:00","古亭",5819,17,"Weekday",821.482825496233,72,29,697,4,1013,26,71,0,0.8,31,"良好",0.7,0.24,29.1,32.1,21,11,10,12.2,2.2,"2.3","52",0.2,9.5,20,0
"2023-11-01 17:00:00","士林",5522,17,"Weekday",966.537893615898,101,13,234,3,1013,26,71,0,0.8,31,"良好",0.8,0.19,31.5,34.9,20,6,7.8,9.4,1.6,"1.8","105",0.1,9.7,17,1
"2023-11-01 17:00:00","大橋頭",2419,17,"Weekday",667.064144532519,68,23,344,8,1013,26,71,0,0.8,51,"普通",0.9,0.48,NA,NA,26,16,21.9,34.6,12.7,"-","-",0.4,15.5,32,1
"2023-11-01 17:00:00","松山",4153,17,"Weekday",742.114262614521,70,28,474,2,1013,26,71,0,0.8,34,"良好",0.7,0.2,26,29.2,20,9,12.6,15.3,2.7,"2.6","57",0.2,10.5,19,1
"2023-11-01 18:00:00","中山",10659,18,"Weekday",567.656880873855,54,23,637,4,1013.4,25.6,73,0,0,37,"良好",0.7,0.48,16.2,25.7,17,7,22.7,29.9,7.2,"2","105",0.3,7.9,22,0
"2023-11-01 18:00:00","北投",4115,18,"Weekday",687.457889956981,31,11,120,4,1013.4,25.6,73,0,0,34,"良好",0.9,0.15,33.9,37.7,11,10,1.9,2.2,0.3,"4.1","160",0.1,8.4,11,0
"2023-11-01 18:00:00","北門",3889,18,"Weekday",512.321365522758,71,13,279,2,1013.4,25.6,73,0,0,37,"良好",0.4,0.4,18.7,29.3,22,10,22.5,26.1,3.6,"3.3","91",0.2,11.2,25,0
"2023-11-01 18:00:00","古亭",8056,18,"Weekday",821.482825496233,72,29,813,4,1013.4,25.6,73,0,0,32,"良好",0.6,0.29,25.6,31.5,16,10,12.2,14.2,1.9,"2.4","44",0.2,9.8,19,0
"2023-11-01 18:00:00","士林",6543,18,"Weekday",966.537893615898,101,13,201,3,1013.4,25.6,73,0,0,31,"良好",0.9,0.22,28.6,34.1,12,9,10,11.6,1.5,"1.3","120",0.1,9.7,16,1
"2023-11-01 18:00:00","大橋頭",2861,18,"Weekday",667.064144532519,68,23,349,8,1013.4,25.6,73,0,0,51,"普通",1,0.75,NA,NA,22,13,28.8,54.2,25.4,"-","-",0.5,15.5,31,0
"2023-11-01 18:00:00","松山",7639,18,"Weekday",742.114262614521,70,28,521,2,1013.4,25.6,73,0,0,35,"良好",0.8,0.29,18.9,28.9,14,12,18.8,22.6,3.7,"1.2","56",0.2,10.7,18,1
"2023-11-01 19:00:00","中山",7511,19,"Weekday",567.656880873855,54,23,455,4,1013.8,25.3,75,0,0,42,"良好",0.5,0.62,11.5,23.7,21,9,25.7,36.2,10.5,"2.4","112",0.3,8.6,22,0
"2023-11-01 19:00:00","北投",2666,19,"Weekday",687.457889956981,31,11,112,4,1013.8,25.3,75,0,0,33,"良好",1.5,0.14,33.3,36.9,11,10,2.7,3,0.2,"3.6","170",0.1,8.8,11,0
"2023-11-01 19:00:00","北門",2213,19,"Weekday",512.321365522758,71,13,207,2,1013.8,25.3,75,0,0,42,"良好",0.4,0.49,13.6,27.1,17,13,25.6,30.6,4.9,"3","98",0.3,11.7,24,0
"2023-11-01 19:00:00","古亭",4968,19,"Weekday",821.482825496233,72,29,562,4,1013.8,25.3,75,0,0,31,"良好",0.6,0.34,23.9,30.4,19,7,13.3,15.5,2.2,"2","46",0.2,9.5,19,0
"2023-11-01 19:00:00","士林",4060,19,"Weekday",966.537893615898,101,13,144,3,1013.8,25.3,75,0,0,31,"良好",0.7,0.24,28.1,33.4,15,10,10.2,11.5,1.2,"1.6","143",0.1,8.8,16,1
"2023-11-01 19:00:00","大橋頭",1747,19,"Weekday",667.064144532519,68,23,237,8,1013.8,25.3,75,0,0,51,"普通",1.1,1.07,8.6,NA,31,17,31.1,63.3,32.1,"-","-",0.6,15.1,30,0
"2023-11-01 19:00:00","松山",5222,19,"Weekday",742.114262614521,70,28,462,2,1013.8,25.3,75,0,0,47,"良好",1.1,0.45,8.6,26.5,12,11,28,36.5,8.4,"0.3","66",0.2,10.7,17,1
"2023-11-01 20:00:00","中山",5036,20,"Weekday",567.656880873855,54,23,346,4,1014.2,25.2,75,0,0,35,"良好",0.4,0.48,13.8,21.6,15,8,21.7,28.9,7.1,"2.4","111",0.3,8.6,20,0
"2023-11-01 20:00:00","北投",1773,20,"Weekday",687.457889956981,31,11,73,4,1014.2,25.2,75,0,0,32,"良好",1.4,0.14,32.7,35.9,13,10,2.7,3,0.3,"3.2","190",0.1,9.2,12,0
