"datetime","air_pressure","air_temperature","relative_humidity","precipitation","sunshine_duration"
"2022-05-09 01:00:00",1009.6,24.3,86,0,0
"2022-05-09 02:00:00",1008.8,24.1,87,0,0
"2022-05-09 03:00:00",1008.7,24.1,87,0,0
"2022-05-09 04:00:00",1009,24.2,86,0,0
"2022-05-09 05:00:00",1009.4,24.2,87,0,0
"2022-05-09 06:00:00",1010.1,24.2,86,0,0
"2022-05-09 07:00:00",1010.6,24.4,86,0,0
"2022-05-09 08:00:00",1011,24.9,81,0,0
"2022-05-09 09:00:00",1011,25.2,80,0,0
"2022-05-09 10:00:00",1010.9,26,77,0,0
"2022-05-09 11:00:00",1011,26.1,76,0,0
"2022-05-09 12:00:00",1010.6,27.1,70,0,0.6
"2022-05-09 13:00:00",1010.2,26.7,72,0,0
"2022-05-09 14:00:00",1009.6,25.8,75,0,0
"2022-05-09 15:00:00",1008.9,25.2,79,0.1,0
"2022-05-09 16:00:00",1008.5,24.9,81,0.1,0
"2022-05-09 17:00:00",1008.4,24.8,82,0.1,0
"2022-05-09 18:00:00",1008.4,24.8,82,0,0
"2022-05-09 19:00:00",1008.9,24.6,82,0,0
"2022-05-09 20:00:00",1009.2,24.4,81,0,0
"2022-05-09 21:00:00",1009.5,24.2,82,0,0
"2022-05-09 22:00:00",1009.4,24,84,0,0
"2022-05-09 23:00:00",1009.2,24,84,0,0
"2022-05-10 00:00:00",1008.9,23.8,86,0,0
"2022-05-10 01:00:00",1008.7,23.7,88,0,0
"2022-05-10 02:00:00",1007.6,23.8,87,0,0
"2022-05-10 03:00:00",1007.2,23.8,86,0,0
"2022-05-10 04:00:00",1006.9,23.8,85,0,0
"2022-05-10 05:00:00",1007.1,23.7,85,0,0
"2022-05-10 06:00:00",1007.6,24.2,83,0,0.4
"2022-05-10 07:00:00",1008.2,25.2,79,0,0.4
"2022-05-10 08:00:00",1008,25.9,76,0,0.1
"2022-05-10 09:00:00",1007.9,28.2,70,0,0.9
"2022-05-10 10:00:00",1007.7,29.6,65,0,0.6
"2022-05-10 11:00:00",1007.2,29.8,59,0,0.3
"2022-05-10 12:00:00",1006.8,28.8,67,0,0.1
"2022-05-10 13:00:00",1006.6,27,73,0,0
"2022-05-10 14:00:00",1006,26.3,88,2,0
"2022-05-10 15:00:00",1005.5,27.9,71,0.1,0.2
"2022-05-10 16:00:00",1005.2,27.3,75,0,0.2
"2022-05-10 17:00:00",1005.3,25.3,88,1.5,0
"2022-05-10 18:00:00",1006.3,25.6,90,0.1,0
"2022-05-10 19:00:00",1007,25.5,91,0,0
"2022-05-10 20:00:00",1007.5,24.6,92,0.5,0
"2022-05-10 21:00:00",1007.3,24.5,91,0.5,0
"2022-05-10 22:00:00",1007.3,24.2,94,0,0
"2022-05-10 23:00:00",1007,24.2,93,0,0
"2022-05-11 00:00:00",1006.4,24.2,92,0,0
"2022-05-11 01:00:00",1006.1,23.9,92,0,0
"2022-05-11 02:00:00",1005.7,23.9,93,0,0
"2022-05-11 03:00:00",1005.5,23.9,92,0,0
"2022-05-11 04:00:00",1005.4,23.9,92,0,0
"2022-05-11 05:00:00",1005.5,23.6,93,0.1,0
"2022-05-11 06:00:00",1006.3,23.8,91,0.1,0
"2022-05-11 07:00:00",1006.7,23.5,96,1.5,0
"2022-05-11 08:00:00",1007.1,23.4,96,4,0
"2022-05-11 09:00:00",1007.4,24.1,94,0.1,0
"2022-05-11 10:00:00",1007.9,24,96,3.5,0
"2022-05-11 11:00:00",1007.7,24.2,96,2.5,0
"2022-05-11 12:00:00",1007.1,24.5,95,0.5,0
"2022-05-11 13:00:00",1006.7,24.8,93,1,0
"2022-05-11 14:00:00",1005.9,25.6,90,0.1,0
"2022-05-11 15:00:00",1005,27.4,77,0,0.6
"2022-05-11 16:00:00",1004.6,27.5,75,0,0.4
"2022-05-11 17:00:00",1005,27.5,77,0,0.9
"2022-05-11 18:00:00",1005.7,26.6,76,0,1
"2022-05-11 19:00:00",1006.2,25.3,80,0,0
"2022-05-11 20:00:00",1006.5,25,80,0,0
"2022-05-11 21:00:00",1007.1,25.1,81,0,0
"2022-05-11 22:00:00",1007.4,25.1,84,0,0
"2022-05-11 23:00:00",1007.3,24.7,87,0,0
"2022-05-12 00:00:00",1006.7,24.4,88,0,0
"2022-05-12 01:00:00",1006.2,24.2,88,0,0
"2022-05-12 02:00:00",1005.4,24.1,88,0,0
"2022-05-12 03:00:00",1004.9,24,88,0,0
"2022-05-12 04:00:00",1005.2,23.9,88,0,0
"2022-05-12 05:00:00",1005.5,23.5,89,0,0
"2022-05-12 06:00:00",1005.9,23.5,91,0,0.3
"2022-05-12 07:00:00",1006.2,24.5,86,0,0.7
"2022-05-12 08:00:00",1006,25.3,83,0,0
"2022-05-12 09:00:00",1005.9,26.5,79,0,0.1
"2022-05-12 10:00:00",1005.5,28.1,73,0,0.2
"2022-05-12 11:00:00",1005.3,29.6,69,0,0.2
"2022-05-12 12:00:00",1004.5,30.6,63,0,0.8
"2022-05-12 13:00:00",1003.6,30.3,62,0,0.5
"2022-05-12 14:00:00",1003.6,25.4,92,6,0
"2022-05-12 15:00:00",1003.7,25.4,92,1.5,0
"2022-05-12 16:00:00",1003.8,24.6,96,11.5,0
"2022-05-12 17:00:00",1003.8,24.3,95,0.5,0
"2022-05-12 18:00:00",1004.3,24,95,3,0
"2022-05-12 19:00:00",1004.7,23.8,97,17.5,0
"2022-05-12 20:00:00",1004.6,24,96,0,0
"2022-05-12 21:00:00",1004.8,23.9,97,0,0
"2022-05-12 22:00:00",1005,24,96,0,0
"2022-05-12 23:00:00",1004.4,23.9,96,0.1,0
"2022-05-13 00:00:00",1003.7,23.8,96,0,0
"2022-05-13 01:00:00",1003.3,23.6,96,0,0
"2022-05-13 02:00:00",1003.5,23.7,96,0,0
"2022-05-13 03:00:00",1002.9,23.4,97,1.5,0
"2022-05-13 04:00:00",1002.2,23.4,97,0.5,0
"2022-05-13 05:00:00",1001.9,23.3,98,0.5,0
"2022-05-13 06:00:00",1001.8,23.4,98,0.5,0
"2022-05-13 07:00:00",1001.4,23.7,96,0,0
"2022-05-13 08:00:00",1002,25.1,92,0,0
"2022-05-13 09:00:00",1002,26.7,81,0,0.2
"2022-05-13 10:00:00",1002.4,28.4,72,0,0.8
"2022-05-13 11:00:00",1002.2,28.3,77,0,0.4
"2022-05-13 12:00:00",1001.6,28.8,67,0,0
"2022-05-13 13:00:00",1001.8,27.2,79,0.1,0
"2022-05-13 14:00:00",1001.3,27.8,68,0.5,0
"2022-05-13 15:00:00",1001.1,27.2,79,0,0
"2022-05-13 16:00:00",1001.2,26.7,83,0.1,0
"2022-05-13 17:00:00",1001.7,26.7,80,0,0
"2022-05-13 18:00:00",1002.7,26.5,82,0,0
"2022-05-13 19:00:00",1004,24.6,90,0.1,0
"2022-05-13 20:00:00",1004.1,24.4,84,0.1,0
"2022-05-13 21:00:00",1005.4,24,87,0.5,0
"2022-05-13 22:00:00",1005.8,23.6,92,0.1,0
"2022-05-13 23:00:00",1005.7,23.3,94,0.5,0
"2022-05-14 00:00:00",1005.8,23.2,90,0,0
"2022-05-14 01:00:00",1005.7,23.1,89,0.1,0
"2022-05-14 02:00:00",1005.5,22.3,94,1,0
"2022-05-14 03:00:00",1005.5,22,94,3.5,0
"2022-05-14 04:00:00",1005.8,22.1,94,0.5,0
"2022-05-14 05:00:00",1006,21.8,94,2,0
"2022-05-14 06:00:00",1006.5,21.6,94,3,0
"2022-05-14 07:00:00",1007.7,21.6,95,2,0
"2022-05-14 08:00:00",1008.3,21.7,95,1.5,0
"2022-05-14 09:00:00",1008.8,21.7,94,2,0
"2022-05-14 10:00:00",1009.3,21.8,95,3.5,0
"2022-05-14 11:00:00",1009.1,22,94,4,0
"2022-05-14 12:00:00",1008.2,22.9,92,2,0
"2022-05-14 13:00:00",1008.1,22.4,90,0.5,0
"2022-05-14 14:00:00",1007.3,22.2,92,1,0
"2022-05-14 15:00:00",1007.1,22.4,90,0.5,0
"2022-05-14 16:00:00",1007.2,22.2,88,0.1,0
"2022-05-14 17:00:00",1007.2,21.9,90,0,0
"2022-05-14 18:00:00",1007.5,21.6,89,0,0
"2022-05-14 19:00:00",1008.1,21.4,89,0,0
"2022-05-14 20:00:00",1008.7,21.4,90,0,0
"2022-05-14 21:00:00",1009,21.5,90,0,0
"2022-05-14 22:00:00",1009.5,21.5,90,0,0
"2022-05-14 23:00:00",1009.6,21.3,90,0,0
"2022-05-15 00:00:00",1009.3,21.2,91,0,0
"2022-05-15 01:00:00",1009,20.9,93,0.1,0
"2022-05-15 02:00:00",1008.3,20.9,92,0,0
"2022-05-15 03:00:00",1008.1,20.9,91,0.1,0
"2022-05-15 04:00:00",1008.5,20.6,92,0.1,0
"2022-05-15 05:00:00",1008.6,20.2,94,0.5,0
"2022-05-15 06:00:00",1009.6,20,93,0.5,0
"2022-05-15 07:00:00",1010.2,20.1,90,0.1,0
"2022-05-15 08:00:00",1010.7,20.4,88,0,0
"2022-05-15 09:00:00",1011,20.5,86,0,0
"2022-05-15 10:00:00",1011.2,20.5,88,0.1,0
"2022-05-15 11:00:00",1011,20.7,83,0.1,0
"2022-05-15 12:00:00",1010.5,20.8,80,0,0
"2022-05-15 13:00:00",1009.7,20.2,79,0,0
"2022-05-15 14:00:00",1009.6,20.1,75,0,0
"2022-05-15 15:00:00",1009.3,19.8,80,0.1,0
"2022-05-15 16:00:00",1009,19.2,87,0.1,0
"2022-05-15 17:00:00",1009.1,18.8,92,0.5,0
"2022-05-15 18:00:00",1009.5,18.3,91,0.5,0
"2022-05-15 19:00:00",1009.7,18,92,1.5,0
"2022-05-15 20:00:00",1010.5,17.9,92,5,0
"2022-05-15 21:00:00",1011.6,17.7,93,3,0
"2022-05-15 22:00:00",1011.5,17.8,93,2,0
"2022-05-15 23:00:00",1011.1,17.8,94,0.5,0
"2022-05-16 00:00:00",1010.4,17.7,94,1,0
"2022-05-16 01:00:00",1009.9,17.8,94,2,0
"2022-05-16 02:00:00",1009.8,17.7,94,2,0
"2022-05-16 03:00:00",1009.8,17.5,94,2,0
"2022-05-16 04:00:00",1009.8,17.2,93,2.5,0
"2022-05-16 05:00:00",1009.9,17,92,0.1,0
"2022-05-16 06:00:00",1010.3,16.9,94,3,0
"2022-05-16 07:00:00",1011.1,17.1,94,1.5,0
"2022-05-16 08:00:00",1011.2,17.7,95,1,0
"2022-05-16 09:00:00",1010.9,18,93,0.5,0
"2022-05-16 10:00:00",1011.3,18.2,89,0.1,0
"2022-05-16 11:00:00",1011.2,18,90,0.5,0
"2022-05-16 12:00:00",1010.7,18,92,2,0
"2022-05-16 13:00:00",1010,18.4,91,0.5,0
"2022-05-16 14:00:00",1009.7,18.4,92,1.5,0
"2022-05-16 15:00:00",1009.2,18.5,93,0.5,0
"2022-05-16 16:00:00",1009.3,18.1,93,1.5,0
"2022-05-16 17:00:00",1009.6,18.2,91,0.1,0
"2022-05-16 18:00:00",1009.7,17.8,93,1,0
"2022-05-16 19:00:00",1009.9,17.6,93,1,0
"2022-05-16 20:00:00",1010.7,17.3,94,3,0
"2022-05-16 21:00:00",1010.8,17.2,95,6,0
"2022-05-16 22:00:00",1011.2,17.2,95,6,0
"2022-05-16 23:00:00",1011.1,17,95,3,0
"2022-05-17 00:00:00",1010.5,17.1,96,2.5,0
"2022-05-17 01:00:00",1009.9,17.2,96,3,0
"2022-05-17 02:00:00",1009.6,17.2,96,3.5,0
"2022-05-17 03:00:00",1009.3,17.2,96,2,0
"2022-05-17 04:00:00",1009.2,17.5,95,0.1,0
"2022-05-17 05:00:00",1009.6,17.7,95,0,0
"2022-05-17 06:00:00",1010.2,17.9,94,0,0
"2022-05-17 07:00:00",1011,18.1,90,0,0
"2022-05-17 08:00:00",1011.4,18.7,87,0,0
"2022-05-17 09:00:00",1011.8,19.8,80,0,0
"2022-05-17 10:00:00",1011.9,21,70,0,0
"2022-05-17 11:00:00",1011.5,21.7,64,0,0
"2022-05-17 12:00:00",1011.2,22.5,58,0,0
"2022-05-17 13:00:00",1010.9,22.9,56,0,0
"2022-05-17 14:00:00",1010.5,23,56,0,0
"2022-05-17 15:00:00",1010.5,22.7,56,0,0
"2022-05-17 16:00:00",1010.5,22.2,61,0,0
"2022-05-17 17:00:00",1010.6,21.9,63,0,0.1
"2022-05-17 18:00:00",1011,21.6,64,0,0
"2022-05-17 19:00:00",1011.5,21.3,67,0,0
"2022-05-17 20:00:00",1012.2,21.2,68,0,0
"2022-05-17 21:00:00",1012.7,21,71,0,0
"2022-05-17 22:00:00",1013,21,73,0,0
"2022-05-17 23:00:00",1012.7,21,75,0,0
"2022-05-18 00:00:00",1012.5,21,77,0,0
"2022-05-18 01:00:00",1011.9,21,78,0,0
"2022-05-18 02:00:00",1011.4,20.9,81,0,0
"2022-05-18 03:00:00",1011.2,21.2,82,0,0
"2022-05-18 04:00:00",1011,21.4,82,0,0
"2022-05-18 05:00:00",1011.2,21.6,82,0,0
"2022-05-18 06:00:00",1011.7,21.9,82,0,0
"2022-05-18 07:00:00",1012,22.2,82,0,0.1
"2022-05-18 08:00:00",1012.7,22.2,83,0,0.1
"2022-05-18 09:00:00",1012.7,23.1,82,0,0
"2022-05-18 10:00:00",1012.7,24.7,77,0,0.7
"2022-05-18 11:00:00",1012.5,24.2,79,0,0.5
"2022-05-18 12:00:00",1011.7,25.2,78,0,0.4
"2022-05-18 13:00:00",1011.2,26,76,0,0.8
"2022-05-18 14:00:00",1010.4,26,75,0,0.7
"2022-05-18 15:00:00",1009.9,27.3,70,0,0.3
"2022-05-18 16:00:00",1009.8,25.8,75,0,0.2
"2022-05-18 17:00:00",1010.1,25.4,72,0,0.5
"2022-05-18 18:00:00",1010.3,25.1,74,0,0.2
"2022-05-18 19:00:00",1010.8,24.6,76,0,0
"2022-05-18 20:00:00",1011.1,24.4,77,0,0
"2022-05-18 21:00:00",1011.2,24.4,76,0,0
"2022-05-18 22:00:00",1011.4,24.5,76,0,0
"2022-05-18 23:00:00",1010.8,24.5,78,0,0
"2022-05-19 00:00:00",1010.1,24.4,78,0,0
"2022-05-19 01:00:00",1009.5,24.2,80,0,0
"2022-05-19 02:00:00",1009.1,24.3,80,0,0
"2022-05-19 03:00:00",1009,24.4,79,0,0
"2022-05-19 04:00:00",1009.2,24.4,80,0,0
"2022-05-19 05:00:00",1009.4,24.4,79,0,0
"2022-05-19 06:00:00",1009.5,24.5,77,0,0
"2022-05-19 07:00:00",1010,24.7,78,0,0
"2022-05-19 08:00:00",1009.8,24.7,83,0.1,0
"2022-05-19 09:00:00",1009.8,24.7,87,0.1,0
"2022-05-19 10:00:00",1009.2,24.6,91,0.5,0
"2022-05-19 11:00:00",1008.8,25.3,88,0.1,0
"2022-05-19 12:00:00",1008.3,25.9,84,0.1,0.1
"2022-05-19 13:00:00",1007.7,25.9,83,0.1,0.1
"2022-05-19 14:00:00",1006.6,26.6,80,0,0.4
"2022-05-19 15:00:00",1006.3,26.6,79,0,0.4
"2022-05-19 16:00:00",1005.8,26.5,79,0,0
"2022-05-19 17:00:00",1005.5,26,82,0.1,0
"2022-05-19 18:00:00",1005.9,25.4,84,0.1,0
"2022-05-19 19:00:00",1006.4,24.6,85,0,0
"2022-05-19 20:00:00",1006.8,24.2,87,0,0
"2022-05-19 21:00:00",1007.4,23.4,93,0.1,0
"2022-05-19 22:00:00",1007.4,23.5,91,0,0
"2022-05-19 23:00:00",1007.1,23.7,87,0,0
"2022-05-20 00:00:00",1006.8,23.5,88,0,0
"2022-05-20 01:00:00",1006,23.5,89,0,0
"2022-05-20 02:00:00",1005.5,23.5,89,0,0
"2022-05-20 03:00:00",1005.6,23.2,91,0,0
"2022-05-20 04:00:00",1005.4,23.2,90,0,0
"2022-05-20 05:00:00",1005.4,23.2,89,0,0
"2022-05-20 06:00:00",1005.8,23.1,89,0,0
"2022-05-20 07:00:00",1006.5,23.4,88,0,0
"2022-05-20 08:00:00",1006.3,24.2,86,0,0
"2022-05-20 09:00:00",1006.2,24.6,84,0,0
"2022-05-20 10:00:00",1006.2,24.8,84,0,0
"2022-05-20 11:00:00",1005.8,24.7,83,0,0
"2022-05-20 12:00:00",1005.3,24.6,84,0,0
"2022-05-20 13:00:00",1004.9,25.5,80,0,0
"2022-05-20 14:00:00",1004.1,26.6,76,0,0.2
"2022-05-20 15:00:00",1004,26,76,0,0
"2022-05-20 16:00:00",1003.7,25.7,75,0,0
"2022-05-20 17:00:00",1003.6,25.2,76,0,0
"2022-05-20 18:00:00",1003.7,24.7,78,0,0
"2022-05-20 19:00:00",1004.4,24.3,77,0,0
"2022-05-20 20:00:00",1005,24,78,0,0
"2022-05-20 21:00:00",1005.1,23.5,83,0,0
"2022-05-20 22:00:00",1005.1,23.2,85,0,0
"2022-05-20 23:00:00",1005.2,23,85,0,0
"2022-05-21 00:00:00",1004.6,22.8,86,0,0
"2022-05-21 01:00:00",1004.1,22.9,85,0,0
"2022-05-21 02:00:00",1003.9,22.9,84,0,0
"2022-05-21 03:00:00",1003.6,23,84,0,0
"2022-05-21 04:00:00",1003.7,23,84,0,0
"2022-05-21 05:00:00",1004.2,23,84,0,0
"2022-05-21 06:00:00",1005.1,22.9,85,0,0
"2022-05-21 07:00:00",1005.6,23,85,0.1,0
"2022-05-21 08:00:00",1006.5,23.6,83,0,0
"2022-05-21 09:00:00",1006.6,24.1,78,0,0
"2022-05-21 10:00:00",1006.4,24.1,75,0,0
"2022-05-21 11:00:00",1006.2,24.2,73,0,0
"2022-05-21 12:00:00",1006.3,24,74,0,0
"2022-05-21 13:00:00",1005.8,24.2,76,0.1,0
"2022-05-21 14:00:00",1005.5,24,73,0,0
"2022-05-21 15:00:00",1005.4,23.8,76,0,0
"2022-05-21 16:00:00",1005.1,23.7,75,0,0
"2022-05-21 17:00:00",1005,23.3,77,0,0
"2022-05-21 18:00:00",1005.5,22.9,79,0,0
"2022-05-21 19:00:00",1005.9,22.9,79,0,0
"2022-05-21 20:00:00",1006.4,22.3,85,0.1,0
"2022-05-21 21:00:00",1006.8,21.8,87,0.5,0
"2022-05-21 22:00:00",1007.1,22.2,85,0.1,0
"2022-05-21 23:00:00",1006.6,21.8,90,0.1,0
"2022-05-22 00:00:00",1005.8,21.4,92,1,0
"2022-05-22 01:00:00",1005.2,21.5,91,0.1,0
"2022-05-22 02:00:00",1004.9,21.4,92,0.1,0
"2022-05-22 03:00:00",1004.6,21.6,90,0,0
"2022-05-22 04:00:00",1004.6,21.8,89,0,0
"2022-05-22 05:00:00",1005,22,87,0,0
"2022-05-22 06:00:00",1005.1,22.1,85,0.5,0
"2022-05-22 07:00:00",1005.3,22.5,84,0,0
"2022-05-22 08:00:00",1005.5,22.9,84,0,0
"2022-05-22 09:00:00",1005.9,23.1,85,0,0
"2022-05-22 10:00:00",1006.2,23,87,0,0
"2022-05-22 11:00:00",1006.1,23,87,0,0
"2022-05-22 12:00:00",1005.7,23.3,85,0.1,0
"2022-05-22 13:00:00",1005.3,23.5,82,0,0
"2022-05-22 14:00:00",1004.9,23.2,84,0,0
"2022-05-22 15:00:00",1004.8,22.9,86,0,0
"2022-05-22 16:00:00",1004.4,22.6,87,0,0
"2022-05-22 17:00:00",1004.5,22.3,90,0,0
"2022-05-22 18:00:00",1004.7,22.5,91,0,0
"2022-05-22 19:00:00",1005.1,22.7,89,0,0
"2022-05-22 20:00:00",1005.6,22.7,90,0,0
"2022-05-22 21:00:00",1006.2,22.9,91,0,0
"2022-05-22 22:00:00",1006.1,22.8,92,0,0
"2022-05-22 23:00:00",1005.8,23,92,0,0
"2022-05-23 00:00:00",1004.9,23.2,92,0,0
"2022-05-23 01:00:00",1004,23.3,92,0,0
"2022-05-23 02:00:00",1003.7,23.3,93,0,0
"2022-05-23 03:00:00",1003.6,23.3,93,0,0
"2022-05-23 04:00:00",1003.7,22.8,93,0,0
"2022-05-23 05:00:00",1003.8,22.5,91,0,0
"2022-05-23 06:00:00",1004.3,22.8,91,0,0
"2022-05-23 07:00:00",1004.7,23.5,89,0,0
"2022-05-23 08:00:00",1005,24.2,86,0,0
"2022-05-23 09:00:00",1005.2,25.3,82,0,0
"2022-05-23 10:00:00",1005.4,25.8,82,0,0
"2022-05-23 11:00:00",1006,25.8,83,0,0
"2022-05-23 12:00:00",1006,24.8,85,0,0
"2022-05-23 13:00:00",1005.7,24.9,85,0,0
"2022-05-23 14:00:00",1005.9,24.1,86,0,0
"2022-05-23 15:00:00",1005.9,24,86,0,0
"2022-05-23 16:00:00",1006,23.7,88,0.1,0
"2022-05-23 17:00:00",1006.2,23,94,0.1,0
"2022-05-23 18:00:00",1006.7,23.1,94,0.1,0
"2022-05-23 19:00:00",1007,23,95,0.1,0
"2022-05-23 20:00:00",1007.1,23,96,0,0
"2022-05-23 21:00:00",1007.4,23.1,95,0,0
"2022-05-23 22:00:00",1007.7,23.3,95,0,0
"2022-05-23 23:00:00",1007.2,22.9,93,0,0
"2022-05-24 00:00:00",1007,22.9,93,0,0
"2022-05-24 01:00:00",1007,22.7,93,0.1,0
"2022-05-24 02:00:00",1006.9,22.6,93,0,0
"2022-05-24 03:00:00",1006.5,22.6,92,0,0
"2022-05-24 04:00:00",1007.1,22.8,90,0,0
"2022-05-24 05:00:00",1007.5,22.8,89,0,0
"2022-05-24 06:00:00",1008,22.8,89,0,0
"2022-05-24 07:00:00",1008.4,23,89,0,0
"2022-05-24 08:00:00",1008.4,23,90,0,0
"2022-05-24 09:00:00",1008.3,23.6,90,0.5,0
"2022-05-24 10:00:00",1008.3,23.9,86,0,0
"2022-05-24 11:00:00",1008.1,24.4,85,0,0
"2022-05-24 12:00:00",1007.5,23.8,92,0.1,0
"2022-05-24 13:00:00",1007.3,23.6,93,0.5,0
"2022-05-24 14:00:00",1007.1,23.4,96,0.5,0
"2022-05-24 15:00:00",1007,22.9,95,0.5,0
"2022-05-24 16:00:00",1007.5,22.6,96,1.5,0
"2022-05-24 17:00:00",1007.4,22.6,96,1.5,0
"2022-05-24 18:00:00",1007.6,22.5,96,1.5,0
"2022-05-24 19:00:00",1008,22.5,98,7.5,0
"2022-05-24 20:00:00",1008.6,22.6,98,4,0
"2022-05-24 21:00:00",1009,22.7,98,3,0
"2022-05-24 22:00:00",1009.3,22.8,98,5,0
"2022-05-24 23:00:00",1008.9,22.6,99,15.5,0
"2022-05-25 00:00:00",1008.1,22.4,99,9,0
"2022-05-25 01:00:00",1007,22.3,99,5,0
"2022-05-25 02:00:00",1006.4,22.4,99,0,0
"2022-05-25 03:00:00",1006.4,22.4,99,0.1,0
"2022-05-25 04:00:00",1006.3,22.5,99,0.1,0
"2022-05-25 05:00:00",1006.2,22.4,99,0.5,0
"2022-05-25 06:00:00",1006.6,22.7,100,0.1,0
"2022-05-25 07:00:00",1006.8,22.9,100,1.5,0
"2022-05-25 08:00:00",1006.8,22.8,98,1.5,0
"2022-05-25 09:00:00",1007,23,99,6.5,0
"2022-05-25 10:00:00",1007,23,98,3.5,0
"2022-05-25 11:00:00",1006.9,23.3,98,3.5,0
"2022-05-25 12:00:00",1006.2,23.4,98,3,0
"2022-05-25 13:00:00",1005.1,23.4,98,9,0
"2022-05-25 14:00:00",1004.6,23.6,97,2,0
"2022-05-25 15:00:00",1004.3,23.6,97,3.5,0
"2022-05-25 16:00:00",1003.5,23.5,96,1.5,0
"2022-05-25 17:00:00",1004.4,23,98,18,0
"2022-05-25 18:00:00",1004.4,22.7,99,28,0
"2022-05-25 19:00:00",1004.5,22.9,98,6,0
"2022-05-25 20:00:00",1005.3,22.9,98,12,0
"2022-05-25 21:00:00",1005.3,23,99,3,0
"2022-05-25 22:00:00",1006,23,99,3.5,0
"2022-05-25 23:00:00",1005.8,23,100,7.5,0
"2022-05-26 00:00:00",1004.9,22.9,100,4.5,0
"2022-05-26 01:00:00",1004.1,22.9,100,4.5,0
"2022-05-26 02:00:00",1003.1,23,100,6,0
"2022-05-26 03:00:00",1002.2,22.9,100,2,0
"2022-05-26 04:00:00",1002.4,23,100,0.1,0
"2022-05-26 05:00:00",1002.4,22.8,100,0,0
"2022-05-26 06:00:00",1002.5,23.1,100,0,0
"2022-05-26 07:00:00",1002.9,23.1,99,0.5,0
"2022-05-26 08:00:00",1003.2,23.4,99,0.5,0
"2022-05-26 09:00:00",1003.3,24.2,96,0.1,0
"2022-05-26 10:00:00",1002.8,25.8,88,0,0.2
"2022-05-26 11:00:00",1002,27.2,79,0.1,0.1
"2022-05-26 12:00:00",1001.2,26.9,87,0.1,0.1
"2022-05-26 13:00:00",1001.3,25.7,91,0.5,0
"2022-05-26 14:00:00",1001,24.2,98,13.5,0
"2022-05-26 15:00:00",1000.6,24.2,98,16,0
"2022-05-26 16:00:00",1000.5,24.5,98,4,0
"2022-05-26 17:00:00",1000.9,22.9,95,1,0
"2022-05-26 18:00:00",1001.5,21.9,94,4,0
"2022-05-26 19:00:00",1002.1,21.8,94,2.5,0
"2022-05-26 20:00:00",1002.5,21.4,95,3,0
"2022-05-26 21:00:00",1003.1,21.4,94,1.5,0
"2022-05-26 22:00:00",1003.4,21.6,94,0.5,0
"2022-05-26 23:00:00",1003.2,21.3,96,6.5,0
"2022-05-27 00:00:00",1002.5,21.3,96,2,0
"2022-05-27 01:00:00",1001.8,21.4,96,1,0
"2022-05-27 02:00:00",1001.4,21.5,96,1.5,0
"2022-05-27 03:00:00",1001.3,21.5,97,3.5,0
"2022-05-27 04:00:00",1001.2,21.5,98,4.5,0
"2022-05-27 05:00:00",1001.7,21.6,98,1.5,0
"2022-05-27 06:00:00",1001.7,21.7,98,1,0
"2022-05-27 07:00:00",1002.4,22.2,98,0.5,0
"2022-05-27 08:00:00",1002.8,22.3,98,4,0
"2022-05-27 09:00:00",1003.5,22.6,98,3.5,0
"2022-05-27 10:00:00",1003.6,22.3,97,6,0
"2022-05-27 11:00:00",1003.6,22.2,96,3.5,0
"2022-05-27 12:00:00",1003.5,22.7,95,0.5,0
"2022-05-27 13:00:00",1003.4,22.6,95,1.5,0
"2022-05-27 14:00:00",1002.5,23.3,93,3,0
"2022-05-27 15:00:00",1002.2,23.5,90,0,0
"2022-05-27 16:00:00",1002.1,23.5,89,0,0
"2022-05-27 17:00:00",1001.9,23.3,90,0,0
"2022-05-27 18:00:00",1002.5,22.8,94,0.1,0
"2022-05-27 19:00:00",1003.2,22.7,96,0.1,0
"2022-05-27 20:00:00",1003.6,22.8,95,0.5,0
"2022-05-27 21:00:00",1003.8,22.8,95,1,0
"2022-05-27 22:00:00",1004.4,22.6,97,6,0
"2022-05-27 23:00:00",1004.5,22.7,98,2,0
"2022-05-28 00:00:00",1004.1,22.7,99,0.1,0
"2022-05-28 01:00:00",1003.2,22.7,99,0,0
"2022-05-28 02:00:00",1002.5,22.7,99,0,0
"2022-05-28 03:00:00",1002.2,22.8,99,0,0
"2022-05-28 04:00:00",1002.1,22.9,99,0,0
"2022-05-28 05:00:00",1002.4,22.9,100,0,0
"2022-05-28 06:00:00",1002.9,22.9,100,0,0
"2022-05-28 07:00:00",1003.3,23.5,99,0,0
"2022-05-28 08:00:00",1003.6,24.3,98,0.1,0
"2022-05-28 09:00:00",1004,24.4,98,0.5,0
"2022-05-28 10:00:00",1004.2,25.1,97,0,0
"2022-05-28 11:00:00",1004.4,25.1,95,0,0
"2022-05-28 12:00:00",1003.6,26.6,88,0,0
"2022-05-28 13:00:00",1002.9,28,82,0,0.2
"2022-05-28 14:00:00",1002.3,28.9,80,0,0.2
"2022-05-28 15:00:00",1002.2,28.9,79,0,0.1
"2022-05-28 16:00:00",1002.1,28.1,82,0,0
"2022-05-28 17:00:00",1002.1,27.9,84,0,0
"2022-05-28 18:00:00",1002.2,28.2,80,0,0.3
"2022-05-28 19:00:00",1002.7,26.8,89,0,0
