"datetime","mrt_station","mrt_flow"
2022-06-03 20:00:00,"北門",478
2022-06-03 20:00:00,"古亭",1161
2022-06-03 20:00:00,"士林",999
2022-06-03 20:00:00,"大橋頭",512
2022-06-03 20:00:00,"松山",858
2022-06-03 21:00:00,"中山",2746
2022-06-03 21:00:00,"北投",678
2022-06-03 21:00:00,"北門",400
2022-06-03 21:00:00,"古亭",1088
2022-06-03 21:00:00,"士林",1045
2022-06-03 21:00:00,"大橋頭",527
2022-06-03 21:00:00,"松山",874
2022-06-03 22:00:00,"中山",2599
2022-06-03 22:00:00,"北投",599
2022-06-03 22:00:00,"北門",338
2022-06-03 22:00:00,"古亭",986
2022-06-03 22:00:00,"士林",811
2022-06-03 22:00:00,"大橋頭",459
2022-06-03 22:00:00,"松山",776
2022-06-03 23:00:00,"中山",902
2022-06-03 23:00:00,"北投",319
2022-06-03 23:00:00,"北門",179
2022-06-03 23:00:00,"古亭",500
2022-06-03 23:00:00,"士林",417
2022-06-03 23:00:00,"大橋頭",291
2022-06-03 23:00:00,"松山",445
2022-06-04 00:00:00,"中山",407
2022-06-04 00:00:00,"北投",148
2022-06-04 00:00:00,"北門",89
2022-06-04 00:00:00,"古亭",262
2022-06-04 00:00:00,"士林",185
2022-06-04 00:00:00,"大橋頭",126
2022-06-04 00:00:00,"松山",166
2022-06-04 01:00:00,"中山",19
2022-06-04 01:00:00,"北投",12
2022-06-04 01:00:00,"北門",2
2022-06-04 01:00:00,"古亭",9
2022-06-04 01:00:00,"士林",3
2022-06-04 01:00:00,"大橋頭",0
2022-06-04 01:00:00,"松山",0
2022-06-04 05:00:00,"中山",2
2022-06-04 05:00:00,"北投",2
2022-06-04 05:00:00,"北門",0
2022-06-04 05:00:00,"古亭",0
2022-06-04 05:00:00,"士林",2
2022-06-04 05:00:00,"大橋頭",0
2022-06-04 05:00:00,"松山",0
2022-06-04 06:00:00,"中山",235
2022-06-04 06:00:00,"北投",296
2022-06-04 06:00:00,"北門",83
2022-06-04 06:00:00,"古亭",321
2022-06-04 06:00:00,"士林",334
2022-06-04 06:00:00,"大橋頭",209
2022-06-04 06:00:00,"松山",209
2022-06-04 07:00:00,"中山",378
2022-06-04 07:00:00,"北投",596
