"datetime","metro_station","metro_flow"
2024-03-15 18:00:00,"士林",7280
2024-03-15 18:00:00,"大橋頭",3297
2024-03-15 18:00:00,"松山",8041
2024-03-15 19:00:00,"中山",9969
2024-03-15 19:00:00,"北投",3121
2024-03-15 19:00:00,"北門",2642
2024-03-15 19:00:00,"古亭",5250
2024-03-15 19:00:00,"士林",4634
2024-03-15 19:00:00,"大橋頭",2187
2024-03-15 19:00:00,"松山",6157
2024-03-15 20:00:00,"中山",6794
2024-03-15 20:00:00,"北投",1919
2024-03-15 20:00:00,"北門",1527
2024-03-15 20:00:00,"古亭",3285
2024-03-15 20:00:00,"士林",2951
2024-03-15 20:00:00,"大橋頭",1504
2024-03-15 20:00:00,"松山",3660
2024-03-15 21:00:00,"中山",7247
2024-03-15 21:00:00,"北投",1860
2024-03-15 21:00:00,"北門",1463
2024-03-15 21:00:00,"古亭",3585
2024-03-15 21:00:00,"士林",2955
2024-03-15 21:00:00,"大橋頭",1432
2024-03-15 21:00:00,"松山",3562
2024-03-15 22:00:00,"中山",6261
2024-03-15 22:00:00,"北投",1615
2024-03-15 22:00:00,"北門",1129
2024-03-15 22:00:00,"古亭",2902
2024-03-15 22:00:00,"士林",2216
2024-03-15 22:00:00,"大橋頭",1217
2024-03-15 22:00:00,"松山",2769
2024-03-15 23:00:00,"中山",2318
2024-03-15 23:00:00,"北投",738
2024-03-15 23:00:00,"北門",487
2024-03-15 23:00:00,"古亭",1092
2024-03-15 23:00:00,"士林",920
2024-03-15 23:00:00,"大橋頭",555
2024-03-15 23:00:00,"松山",1284
NA,"中山",888
NA,"北投",315
NA,"北門",190
NA,"古亭",405
NA,"士林",353
NA,"大橋頭",243
NA,"松山",513
NA,"中山",39
NA,"北投",23
NA,"北門",6
NA,"古亭",6
NA,"士林",11
NA,"大橋頭",7
NA,"松山",0
2024-03-16 05:00:00,"中山",0
2024-03-16 05:00:00,"北投",0
2024-03-16 05:00:00,"北門",0
2024-03-16 05:00:00,"古亭",0
2024-03-16 05:00:00,"士林",3
2024-03-16 05:00:00,"大橋頭",0
2024-03-16 05:00:00,"松山",0
2024-03-16 06:00:00,"中山",372
2024-03-16 06:00:00,"北投",510
2024-03-16 06:00:00,"北門",253
2024-03-16 06:00:00,"古亭",454
2024-03-16 06:00:00,"士林",585
2024-03-16 06:00:00,"大橋頭",462
2024-03-16 06:00:00,"松山",400
2024-03-16 07:00:00,"中山",753
2024-03-16 07:00:00,"北投",1116
2024-03-16 07:00:00,"北門",543
2024-03-16 07:00:00,"古亭",1048
2024-03-16 07:00:00,"士林",1619
2024-03-16 07:00:00,"大橋頭",763
2024-03-16 07:00:00,"松山",813
2024-03-16 08:00:00,"中山",1676
2024-03-16 08:00:00,"北投",1808
2024-03-16 08:00:00,"北門",884
2024-03-16 08:00:00,"古亭",2514
2024-03-16 08:00:00,"士林",2469
2024-03-16 08:00:00,"大橋頭",959
2024-03-16 08:00:00,"松山",1367
2024-03-16 09:00:00,"中山",2903
2024-03-16 09:00:00,"北投",2138
2024-03-16 09:00:00,"北門",1195
2024-03-16 09:00:00,"古亭",2820
2024-03-16 09:00:00,"士林",2922
2024-03-16 09:00:00,"大橋頭",1355
2024-03-16 09:00:00,"松山",1614
2024-03-16 10:00:00,"中山",4423
2024-03-16 10:00:00,"北投",2426
2024-03-16 10:00:00,"北門",1523
2024-03-16 10:00:00,"古亭",2927
2024-03-16 10:00:00,"士林",3561
2024-03-16 10:00:00,"大橋頭",1442
2024-03-16 10:00:00,"松山",1700
2024-03-16 11:00:00,"中山",6786
2024-03-16 11:00:00,"北投",2711
2024-03-16 11:00:00,"北門",1723
2024-03-16 11:00:00,"古亭",3341
2024-03-16 11:00:00,"士林",3894
2024-03-16 11:00:00,"大橋頭",1744
2024-03-16 11:00:00,"松山",1939
2024-03-16 12:00:00,"中山",6800
2024-03-16 12:00:00,"北投",2472
2024-03-16 12:00:00,"北門",1946
2024-03-16 12:00:00,"古亭",3982
2024-03-16 12:00:00,"士林",4214
2024-03-16 12:00:00,"大橋頭",1802
2024-03-16 12:00:00,"松山",2119
2024-03-16 13:00:00,"中山",7932
2024-03-16 13:00:00,"北投",2647
2024-03-16 13:00:00,"北門",2368
2024-03-16 13:00:00,"古亭",4434
2024-03-16 13:00:00,"士林",4677
2024-03-16 13:00:00,"大橋頭",1992
2024-03-16 13:00:00,"松山",2274
2024-03-16 14:00:00,"中山",8738
2024-03-16 14:00:00,"北投",2360
2024-03-16 14:00:00,"北門",2357
2024-03-16 14:00:00,"古亭",3578
2024-03-16 14:00:00,"士林",4184
2024-03-16 14:00:00,"大橋頭",1855
2024-03-16 14:00:00,"松山",2146
2024-03-16 15:00:00,"中山",9675
2024-03-16 15:00:00,"北投",2367
2024-03-16 15:00:00,"北門",2426
2024-03-16 15:00:00,"古亭",3592
2024-03-16 15:00:00,"士林",4188
2024-03-16 15:00:00,"大橋頭",1714
2024-03-16 15:00:00,"松山",2354
2024-03-16 16:00:00,"中山",10410
2024-03-16 16:00:00,"北投",2405
2024-03-16 16:00:00,"北門",2527
2024-03-16 16:00:00,"古亭",3822
2024-03-16 16:00:00,"士林",4379
2024-03-16 16:00:00,"大橋頭",1808
2024-03-16 16:00:00,"松山",2921
2024-03-16 17:00:00,"中山",12055
2024-03-16 17:00:00,"北投",2957
2024-03-16 17:00:00,"北門",2879
2024-03-16 17:00:00,"古亭",5052
2024-03-16 17:00:00,"士林",5119
2024-03-16 17:00:00,"大橋頭",2026
2024-03-16 17:00:00,"松山",3955
2024-03-16 18:00:00,"中山",10847
2024-03-16 18:00:00,"北投",2650
2024-03-16 18:00:00,"北門",2392
2024-03-16 18:00:00,"古亭",4481
2024-03-16 18:00:00,"士林",4440
2024-03-16 18:00:00,"大橋頭",1993
2024-03-16 18:00:00,"松山",4578
2024-03-16 19:00:00,"中山",8715
2024-03-16 19:00:00,"北投",1942
2024-03-16 19:00:00,"北門",1834
2024-03-16 19:00:00,"古亭",3010
2024-03-16 19:00:00,"士林",3326
2024-03-16 19:00:00,"大橋頭",1625
2024-03-16 19:00:00,"松山",4049
2024-03-16 20:00:00,"中山",7403
2024-03-16 20:00:00,"北投",1686
2024-03-16 20:00:00,"北門",1436
2024-03-16 20:00:00,"古亭",2485
2024-03-16 20:00:00,"士林",2551
2024-03-16 20:00:00,"大橋頭",1287
2024-03-16 20:00:00,"松山",3741
2024-03-16 21:00:00,"中山",7090
2024-03-16 21:00:00,"北投",1688
2024-03-16 21:00:00,"北門",1455
2024-03-16 21:00:00,"古亭",2692
2024-03-16 21:00:00,"士林",2583
2024-03-16 21:00:00,"大橋頭",1197
2024-03-16 21:00:00,"松山",3700
2024-03-16 22:00:00,"中山",5800
2024-03-16 22:00:00,"北投",1341
2024-03-16 22:00:00,"北門",1064
2024-03-16 22:00:00,"古亭",2036
2024-03-16 22:00:00,"士林",1869
2024-03-16 22:00:00,"大橋頭",1013
2024-03-16 22:00:00,"松山",2867
2024-03-16 23:00:00,"中山",2303
2024-03-16 23:00:00,"北投",679
2024-03-16 23:00:00,"北門",527
2024-03-16 23:00:00,"古亭",1019
2024-03-16 23:00:00,"士林",869
2024-03-16 23:00:00,"大橋頭",510
2024-03-16 23:00:00,"松山",1489
NA,"中山",486
NA,"北投",164
NA,"北門",134
NA,"古亭",265
NA,"士林",206
NA,"大橋頭",179
NA,"松山",222
NA,"中山",17
NA,"北投",7
NA,"北門",8
NA,"古亭",10
NA,"士林",6
NA,"大橋頭",2
NA,"松山",2
2024-03-17 05:00:00,"中山",0
2024-03-17 05:00:00,"北投",0
2024-03-17 05:00:00,"北門",0
2024-03-17 05:00:00,"古亭",2
2024-03-17 05:00:00,"士林",6
2024-03-17 05:00:00,"大橋頭",0
2024-03-17 05:00:00,"松山",0
2024-03-17 06:00:00,"中山",363
2024-03-17 06:00:00,"北投",399
2024-03-17 06:00:00,"北門",245
2024-03-17 06:00:00,"古亭",390
2024-03-17 06:00:00,"士林",475
2024-03-17 06:00:00,"大橋頭",331
2024-03-17 06:00:00,"松山",474
2024-03-17 07:00:00,"中山",628
2024-03-17 07:00:00,"北投",849
2024-03-17 07:00:00,"北門",468
2024-03-17 07:00:00,"古亭",723
2024-03-17 07:00:00,"士林",859
2024-03-17 07:00:00,"大橋頭",603
2024-03-17 07:00:00,"松山",665
2024-03-17 08:00:00,"中山",1379
2024-03-17 08:00:00,"北投",1276
2024-03-17 08:00:00,"北門",645
2024-03-17 08:00:00,"古亭",1658
2024-03-17 08:00:00,"士林",1733
2024-03-17 08:00:00,"大橋頭",788
2024-03-17 08:00:00,"松山",1078
2024-03-17 09:00:00,"中山",2220
2024-03-17 09:00:00,"北投",1881
2024-03-17 09:00:00,"北門",1028
2024-03-17 09:00:00,"古亭",2247
2024-03-17 09:00:00,"士林",2549
2024-03-17 09:00:00,"大橋頭",1083
2024-03-17 09:00:00,"松山",1318
2024-03-17 10:00:00,"中山",3753
2024-03-17 10:00:00,"北投",2150
2024-03-17 10:00:00,"北門",1276
2024-03-17 10:00:00,"古亭",2215
2024-03-17 10:00:00,"士林",2947
2024-03-17 10:00:00,"大橋頭",1176
2024-03-17 10:00:00,"松山",1382
2024-03-17 11:00:00,"中山",5876
2024-03-17 11:00:00,"北投",2267
2024-03-17 11:00:00,"北門",1668
2024-03-17 11:00:00,"古亭",2585
2024-03-17 11:00:00,"士林",3283
2024-03-17 11:00:00,"大橋頭",1555
2024-03-17 11:00:00,"松山",1852
2024-03-17 12:00:00,"中山",5887
2024-03-17 12:00:00,"北投",2314
2024-03-17 12:00:00,"北門",1650
2024-03-17 12:00:00,"古亭",2941
2024-03-17 12:00:00,"士林",3515
2024-03-17 12:00:00,"大橋頭",1442
2024-03-17 12:00:00,"松山",1827
2024-03-17 13:00:00,"中山",6911
2024-03-17 13:00:00,"北投",2456
2024-03-17 13:00:00,"北門",1967
2024-03-17 13:00:00,"古亭",3193
2024-03-17 13:00:00,"士林",3941
2024-03-17 13:00:00,"大橋頭",1496
2024-03-17 13:00:00,"松山",1915
2024-03-17 14:00:00,"中山",7846
2024-03-17 14:00:00,"北投",2224
2024-03-17 14:00:00,"北門",2244
2024-03-17 14:00:00,"古亭",2937
2024-03-17 14:00:00,"士林",3799
2024-03-17 14:00:00,"大橋頭",1497
2024-03-17 14:00:00,"松山",1911
2024-03-17 15:00:00,"中山",8209
2024-03-17 15:00:00,"北投",2208
2024-03-17 15:00:00,"北門",2071
2024-03-17 15:00:00,"古亭",2872
2024-03-17 15:00:00,"士林",3949
2024-03-17 15:00:00,"大橋頭",1474
2024-03-17 15:00:00,"松山",2157
2024-03-17 16:00:00,"中山",8963
2024-03-17 16:00:00,"北投",2513
2024-03-17 16:00:00,"北門",2270
2024-03-17 16:00:00,"古亭",3059
2024-03-17 16:00:00,"士林",3950
2024-03-17 16:00:00,"大橋頭",1463
2024-03-17 16:00:00,"松山",2516
2024-03-17 17:00:00,"中山",9596
2024-03-17 17:00:00,"北投",2712
2024-03-17 17:00:00,"北門",2291
2024-03-17 17:00:00,"古亭",3718
2024-03-17 17:00:00,"士林",4530
2024-03-17 17:00:00,"大橋頭",1744
2024-03-17 17:00:00,"松山",3076
2024-03-17 18:00:00,"中山",8248
2024-03-17 18:00:00,"北投",2338
2024-03-17 18:00:00,"北門",2162
2024-03-17 18:00:00,"古亭",3319
2024-03-17 18:00:00,"士林",3857
2024-03-17 18:00:00,"大橋頭",1746
2024-03-17 18:00:00,"松山",3414
2024-03-17 19:00:00,"中山",6703
2024-03-17 19:00:00,"北投",2026
2024-03-17 19:00:00,"北門",1557
2024-03-17 19:00:00,"古亭",2351
2024-03-17 19:00:00,"士林",2773
2024-03-17 19:00:00,"大橋頭",1290
2024-03-17 19:00:00,"松山",3388
2024-03-17 20:00:00,"中山",5682
2024-03-17 20:00:00,"北投",1532
2024-03-17 20:00:00,"北門",1279
2024-03-17 20:00:00,"古亭",2252
2024-03-17 20:00:00,"士林",2209
2024-03-17 20:00:00,"大橋頭",1206
2024-03-17 20:00:00,"松山",2913
2024-03-17 21:00:00,"中山",5376
2024-03-17 21:00:00,"北投",1354
2024-03-17 21:00:00,"北門",1131
2024-03-17 21:00:00,"古亭",2067
2024-03-17 21:00:00,"士林",2078
2024-03-17 21:00:00,"大橋頭",1115
2024-03-17 21:00:00,"松山",2879
2024-03-17 22:00:00,"中山",3731
2024-03-17 22:00:00,"北投",920
2024-03-17 22:00:00,"北門",727
2024-03-17 22:00:00,"古亭",1250
2024-03-17 22:00:00,"士林",1248
2024-03-17 22:00:00,"大橋頭",904
2024-03-17 22:00:00,"松山",1920
2024-03-17 23:00:00,"中山",1242
2024-03-17 23:00:00,"北投",490
2024-03-17 23:00:00,"北門",371
2024-03-17 23:00:00,"古亭",637
2024-03-17 23:00:00,"士林",527
2024-03-17 23:00:00,"大橋頭",384
2024-03-17 23:00:00,"松山",889
NA,"中山",434
NA,"北投",109
NA,"北門",127
NA,"古亭",260
NA,"士林",192
NA,"大橋頭",92
NA,"松山",220
NA,"中山",19
NA,"北投",6
NA,"北門",0
NA,"古亭",10
NA,"士林",3
NA,"大橋頭",1
NA,"松山",0
2024-03-18 05:00:00,"中山",0
2024-03-18 05:00:00,"北投",2
2024-03-18 05:00:00,"北門",0
2024-03-18 05:00:00,"古亭",0
2024-03-18 05:00:00,"士林",5
2024-03-18 05:00:00,"大橋頭",2
2024-03-18 05:00:00,"松山",0
2024-03-18 06:00:00,"中山",569
2024-03-18 06:00:00,"北投",904
2024-03-18 06:00:00,"北門",468
2024-03-18 06:00:00,"古亭",712
2024-03-18 06:00:00,"士林",1011
2024-03-18 06:00:00,"大橋頭",546
2024-03-18 06:00:00,"松山",716
2024-03-18 07:00:00,"中山",2242
2024-03-18 07:00:00,"北投",3714
2024-03-18 07:00:00,"北門",2036
2024-03-18 07:00:00,"古亭",3409
2024-03-18 07:00:00,"士林",4174
2024-03-18 07:00:00,"大橋頭",2338
2024-03-18 07:00:00,"松山",3431
2024-03-18 08:00:00,"中山",6430
2024-03-18 08:00:00,"北投",3952
2024-03-18 08:00:00,"北門",4219
2024-03-18 08:00:00,"古亭",7255
2024-03-18 08:00:00,"士林",4537
2024-03-18 08:00:00,"大橋頭",3233
2024-03-18 08:00:00,"松山",7532
2024-03-18 09:00:00,"中山",4107
2024-03-18 09:00:00,"北投",2224
2024-03-18 09:00:00,"北門",1971
2024-03-18 09:00:00,"古亭",4358
2024-03-18 09:00:00,"士林",3202
2024-03-18 09:00:00,"大橋頭",1677
2024-03-18 09:00:00,"松山",4065
2024-03-18 10:00:00,"中山",3354
2024-03-18 10:00:00,"北投",1756
2024-03-18 10:00:00,"北門",1379
2024-03-18 10:00:00,"古亭",2784
2024-03-18 10:00:00,"士林",2260
2024-03-18 10:00:00,"大橋頭",1169
2024-03-18 10:00:00,"松山",1737
2024-03-18 11:00:00,"中山",3995
2024-03-18 11:00:00,"北投",1703
2024-03-18 11:00:00,"北門",1325
2024-03-18 11:00:00,"古亭",2546
2024-03-18 11:00:00,"士林",2272
2024-03-18 11:00:00,"大橋頭",1027
2024-03-18 11:00:00,"松山",1401
2024-03-18 12:00:00,"中山",4363
2024-03-18 12:00:00,"北投",1610
2024-03-18 12:00:00,"北門",1355
2024-03-18 12:00:00,"古亭",2991
2024-03-18 12:00:00,"士林",2547
2024-03-18 12:00:00,"大橋頭",1159
2024-03-18 12:00:00,"松山",1710
2024-03-18 13:00:00,"中山",4598
2024-03-18 13:00:00,"北投",1648
2024-03-18 13:00:00,"北門",1461
2024-03-18 13:00:00,"古亭",3075
2024-03-18 13:00:00,"士林",2473
2024-03-18 13:00:00,"大橋頭",1157
2024-03-18 13:00:00,"松山",1652
2024-03-18 14:00:00,"中山",4564
2024-03-18 14:00:00,"北投",1485
2024-03-18 14:00:00,"北門",1441
2024-03-18 14:00:00,"古亭",2661
2024-03-18 14:00:00,"士林",2288
2024-03-18 14:00:00,"大橋頭",1025
2024-03-18 14:00:00,"松山",1508
2024-03-18 15:00:00,"中山",4844
2024-03-18 15:00:00,"北投",1656
2024-03-18 15:00:00,"北門",1334
2024-03-18 15:00:00,"古亭",2823
2024-03-18 15:00:00,"士林",2539
2024-03-18 15:00:00,"大橋頭",1135
2024-03-18 15:00:00,"松山",1613
2024-03-18 16:00:00,"中山",5441
2024-03-18 16:00:00,"北投",2301
2024-03-18 16:00:00,"北門",1832
2024-03-18 16:00:00,"古亭",3560
2024-03-18 16:00:00,"士林",3661
2024-03-18 16:00:00,"大橋頭",1541
2024-03-18 16:00:00,"松山",2300
2024-03-18 17:00:00,"中山",7630
2024-03-18 17:00:00,"北投",3297
2024-03-18 17:00:00,"北門",3085
2024-03-18 17:00:00,"古亭",5815
2024-03-18 17:00:00,"士林",5334
2024-03-18 17:00:00,"大橋頭",2407
2024-03-18 17:00:00,"松山",4148
2024-03-18 18:00:00,"中山",10444
2024-03-18 18:00:00,"北投",4041
2024-03-18 18:00:00,"北門",4091
2024-03-18 18:00:00,"古亭",7850
2024-03-18 18:00:00,"士林",6203
2024-03-18 18:00:00,"大橋頭",2973
2024-03-18 18:00:00,"松山",7712
2024-03-18 19:00:00,"中山",7391
2024-03-18 19:00:00,"北投",2805
2024-03-18 19:00:00,"北門",2390
2024-03-18 19:00:00,"古亭",4903
2024-03-18 19:00:00,"士林",4017
2024-03-18 19:00:00,"大橋頭",1899
2024-03-18 19:00:00,"松山",5689
2024-03-18 20:00:00,"中山",5322
2024-03-18 20:00:00,"北投",1693
2024-03-18 20:00:00,"北門",1289
2024-03-18 20:00:00,"古亭",3072
2024-03-18 20:00:00,"士林",2533
2024-03-18 20:00:00,"大橋頭",1160
2024-03-18 20:00:00,"松山",3170
2024-03-18 21:00:00,"中山",5128
2024-03-18 21:00:00,"北投",1589
2024-03-18 21:00:00,"北門",1161
2024-03-18 21:00:00,"古亭",2998
2024-03-18 21:00:00,"士林",2272
2024-03-18 21:00:00,"大橋頭",1027
2024-03-18 21:00:00,"松山",2748
2024-03-18 22:00:00,"中山",3518
2024-03-18 22:00:00,"北投",1091
2024-03-18 22:00:00,"北門",701
2024-03-18 22:00:00,"古亭",2153
2024-03-18 22:00:00,"士林",1598
2024-03-18 22:00:00,"大橋頭",757
2024-03-18 22:00:00,"松山",1975
2024-03-18 23:00:00,"中山",1044
2024-03-18 23:00:00,"北投",392
2024-03-18 23:00:00,"北門",337
2024-03-18 23:00:00,"古亭",707
2024-03-18 23:00:00,"士林",531
2024-03-18 23:00:00,"大橋頭",326
2024-03-18 23:00:00,"松山",815
NA,"中山",487
NA,"北投",150
NA,"北門",142
NA,"古亭",301
NA,"士林",212
NA,"大橋頭",117
NA,"松山",247
NA,"中山",18
NA,"北投",10
NA,"北門",2
NA,"古亭",3
NA,"士林",5
NA,"大橋頭",2
NA,"松山",0
2024-03-19 05:00:00,"中山",2
2024-03-19 05:00:00,"北投",0
2024-03-19 05:00:00,"北門",0
2024-03-19 05:00:00,"古亭",0
2024-03-19 05:00:00,"士林",4
2024-03-19 05:00:00,"大橋頭",0
2024-03-19 05:00:00,"松山",0
2024-03-19 06:00:00,"中山",564
2024-03-19 06:00:00,"北投",905
2024-03-19 06:00:00,"北門",432
2024-03-19 06:00:00,"古亭",693
2024-03-19 06:00:00,"士林",887
2024-03-19 06:00:00,"大橋頭",495
2024-03-19 06:00:00,"松山",721
2024-03-19 07:00:00,"中山",2299
2024-03-19 07:00:00,"北投",3695
2024-03-19 07:00:00,"北門",2102
2024-03-19 07:00:00,"古亭",3429
2024-03-19 07:00:00,"士林",4282
2024-03-19 07:00:00,"大橋頭",2310
2024-03-19 07:00:00,"松山",3547
2024-03-19 08:00:00,"中山",6475
2024-03-19 08:00:00,"北投",4009
2024-03-19 08:00:00,"北門",4436
2024-03-19 08:00:00,"古亭",7628
2024-03-19 08:00:00,"士林",4904
2024-03-19 08:00:00,"大橋頭",3301
2024-03-19 08:00:00,"松山",7436
2024-03-19 09:00:00,"中山",4267
2024-03-19 09:00:00,"北投",2339
2024-03-19 09:00:00,"北門",1976
2024-03-19 09:00:00,"古亭",5010
2024-03-19 09:00:00,"士林",3597
2024-03-19 09:00:00,"大橋頭",1682
2024-03-19 09:00:00,"松山",4235
2024-03-19 10:00:00,"中山",3558
2024-03-19 10:00:00,"北投",1591
2024-03-19 10:00:00,"北門",1314
2024-03-19 10:00:00,"古亭",3043
2024-03-19 10:00:00,"士林",2388
2024-03-19 10:00:00,"大橋頭",1147
2024-03-19 10:00:00,"松山",1606
2024-03-19 11:00:00,"中山",3977
2024-03-19 11:00:00,"北投",1588
2024-03-19 11:00:00,"北門",1141
2024-03-19 11:00:00,"古亭",2439
2024-03-19 11:00:00,"士林",2232
2024-03-19 11:00:00,"大橋頭",974
2024-03-19 11:00:00,"松山",1392
2024-03-19 12:00:00,"中山",4392
2024-03-19 12:00:00,"北投",1613
2024-03-19 12:00:00,"北門",1272
2024-03-19 12:00:00,"古亭",3115
2024-03-19 12:00:00,"士林",2701
2024-03-19 12:00:00,"大橋頭",1073
2024-03-19 12:00:00,"松山",1699
2024-03-19 13:00:00,"中山",4765
2024-03-19 13:00:00,"北投",1561
2024-03-19 13:00:00,"北門",1511
2024-03-19 13:00:00,"古亭",3095
2024-03-19 13:00:00,"士林",2667
2024-03-19 13:00:00,"大橋頭",1016
2024-03-19 13:00:00,"松山",1633
2024-03-19 14:00:00,"中山",4560
2024-03-19 14:00:00,"北投",1583
2024-03-19 14:00:00,"北門",1323
2024-03-19 14:00:00,"古亭",2586
2024-03-19 14:00:00,"士林",2572
2024-03-19 14:00:00,"大橋頭",925
2024-03-19 14:00:00,"松山",1435
2024-03-19 15:00:00,"中山",4764
2024-03-19 15:00:00,"北投",1621
2024-03-19 15:00:00,"北門",1470
2024-03-19 15:00:00,"古亭",2813
2024-03-19 15:00:00,"士林",2703
2024-03-19 15:00:00,"大橋頭",1001
2024-03-19 15:00:00,"松山",1614
2024-03-19 16:00:00,"中山",5535
2024-03-19 16:00:00,"北投",2335
2024-03-19 16:00:00,"北門",1696
2024-03-19 16:00:00,"古亭",3796
2024-03-19 16:00:00,"士林",3872
2024-03-19 16:00:00,"大橋頭",1499
2024-03-19 16:00:00,"松山",2211
2024-03-19 17:00:00,"中山",7713
2024-03-19 17:00:00,"北投",3462
2024-03-19 17:00:00,"北門",2961
2024-03-19 17:00:00,"古亭",6065
2024-03-19 17:00:00,"士林",5603
2024-03-19 17:00:00,"大橋頭",2393
2024-03-19 17:00:00,"松山",4069
2024-03-19 18:00:00,"中山",11182
2024-03-19 18:00:00,"北投",4029
2024-03-19 18:00:00,"北門",4124
2024-03-19 18:00:00,"古亭",8430
2024-03-19 18:00:00,"士林",6647
2024-03-19 18:00:00,"大橋頭",3114
2024-03-19 18:00:00,"松山",7547
2024-03-19 19:00:00,"中山",7768
2024-03-19 19:00:00,"北投",2772
2024-03-19 19:00:00,"北門",2430
2024-03-19 19:00:00,"古亭",5255
2024-03-19 19:00:00,"士林",4204
2024-03-19 19:00:00,"大橋頭",1895
2024-03-19 19:00:00,"松山",5809
2024-03-19 20:00:00,"中山",5374
2024-03-19 20:00:00,"北投",1745
2024-03-19 20:00:00,"北門",1315
2024-03-19 20:00:00,"古亭",3303
2024-03-19 20:00:00,"士林",2546
2024-03-19 20:00:00,"大橋頭",1234
2024-03-19 20:00:00,"松山",3204
2024-03-19 21:00:00,"中山",5548
2024-03-19 21:00:00,"北投",1733
2024-03-19 21:00:00,"北門",1141
2024-03-19 21:00:00,"古亭",3347
2024-03-19 21:00:00,"士林",2563
2024-03-19 21:00:00,"大橋頭",1157
2024-03-19 21:00:00,"松山",2948
2024-03-19 22:00:00,"中山",3875
2024-03-19 22:00:00,"北投",1222
2024-03-19 22:00:00,"北門",760
2024-03-19 22:00:00,"古亭",2258
2024-03-19 22:00:00,"士林",1651
2024-03-19 22:00:00,"大橋頭",837
2024-03-19 22:00:00,"松山",1825
2024-03-19 23:00:00,"中山",1178
2024-03-19 23:00:00,"北投",430
2024-03-19 23:00:00,"北門",363
2024-03-19 23:00:00,"古亭",754
2024-03-19 23:00:00,"士林",577
2024-03-19 23:00:00,"大橋頭",342
2024-03-19 23:00:00,"松山",821
NA,"中山",480
NA,"北投",195
NA,"北門",141
NA,"古亭",326
NA,"士林",240
NA,"大橋頭",135
NA,"松山",244
NA,"中山",19
NA,"北投",5
NA,"北門",5
NA,"古亭",12
NA,"士林",5
NA,"大橋頭",0
NA,"松山",0
2024-03-20 05:00:00,"中山",0
2024-03-20 05:00:00,"北投",0
2024-03-20 05:00:00,"北門",0
2024-03-20 05:00:00,"古亭",0
2024-03-20 05:00:00,"士林",7
2024-03-20 05:00:00,"大橋頭",0
2024-03-20 05:00:00,"松山",0
2024-03-20 06:00:00,"中山",605
2024-03-20 06:00:00,"北投",933
2024-03-20 06:00:00,"北門",497
2024-03-20 06:00:00,"古亭",664
2024-03-20 06:00:00,"士林",892
2024-03-20 06:00:00,"大橋頭",480
2024-03-20 06:00:00,"松山",736
2024-03-20 07:00:00,"中山",2314
2024-03-20 07:00:00,"北投",3882
2024-03-20 07:00:00,"北門",2094
2024-03-20 07:00:00,"古亭",3529
2024-03-20 07:00:00,"士林",4344
2024-03-20 07:00:00,"大橋頭",2270
2024-03-20 07:00:00,"松山",3504
2024-03-20 08:00:00,"中山",6304
2024-03-20 08:00:00,"北投",4180
2024-03-20 08:00:00,"北門",4264
2024-03-20 08:00:00,"古亭",7247
2024-03-20 08:00:00,"士林",4597
2024-03-20 08:00:00,"大橋頭",3225
2024-03-20 08:00:00,"松山",7456
2024-03-20 09:00:00,"中山",3998
2024-03-20 09:00:00,"北投",2571
2024-03-20 09:00:00,"北門",1915
2024-03-20 09:00:00,"古亭",4796
2024-03-20 09:00:00,"士林",3771
2024-03-20 09:00:00,"大橋頭",1653
2024-03-20 09:00:00,"松山",3983
2024-03-20 10:00:00,"中山",3439
2024-03-20 10:00:00,"北投",1855
2024-03-20 10:00:00,"北門",1443
2024-03-20 10:00:00,"古亭",2937
2024-03-20 10:00:00,"士林",2639
2024-03-20 10:00:00,"大橋頭",1206
2024-03-20 10:00:00,"松山",1677
2024-03-20 11:00:00,"中山",4087
2024-03-20 11:00:00,"北投",1794
2024-03-20 11:00:00,"北門",1209
2024-03-20 11:00:00,"古亭",2656
2024-03-20 11:00:00,"士林",2536
2024-03-20 11:00:00,"大橋頭",1139
2024-03-20 11:00:00,"松山",1429
2024-03-20 12:00:00,"中山",4860
2024-03-20 12:00:00,"北投",1886
2024-03-20 12:00:00,"北門",1315
2024-03-20 12:00:00,"古亭",3257
2024-03-20 12:00:00,"士林",3102
2024-03-20 12:00:00,"大橋頭",1221
2024-03-20 12:00:00,"松山",1743
2024-03-20 13:00:00,"中山",4935
2024-03-20 13:00:00,"北投",1862
2024-03-20 13:00:00,"北門",1579
2024-03-20 13:00:00,"古亭",3440
2024-03-20 13:00:00,"士林",3581
2024-03-20 13:00:00,"大橋頭",1223
2024-03-20 13:00:00,"松山",1727
2024-03-20 14:00:00,"中山",4734
2024-03-20 14:00:00,"北投",1811
2024-03-20 14:00:00,"北門",1393
2024-03-20 14:00:00,"古亭",2792
2024-03-20 14:00:00,"士林",2995
2024-03-20 14:00:00,"大橋頭",1029
2024-03-20 14:00:00,"松山",1583
2024-03-20 15:00:00,"中山",4884
2024-03-20 15:00:00,"北投",1671
2024-03-20 15:00:00,"北門",1458
2024-03-20 15:00:00,"古亭",2893
2024-03-20 15:00:00,"士林",2987
2024-03-20 15:00:00,"大橋頭",1263
2024-03-20 15:00:00,"松山",1747
2024-03-20 16:00:00,"中山",5751
2024-03-20 16:00:00,"北投",2491
2024-03-20 16:00:00,"北門",1965
2024-03-20 16:00:00,"古亭",3711
2024-03-20 16:00:00,"士林",3834
